"Year","Intent","Ethnicity","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2009","Homicide","Unknown","Texas","60","--","0.00","0.00","2,013"
"2009","Homicide","Unknown","Virginia","--","--","--","--","--"
"2009","Legal Intervention","Non-Hispanic","Alabama","--","4,581,420","--","--","--"
"2009","Legal Intervention","Non-Hispanic","Alaska","--","660,663","--","--","--"
"2009","Legal Intervention","Non-Hispanic","Arizona","--","4,476,334","--","--","--"
"2009","Legal Intervention","Non-Hispanic","Arkansas","--","2,717,804","--","--","--"
"2009","Legal Intervention","Non-Hispanic","California","33","23,201,362","0.14","0.14","970"
"2009","Legal Intervention","Non-Hispanic","Colorado","--","3,956,704","--","--","--"
"2009","Legal Intervention","Non-Hispanic","Delaware","--","820,915","--","--","--"
"2009","Legal Intervention","Non-Hispanic","District of Columbia","--","538,607","--","--","--"
"2009","Legal Intervention","Non-Hispanic","Florida","18**","14,528,337","0.12**","0.14**","531"
"2009","Legal Intervention","Non-Hispanic","Georgia","--","8,790,441","--","--","--"
"2009","Legal Intervention","Non-Hispanic","Hawaii","--","1,227,612","--","--","--"
"2009","Legal Intervention","Non-Hispanic","Idaho","--","1,383,621","--","--","--"
"2009","Legal Intervention","Non-Hispanic","Illinois","10**","10,806,223","0.09**","0.09**","299"
"2009","Legal Intervention","Non-Hispanic","Indiana","--","6,081,468","--","--","--"
"2009","Legal Intervention","Non-Hispanic","Iowa","--","2,886,829","--","--","--"
"2009","Legal Intervention","Non-Hispanic","Kansas","--","2,543,151","--","--","--"
"2009","Legal Intervention","Non-Hispanic","Kentucky","--","4,190,350","--","--","--"
"2009","Legal Intervention","Non-Hispanic","Louisiana","--","4,308,192","--","--","--"
"2009","Legal Intervention","Non-Hispanic","Maine","--","1,312,473","--","--","--"
"2009","Legal Intervention","Non-Hispanic","Maryland","12**","5,277,604","0.23**","0.22**","276"
"2009","Legal Intervention","Non-Hispanic","Massachusetts","--","5,908,202","--","--","--"
"2009","Legal Intervention","Non-Hispanic","Michigan","--","9,472,168","--","--","--"
"2009","Legal Intervention","Non-Hispanic","Minnesota","--","5,038,309","--","--","--"
"2009","Legal Intervention","Non-Hispanic","Mississippi","--","2,879,079","--","--","--"
"2009","Legal Intervention","Non-Hispanic","Missouri","--","5,755,168","--","--","--"
"2009","Legal Intervention","Non-Hispanic","Montana","--","955,772","--","--","--"
"2009","Legal Intervention","Non-Hispanic","Nebraska","--","1,651,812","--","--","--"
"2009","Legal Intervention","Non-Hispanic","Nevada","--","1,981,298","--","--","--"
"2009","Legal Intervention","Non-Hispanic","New Jersey","--","7,239,732","--","--","--"
"2009","Legal Intervention","Non-Hispanic","New Mexico","--","1,099,238","--","--","--"
"2009","Legal Intervention","Non-Hispanic","New York","12**","15,948,001","0.08**","0.07**","373"
"2009","Legal Intervention","Non-Hispanic","North Carolina","--","8,678,944","--","--","--"
"2009","Legal Intervention","Non-Hispanic","North Dakota","--","651,692","--","--","--"
"2009","Legal Intervention","Non-Hispanic","Ohio","10**","11,184,346","0.09**","0.10**","312"
"2009","Legal Intervention","Non-Hispanic","Oklahoma","--","3,398,283","--","--","--"
"2009","Legal Intervention","Non-Hispanic","Oregon","--","3,370,395","--","--","--"
"2009","Legal Intervention","Non-Hispanic","Pennsylvania","15**","11,973,041","0.13**","0.13**","413"
"2009","Legal Intervention","Non-Hispanic","South Carolina","--","4,364,036","--","--","--"
"2009","Legal Intervention","Non-Hispanic","Tennessee","--","6,027,421","--","--","--"
"2009","Legal Intervention","Non-Hispanic","Texas","16**","15,561,855","0.10**","0.10**","420"
"2009","Legal Intervention","Non-Hispanic","Utah","--","2,375,838","--","--","--"
"2009","Legal Intervention","Non-Hispanic","Virginia","16**","7,318,507","0.22**","0.21**","417"
"2009","Legal Intervention","Non-Hispanic","Washington","21","5,937,616","0.35","0.35","504"
"2009","Legal Intervention","Non-Hispanic","Wisconsin","--","5,343,585","--","--","--"
"2009","Legal Intervention","Hispanic","California","34","13,759,867","0.25","0.23","1,144"
"2009","Legal Intervention","Hispanic","Colorado","--","1,015,491","--","--","--"
"2009","Legal Intervention","Hispanic","District of Columbia","--","53,621","--","--","--"
"2009","Legal Intervention","Hispanic","Georgia","--","830,405","--","--","--"
"2009","Legal Intervention","Hispanic","Hawaii","0**","119,105","0.00**","0.00**","--"
"2009","Legal Intervention","Hispanic","Idaho","--","170,818","--","--","--"
"2009","Legal Intervention","Hispanic","Indiana","--","377,857","--","--","--"
"2009","Legal Intervention","Hispanic","Maryland","--","452,784","--","--","--"
"2009","Legal Intervention","Hispanic","Michigan","--","429,423","--","--","--"
"2009","Legal Intervention","Hispanic","Minnesota","0**","242,894","0.00**","0.00**","--"
"2009","Legal Intervention","Hispanic","Mississippi","0**","79,695","0.00**","0.00**","--"
"2009","Legal Intervention","Hispanic","Missouri","--","205,920","--","--","--"
"2009","Legal Intervention","Hispanic","Montana","0**","28,210","0.00**","0.00**","--"
"2009","Legal Intervention","Hispanic","Nebraska","0**","160,871","0.00**","0.00**","--"
"2009","Legal Intervention","Hispanic","New Mexico","--","937,564","--","--","--"
"2009","Legal Intervention","Hispanic","New York","--","3,359,065","--","--","--"
"2009","Legal Intervention","Hispanic","Texas","--","9,239,906","--","--","--"
"2009","Legal Intervention","Hispanic","Utah","0**","347,583","0.00**","0.00**","--"
"2009","Legal Intervention","Hispanic","Vermont","0**","9,274","0.00**","0.00**","--"
"2009","Legal Intervention","Hispanic","Virginia","0**","607,430","0.00**","0.00**","--"
"2009","Legal Intervention","Hispanic","Washington","--","729,810","--","--","--"
"2009","Legal Intervention","Hispanic","West Virginia","0**","22,044","0.00**","0.00**","--"
"2009","Legal Intervention","Hispanic","Wisconsin","0**","325,679","0.00**","0.00**","--"
"2009","Legal Intervention","Hispanic","Wyoming","0**","48,769","0.00**","0.00**","--"
"2009","Legal Intervention","Unknown","New York","--","--","--","--","--"
"2009","Legal Intervention","Unknown","Texas","--","--","--","--","--"
"2009","Suicide","Non-Hispanic","Alabama","475","4,581,420","10.37","9.82","7,944"
"2009","Suicide","Non-Hispanic","Alaska","77","660,663","11.66","11.26","2,110"
"2009","Suicide","Non-Hispanic","Arizona","528","4,476,334","11.80","10.60","7,788"
"2009","Suicide","Non-Hispanic","Arkansas","281","2,717,804","10.34","9.95","5,288"
"2009","Suicide","Non-Hispanic","California","1,327","23,201,362","5.72","4.98","18,227"
"2009","Suicide","Non-Hispanic","Colorado","427","3,956,704","10.79","10.18","8,031"
"2009","Suicide","Non-Hispanic","Connecticut","83","3,096,321","2.68","2.44","1,362"
"2009","Suicide","Non-Hispanic","Delaware","38","820,915","4.63","4.64","663"
"2009","Suicide","Non-Hispanic","District of Columbia","--","538,607","--","--","--"
"2009","Suicide","Non-Hispanic","Florida","1,325","14,528,337","9.12","8.09","19,363"
"2009","Suicide","Non-Hispanic","Georgia","734","8,790,441","8.35","8.30","13,218"
"2009","Suicide","Non-Hispanic","Hawaii","35","1,227,612","2.85","2.65","592"
"2009","Suicide","Non-Hispanic","Idaho","173","1,383,621","12.50","12.43","3,078"
"2009","Suicide","Non-Hispanic","Illinois","381","10,806,223","3.53","3.27","6,300"
"2009","Suicide","Non-Hispanic","Indiana","449","6,081,468","7.38","7.09","8,158"
"2009","Suicide","Non-Hispanic","Iowa","156","2,886,829","5.40","5.18","2,705"
"2009","Suicide","Non-Hispanic","Kansas","192","2,543,151","7.55","7.32","3,676"
"2009","Suicide","Non-Hispanic","Kentucky","401","4,190,350","9.57","9.30","7,299"
"2009","Suicide","Non-Hispanic","Louisiana","324","4,308,192","7.52","7.40","6,285"
"2009","Suicide","Non-Hispanic","Maine","104","1,312,473","7.92","7.37","1,579"
"2009","Suicide","Non-Hispanic","Maryland","248","5,277,604","4.70","4.49","4,467"
"2009","Suicide","Non-Hispanic","Massachusetts","88","5,908,202","1.49","1.36","1,372"
"2009","Suicide","Non-Hispanic","Michigan","572","9,472,168","6.04","5.75","9,887"
"2009","Suicide","Non-Hispanic","Minnesota","278","5,038,309","5.52","5.23","5,398"
"2009","Suicide","Non-Hispanic","Mississippi","269","2,879,079","9.34","9.41","4,834"
"2009","Suicide","Non-Hispanic","Missouri","467","5,755,168","8.11","7.83","8,387"
"2009","Suicide","Non-Hispanic","Montana","132","955,772","13.81","12.76","2,292"
"2009","Suicide","Non-Hispanic","Nebraska","91","1,651,812","5.51","5.28","1,640"
"2009","Suicide","Non-Hispanic","Nevada","274","1,981,298","13.83","12.62","4,148"
"2009","Suicide","Non-Hispanic","New Hampshire","81","1,279,772","6.33","5.92","1,667"
"2009","Suicide","Non-Hispanic","New Jersey","164","7,239,732","2.27","2.07","2,553"
"2009","Suicide","Non-Hispanic","New Mexico","130","1,099,238","11.83","10.57","2,131"
"2009","Suicide","Non-Hispanic","New York","405","15,948,001","2.54","2.30","6,446"
"2009","Suicide","Non-Hispanic","North Carolina","663","8,678,944","7.64","7.24","11,424"
"2009","Suicide","Non-Hispanic","North Dakota","49","651,692","7.52","7.42","1,298"
"2009","Suicide","Non-Hispanic","Ohio","588","11,184,346","5.26","4.99","10,534"
"2009","Suicide","Non-Hispanic","Oklahoma","354","3,398,283","10.42","10.10","6,770"
"2009","Suicide","Non-Hispanic","Oregon","338","3,370,395","10.03","9.13","5,493"
"2009","Suicide","Non-Hispanic","Pennsylvania","813","11,973,041","6.79","6.25","13,328"
"2009","Suicide","Non-Hispanic","Rhode Island","40","925,785","4.32","3.93","687"
"2009","Suicide","Non-Hispanic","South Carolina","368","4,364,036","8.43","7.94","6,480"
"2009","Suicide","Non-Hispanic","South Dakota","58","785,358","7.39","7.32","1,286"
"2009","Suicide","Non-Hispanic","Tennessee","568","6,027,421","9.42","9.04","10,335"
"2009","Suicide","Non-Hispanic","Texas","1,349","15,561,855","8.67","8.22","23,999"
"2009","Suicide","Non-Hispanic","Utah","203","2,375,838","8.54","9.34","4,424"
"2009","Suicide","Non-Hispanic","Vermont","59","615,543","9.59","8.67","874"
"2009","Suicide","Non-Hispanic","Virginia","516","7,318,507","7.05","6.69","9,465"
"2009","Suicide","Non-Hispanic","Washington","449","5,937,616","7.56","7.11","7,441"
"2009","Suicide","Non-Hispanic","West Virginia","178","1,825,731","9.75","9.24","3,398"
"2009","Suicide","Non-Hispanic","Wisconsin","339","5,343,585","6.34","6.00","6,116"
"2009","Suicide","Non-Hispanic","Wyoming","79","511,082","15.46","15.55","1,634"
"2009","Suicide","Hispanic","Alabama","--","176,518","--","--","--"
"2009","Suicide","Hispanic","Alaska","--","38,232","--","--","--"
"2009","Suicide","Hispanic","Arizona","73","1,866,820","3.91","4.43","2,073"
"2009","Suicide","Hispanic","Arkansas","--","179,039","--","--","--"
"2009","Suicide","Hispanic","California","192","13,759,867","1.40","1.62","5,163"
"2009","Suicide","Hispanic","Colorado","26","1,015,491","2.56","2.94","706"
"2009","Suicide","Hispanic","Connecticut","10**","465,486","2.15**","2.87**","240"
"2009","Suicide","Hispanic","Delaware","0**","70,815","0.00**","0.00**","--"
"2009","Suicide","Hispanic","District of Columbia","0**","53,621","0.00**","0.00**","--"
"2009","Suicide","Hispanic","Florida","138","4,124,307","3.35","3.55","2,539"
"2009","Suicide","Hispanic","Georgia","--","830,405","--","--","--"
"2009","Suicide","Hispanic","Hawaii","--","119,105","--","--","--"
"2009","Suicide","Hispanic","Idaho","--","170,818","--","--","--"
"2009","Suicide","Hispanic","Illinois","17**","1,990,555","0.85**","0.79**","577"
"2009","Suicide","Hispanic","Indiana","--","377,857","--","--","--"
"2009","Suicide","Hispanic","Iowa","--","146,041","--","--","--"
"2009","Suicide","Hispanic","Kansas","--","289,553","--","--","--"
"2009","Suicide","Hispanic","Kentucky","--","126,724","--","--","--"
"2009","Suicide","Hispanic","Louisiana","--","183,456","--","--","--"
"2009","Suicide","Hispanic","Maine","--","17,117","--","--","--"
"2009","Suicide","Hispanic","Maryland","--","452,784","--","--","--"
"2009","Suicide","Hispanic","Massachusetts","--","609,411","--","--","--"
"2009","Suicide","Hispanic","Michigan","--","429,423","--","--","--"
"2009","Suicide","Hispanic","Minnesota","--","242,894","--","--","--"
"2009","Suicide","Hispanic","Mississippi","0**","79,695","0.00**","0.00**","--"
"2009","Suicide","Hispanic","Missouri","--","205,920","--","--","--"
"2009","Suicide","Hispanic","Montana","--","28,210","--","--","--"
"2009","Suicide","Hispanic","Nebraska","--","160,871","--","--","--"
"2009","Suicide","Hispanic","Nevada","21","703,367","2.99","3.41","579"
"2009","Suicide","Hispanic","New Hampshire","0**","36,330","0.00**","0.00**","--"
"2009","Suicide","Hispanic","New Jersey","--","1,515,870","--","--","--"
"2009","Suicide","Hispanic","New Mexico","61","937,564","6.51","6.91","1,543"
"2009","Suicide","Hispanic","New York","16**","3,359,065","0.48**","0.50**","417"
"2009","Suicide","Hispanic","North Carolina","15**","770,622","1.95**","2.44**","433"
"2009","Suicide","Hispanic","North Dakota","--","13,276","--","--","--"
"2009","Suicide","Hispanic","Ohio","--","344,550","--","--","--"
"2009","Suicide","Hispanic","Oklahoma","--","319,289","--","--","--"
"2009","Suicide","Hispanic","Oregon","--","438,205","--","--","--"
"2009","Suicide","Hispanic","Pennsylvania","11**","693,817","1.59**","1.84**","271"
"2009","Suicide","Hispanic","Rhode Island","0**","127,861","0.00**","0.00**","--"
"2009","Suicide","Hispanic","South Carolina","--","225,836","--","--","--"
"2009","Suicide","Hispanic","South Dakota","--","21,709","--","--","--"
"2009","Suicide","Hispanic","Tennessee","--","278,598","--","--","--"
"2009","Suicide","Hispanic","Texas","224","9,239,906","2.42","2.83","5,695"
"2009","Suicide","Hispanic","Utah","14**","347,583","4.03**","3.70**","498"
"2009","Suicide","Hispanic","Vermont","0**","9,274","0.00**","0.00**","--"
"2009","Suicide","Hispanic","Virginia","--","607,430","--","--","--"
"2009","Suicide","Hispanic","Washington","21","729,810","2.88","3.61","579"
"2009","Suicide","Hispanic","West Virginia","0**","22,044","0.00**","0.00**","--"
"2009","Suicide","Hispanic","Wisconsin","--","325,679","--","--","--"
"2009","Suicide","Hispanic","Wyoming","--","48,769","--","--","--"
"2009","Suicide","Unknown","Arizona","--","--","--","--","--"
"2009","Suicide","Unknown","Arkansas","--","--","--","--","--"
"2009","Suicide","Unknown","Colorado","--","--","--","--","--"
"2009","Suicide","Unknown","Florida","--","--","--","--","--"
"2009","Suicide","Unknown","Illinois","--","--","--","--","--"
"2009","Suicide","Unknown","Indiana","--","--","--","--","--"
"2009","Suicide","Unknown","Kansas","--","--","--","--","--"
"2009","Suicide","Unknown","Louisiana","--","--","--","--","--"
"2009","Suicide","Unknown","Minnesota","--","--","--","--","--"
"2009","Suicide","Unknown","Montana","--","--","--","--","--"
"2009","Suicide","Unknown","New Hampshire","--","--","--","--","--"
"2009","Suicide","Unknown","New Mexico","--","--","--","--","--"
"2009","Suicide","Unknown","New York","--","--","--","--","--"
"2009","Suicide","Unknown","Oklahoma","--","--","--","--","--"
"2009","Suicide","Unknown","Oregon","--","--","--","--","--"
"2009","Suicide","Unknown","Pennsylvania","--","--","--","--","--"
"2009","Suicide","Unknown","South Carolina","--","--","--","--","--"
"2009","Suicide","Unknown","Texas","10**","--","0.00**","0.00**","174"
"2009","Suicide","Unknown","Virginia","--","--","--","--","--"
"2009","Undetermined","Non-Hispanic","Alabama","--","4,581,420","--","--","--"
"2009","Undetermined","Non-Hispanic","Alaska","--","660,663","--","--","--"
"2009","Undetermined","Non-Hispanic","Arizona","--","4,476,334","--","--","--"
"2009","Undetermined","Non-Hispanic","Arkansas","--","2,717,804","--","--","--"
"2009","Undetermined","Non-Hispanic","California","11**","23,201,362","0.05**","0.04**","212"
"2009","Undetermined","Non-Hispanic","Colorado","--","3,956,704","--","--","--"
"2009","Undetermined","Non-Hispanic","Connecticut","--","3,096,321","--","--","--"
"2009","Undetermined","Non-Hispanic","Florida","--","14,528,337","--","--","--"
"2009","Undetermined","Non-Hispanic","Georgia","10**","8,790,441","0.11**","0.11**","266"
"2009","Undetermined","Non-Hispanic","Hawaii","0**","1,227,612","0.00**","0.00**","--"
"2009","Undetermined","Non-Hispanic","Illinois","--","10,806,223","--","--","--"
"2009","Undetermined","Non-Hispanic","Indiana","--","6,081,468","--","--","--"
"2009","Undetermined","Non-Hispanic","Iowa","--","2,886,829","--","--","--"
"2009","Undetermined","Non-Hispanic","Kansas","--","2,543,151","--","--","--"
"2009","Undetermined","Non-Hispanic","Kentucky","--","4,190,350","--","--","--"
"2009","Undetermined","Non-Hispanic","Louisiana","--","4,308,192","--","--","--"
"2009","Undetermined","Non-Hispanic","Maryland","--","5,277,604","--","--","--"
"2009","Undetermined","Non-Hispanic","Massachusetts","--","5,908,202","--","--","--"
"2009","Undetermined","Non-Hispanic","Michigan","--","9,472,168","--","--","--"
"2009","Undetermined","Non-Hispanic","Minnesota","--","5,038,309","--","--","--"
"2009","Undetermined","Non-Hispanic","Mississippi","--","2,879,079","--","--","--"
"2009","Undetermined","Non-Hispanic","Missouri","--","5,755,168","--","--","--"
"2009","Undetermined","Non-Hispanic","Montana","--","955,772","--","--","--"
"2009","Undetermined","Non-Hispanic","Nebraska","--","1,651,812","--","--","--"
"2009","Undetermined","Non-Hispanic","Nevada","--","1,981,298","--","--","--"
"2009","Undetermined","Non-Hispanic","New Hampshire","--","1,279,772","--","--","--"
"2009","Undetermined","Non-Hispanic","New Mexico","--","1,099,238","--","--","--"
"2009","Undetermined","Non-Hispanic","New York","--","15,948,001","--","--","--"
"2009","Undetermined","Non-Hispanic","North Carolina","--","8,678,944","--","--","--"
"2009","Undetermined","Non-Hispanic","North Dakota","0**","651,692","0.00**","0.00**","--"
"2009","Undetermined","Non-Hispanic","Ohio","--","11,184,346","--","--","--"
"2009","Undetermined","Non-Hispanic","Oklahoma","--","3,398,283","--","--","--"
"2009","Undetermined","Non-Hispanic","Oregon","--","3,370,395","--","--","--"
"2009","Undetermined","Non-Hispanic","Pennsylvania","--","11,973,041","--","--","--"
"2009","Undetermined","Non-Hispanic","Rhode Island","--","925,785","--","--","--"
"2009","Undetermined","Non-Hispanic","South Carolina","--","4,364,036","--","--","--"
"2009","Undetermined","Non-Hispanic","Tennessee","15**","6,027,421","0.25**","0.23**","287"
"2009","Undetermined","Non-Hispanic","Texas","17**","15,561,855","0.11**","0.10**","432"
"2009","Undetermined","Non-Hispanic","Utah","--","2,375,838","--","--","--"
"2009","Undetermined","Non-Hispanic","Virginia","--","7,318,507","--","--","--"
"2009","Undetermined","Non-Hispanic","Washington","--","5,937,616","--","--","--"
"2009","Undetermined","Non-Hispanic","Wisconsin","--","5,343,585","--","--","--"
"2009","Undetermined","Hispanic","Arizona","--","1,866,820","--","--","--"
"2009","Undetermined","Hispanic","Arkansas","0**","179,039","0.00**","0.00**","--"
"2009","Undetermined","Hispanic","California","--","13,759,867","--","--","--"
"2009","Undetermined","Hispanic","Colorado","--","1,015,491","--","--","--"
"2009","Undetermined","Hispanic","Georgia","--","830,405","--","--","--"
"2009","Undetermined","Hispanic","Hawaii","0**","119,105","0.00**","0.00**","--"
"2009","Undetermined","Hispanic","Kansas","--","289,553","--","--","--"
"2009","Undetermined","Hispanic","Kentucky","0**","126,724","0.00**","0.00**","--"
"2009","Undetermined","Hispanic","Louisiana","0**","183,456","0.00**","0.00**","--"
"2009","Undetermined","Hispanic","Maine","0**","17,117","0.00**","0.00**","--"
"2009","Undetermined","Hispanic","Maryland","0**","452,784","0.00**","0.00**","--"
"2009","Undetermined","Hispanic","Massachusetts","--","609,411","--","--","--"
"2009","Undetermined","Hispanic","New Mexico","--","937,564","--","--","--"
"2009","Undetermined","Hispanic","Texas","--","9,239,906","--","--","--"
"2009","Undetermined","Hispanic","Washington","--","729,810","--","--","--"
"2009","Undetermined","Hispanic","West Virginia","0**","22,044","0.00**","0.00**","--"
"2009","Undetermined","Hispanic","Wisconsin","0**","325,679","0.00**","0.00**","--"
"2009","Undetermined","Hispanic","Wyoming","0**","48,769","0.00**","0.00**","--"
"2009","Undetermined","Unknown","Texas","--","--","--","--","--"
"2008","Unintentional","Non-Hispanic","Alabama","32","4,554,497","0.70","0.72","1,072"
"2008","Unintentional","Non-Hispanic","Alaska","--","649,969","--","--","--"
"2008","Unintentional","Non-Hispanic","Arizona","10**","4,449,496","0.23**","0.22**","283"
"2008","Unintentional","Non-Hispanic","Arkansas","17**","2,704,323","0.63**","0.64**","497"
"2008","Unintentional","Non-Hispanic","California","24","23,156,344","0.10","0.10","608"
"2008","Unintentional","Non-Hispanic","Colorado","--","3,904,831","--","--","--"
"2008","Unintentional","Non-Hispanic","Connecticut","--","3,098,803","--","--","--"
"2008","Unintentional","Non-Hispanic","Delaware","0**","817,149","0.00**","0.00**","--"
"2008","Unintentional","Non-Hispanic","District of Columbia","0**","529,790","0.00**","0.00**","--"
"2008","Unintentional","Non-Hispanic","Florida","20**","14,518,143","0.14**","0.15**","626"
"2008","Unintentional","Non-Hispanic","Georgia","31","8,709,842","0.36","0.35","661"
"2008","Unintentional","Non-Hispanic","Idaho","--","1,370,464","--","--","--"
"2008","Unintentional","Non-Hispanic","Illinois","16**","10,805,690","0.15**","0.15**","449"
"2008","Unintentional","Non-Hispanic","Indiana","19**","6,063,091","0.31**","0.29**","458"
"2008","Unintentional","Non-Hispanic","Iowa","--","2,878,915","--","--","--"
"2008","Unintentional","Non-Hispanic","Kansas","10**","2,531,332","0.40**","0.39**","243"
"2008","Unintentional","Non-Hispanic","Kentucky","17**","4,171,516","0.41**","0.40**","404"
"2008","Unintentional","Non-Hispanic","Louisiana","33","4,264,720","0.77","0.78","973"
"2008","Unintentional","Non-Hispanic","Maine","--","1,314,010","--","--","--"
"2008","Unintentional","Non-Hispanic","Maryland","--","5,254,590","--","--","--"
"2008","Unintentional","Non-Hispanic","Massachusetts","--","5,884,219","--","--","--"
"2008","Unintentional","Non-Hispanic","Michigan","11**","9,525,963","0.12**","0.11**","298"
"2008","Unintentional","Non-Hispanic","Minnesota","--","5,012,989","--","--","--"
"2008","Unintentional","Non-Hispanic","Mississippi","22","2,872,833","0.77","0.74","637"
"2008","Unintentional","Non-Hispanic","Missouri","26","5,726,899","0.45","0.48","806"
"2008","Unintentional","Non-Hispanic","Montana","--","949,042","--","--","--"
"2008","Unintentional","Non-Hispanic","Nebraska","--","1,643,675","--","--","--"
"2008","Unintentional","Non-Hispanic","Nevada","--","1,971,751","--","--","--"
"2008","Unintentional","Non-Hispanic","New Hampshire","--","1,280,704","--","--","--"
"2008","Unintentional","Non-Hispanic","New Jersey","--","7,246,565","--","--","--"
"2008","Unintentional","Non-Hispanic","New Mexico","--","1,094,097","--","--","--"
"2008","Unintentional","Non-Hispanic","New York","11**","15,927,444","0.07**","0.07**","311"
"2008","Unintentional","Non-Hispanic","North Carolina","12**","8,580,803","0.14**","0.14**","365"
"2008","Unintentional","Non-Hispanic","North Dakota","--","645,009","--","--","--"
"2008","Unintentional","Non-Hispanic","Ohio","11**","11,184,524","0.10**","0.10**","301"
"2008","Unintentional","Non-Hispanic","Oklahoma","12**","3,368,253","0.36**","0.36**","277"
"2008","Unintentional","Non-Hispanic","Oregon","--","3,346,895","--","--","--"
"2008","Unintentional","Non-Hispanic","Pennsylvania","32","11,954,696","0.27","0.26","725"
"2008","Unintentional","Non-Hispanic","Rhode Island","--","930,812","--","--","--"
"2008","Unintentional","Non-Hispanic","South Carolina","12**","4,316,972","0.28**","0.29**","389"
"2008","Unintentional","Non-Hispanic","South Dakota","--","778,347","--","--","--"
"2008","Unintentional","Non-Hispanic","Tennessee","17**","5,984,848","0.28**","0.27**","390"
"2008","Unintentional","Non-Hispanic","Texas","39","15,381,739","0.25","0.25","1,054"
"2008","Unintentional","Non-Hispanic","Utah","--","2,332,297","--","--","--"
"2008","Unintentional","Non-Hispanic","Vermont","--","615,228","--","--","--"
"2008","Unintentional","Non-Hispanic","Virginia","11**","7,257,827","0.15**","0.14**","291"
"2008","Unintentional","Non-Hispanic","Washington","--","5,871,854","--","--","--"
"2008","Unintentional","Non-Hispanic","West Virginia","26","1,819,095","1.43","1.45","693"
"2008","Unintentional","Non-Hispanic","Wisconsin","--","5,330,080","--","--","--"
"2008","Unintentional","Hispanic","Arizona","--","1,830,866","--","--","--"
"2008","Unintentional","Hispanic","California","13**","13,447,993","0.10**","0.08**","512"
"2008","Unintentional","Hispanic","Colorado","--","984,899","--","--","--"
"2008","Unintentional","Hispanic","Florida","--","4,009,162","--","--","--"
"2008","Unintentional","Hispanic","Illinois","--","1,941,348","--","--","--"
"2008","Unintentional","Hispanic","Indiana","--","361,715","--","--","--"
"2008","Unintentional","Hispanic","Kansas","--","276,744","--","--","--"
"2008","Unintentional","Hispanic","Montana","--","27,373","--","--","--"
"2008","Unintentional","Hispanic","Nevada","--","681,879","--","--","--"
"2008","Unintentional","Hispanic","New Hampshire","0**","35,202","0.00**","0.00**","--"
"2008","Unintentional","Hispanic","New Jersey","--","1,464,525","--","--","--"
"2008","Unintentional","Hispanic","New Mexico","--","916,565","--","--","--"
"2008","Unintentional","Hispanic","North Carolina","--","728,646","--","--","--"
"2008","Unintentional","Hispanic","Ohio","--","330,867","--","--","--"
"2008","Unintentional","Hispanic","South Carolina","--","212,024","--","--","--"
"2008","Unintentional","Hispanic","Texas","--","8,927,300","--","--","--"
"2008","Unintentional","Hispanic","Washington","--","690,377","--","--","--"
"2008","Unintentional","Unknown","Illinois","--","--","--","--","--"
"2008","Unintentional","Unknown","Indiana","--","--","--","--","--"
"2008","Homicide","Non-Hispanic","Alabama","334","4,554,497","7.33","7.60","10,755"
"2008","Homicide","Non-Hispanic","Alaska","15**","649,969","2.31**","2.34**","412"
"2008","Homicide","Non-Hispanic","Arizona","157","4,449,496","3.53","3.59","4,251"
"2008","Homicide","Non-Hispanic","Arkansas","139","2,704,323","5.14","5.53","4,131"
"2008","Homicide","Non-Hispanic","California","785","23,156,344","3.39","3.45","25,853"
"2008","Homicide","Non-Hispanic","Colorado","61","3,904,831","1.56","1.54","1,806"
"2008","Homicide","Non-Hispanic","Connecticut","64","3,098,803","2.07","2.31","2,339"
"2008","Homicide","Non-Hispanic","Delaware","49","817,149","6.00","6.34","1,688"
"2008","Homicide","Non-Hispanic","District of Columbia","120","529,790","22.65","19.14","4,388"
"2008","Homicide","Non-Hispanic","Florida","717","14,518,143","4.94","5.46","24,524"
"2008","Homicide","Non-Hispanic","Georgia","477","8,709,842","5.48","5.52","15,429"
"2008","Homicide","Non-Hispanic","Hawaii","--","1,216,882","--","--","--"
"2008","Homicide","Non-Hispanic","Idaho","11**","1,370,464","0.80**","0.82**","282"
"2008","Homicide","Non-Hispanic","Illinois","507","10,805,690","4.69","4.80","18,144"
"2008","Homicide","Non-Hispanic","Indiana","207","6,063,091","3.41","3.55","7,340"
"2008","Homicide","Non-Hispanic","Iowa","26","2,878,915","0.90","0.97","912"
"2008","Homicide","Non-Hispanic","Kansas","68","2,531,332","2.69","2.75","2,306"
"2008","Homicide","Non-Hispanic","Kentucky","151","4,171,516","3.62","3.74","4,489"
"2008","Homicide","Non-Hispanic","Louisiana","418","4,264,720","9.80","9.76","14,585"
"2008","Homicide","Non-Hispanic","Maine","12**","1,314,010","0.91**","0.98**","321"
"2008","Homicide","Non-Hispanic","Maryland","355","5,254,590","6.76","6.99","12,917"
"2008","Homicide","Non-Hispanic","Massachusetts","72","5,884,219","1.22","1.23","2,732"
"2008","Homicide","Non-Hispanic","Michigan","472","9,525,963","4.96","5.21","16,107"
"2008","Homicide","Non-Hispanic","Minnesota","66","5,012,989","1.32","1.33","2,263"
"2008","Homicide","Non-Hispanic","Mississippi","240","2,872,833","8.35","8.48","7,725"
"2008","Homicide","Non-Hispanic","Missouri","350","5,726,899","6.11","6.31","11,467"
