"Year","State","Race","Ethnicity","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2020","Wisconsin","American Indian / Alaska Native","Non-Hispanic","--","19,451","--","--","--"
"2020","Wisconsin","American Indian / Alaska Native","Hispanic","0**","11,791","0.00**","0.00**","--"
"2020","Wisconsin","Asian","Non-Hispanic","0**","77,056","0.00**","0.00**","--"
"2020","Wisconsin","Asian","Hispanic","0**","1,945","0.00**","0.00**","--"
"2020","Wisconsin","HI Native / Pacific Islander","Non-Hispanic","0**","979","0.00**","0.00**","--"
"2020","Wisconsin","HI Native / Pacific Islander","Hispanic","0**","561","0.00**","0.00**","--"
"2020","Wisconsin","More than One Race","Non-Hispanic","--","72,199","--","--","--"
"2020","Wisconsin","More than One Race","Hispanic","--","12,275","--","--","--"
"2020","Wyoming","White","Non-Hispanic","23","148,250","15.51","15.09","1,032"
"2020","Wyoming","White","Hispanic","--","23,362","--","--","--"
"2020","Wyoming","Black","Non-Hispanic","0**","2,165","0.00**","0.00**","--"
"2020","Wyoming","Black","Hispanic","0**","602","0.00**","0.00**","--"
"2020","Wyoming","American Indian / Alaska Native","Non-Hispanic","--","5,235","--","--","--"
"2020","Wyoming","American Indian / Alaska Native","Hispanic","--","2,537","--","--","--"
"2020","Wyoming","Asian","Non-Hispanic","0**","1,982","0.00**","0.00**","--"
"2020","Wyoming","Asian","Hispanic","0**","311","0.00**","0.00**","--"
"2020","Wyoming","HI Native / Pacific Islander","Non-Hispanic","0**","139","0.00**","0.00**","--"
"2020","Wyoming","HI Native / Pacific Islander","Hispanic","0**","87","0.00**","0.00**","--"
"2020","Wyoming","More than One Race","Non-Hispanic","0**","6,172","0.00**","0.00**","--"
"2020","Wyoming","More than One Race","Hispanic","0**","1,632","0.00**","0.00**","--"
"2019","Alabama","White","Non-Hispanic","82","934,616","8.77","10.28","3,752"
"2019","Alabama","White","Hispanic","--","95,655","--","--","--"
"2019","Alabama","White","Unknown","--","--","--","--","--"
"2019","Alabama","Black","Non-Hispanic","148","475,106","31.15","35.39","6,695"
"2019","Alabama","Black","Hispanic","--","7,680","--","--","--"
"2019","Alabama","American Indian / Alaska Native","Non-Hispanic","--","7,200","--","--","--"
"2019","Alabama","American Indian / Alaska Native","Hispanic","0**","3,482","0.00**","0.00**","--"
"2019","Alabama","Asian","Non-Hispanic","0**","24,952","0.00**","0.00**","--"
"2019","Alabama","Asian","Hispanic","0**","1,325","0.00**","0.00**","--"
"2019","Alabama","HI Native / Pacific Islander","Non-Hispanic","0**","955","0.00**","0.00**","--"
"2019","Alabama","HI Native / Pacific Islander","Hispanic","0**","1,220","0.00**","0.00**","--"
"2019","Alabama","More than One Race","Non-Hispanic","0**","48,375","0.00**","0.00**","--"
"2019","Alabama","More than One Race","Hispanic","0**","4,523","0.00**","0.00**","--"
"2019","Alaska","White","Non-Hispanic","16**","126,977","12.60**","12.28**","703"
"2019","Alaska","White","Hispanic","--","16,228","--","--","--"
"2019","Alaska","Black","Non-Hispanic","--","9,033","--","--","--"
"2019","Alaska","Black","Hispanic","--","1,563","--","--","--"
"2019","Alaska","American Indian / Alaska Native","Non-Hispanic","15**","46,384","32.34**","37.17**","677"
"2019","Alaska","American Indian / Alaska Native","Hispanic","0**","3,695","0.00**","0.00**","--"
"2019","Alaska","Asian","Non-Hispanic","--","15,298","--","--","--"
"2019","Alaska","Asian","Hispanic","0**","671","0.00**","0.00**","--"
"2019","Alaska","HI Native / Pacific Islander","Non-Hispanic","--","5,541","--","--","--"
"2019","Alaska","HI Native / Pacific Islander","Hispanic","0**","271","0.00**","0.00**","--"
"2019","Alaska","More than One Race","Non-Hispanic","--","30,969","--","--","--"
"2019","Alaska","More than One Race","Hispanic","0**","3,729","0.00**","0.00**","--"
"2019","Arizona","White","Non-Hispanic","71","962,615","7.38","9.82","3,149"
"2019","Arizona","White","Hispanic","88","928,707","9.48","11.23","3,920"
"2019","Arizona","Black","Non-Hispanic","22","123,839","17.77","18.80","991"
"2019","Arizona","Black","Hispanic","--","28,520","--","--","--"
"2019","Arizona","American Indian / Alaska Native","Non-Hispanic","--","114,638","--","--","--"
"2019","Arizona","American Indian / Alaska Native","Hispanic","--","55,301","--","--","--"
"2019","Arizona","Asian","Non-Hispanic","--","79,212","--","--","--"
"2019","Arizona","Asian","Hispanic","--","9,644","--","--","--"
"2019","Arizona","HI Native / Pacific Islander","Non-Hispanic","0**","4,564","0.00**","0.00**","--"
"2019","Arizona","HI Native / Pacific Islander","Hispanic","0**","3,115","0.00**","0.00**","--"
"2019","Arizona","More than One Race","Non-Hispanic","--","91,847","--","--","--"
"2019","Arizona","More than One Race","Hispanic","--","38,991","--","--","--"
"2019","Arkansas","White","Non-Hispanic","68","647,402","10.50","10.42","3,017"
"2019","Arkansas","White","Hispanic","--","106,522","--","--","--"
"2019","Arkansas","Black","Non-Hispanic","62","184,426","33.62","36.26","2,788"
"2019","Arkansas","Black","Hispanic","0**","4,564","0.00**","0.00**","--"
"2019","Arkansas","American Indian / Alaska Native","Non-Hispanic","--","7,670","--","--","--"
"2019","Arkansas","American Indian / Alaska Native","Hispanic","0**","4,041","0.00**","0.00**","--"
"2019","Arkansas","Asian","Non-Hispanic","--","18,033","--","--","--"
"2019","Arkansas","Asian","Hispanic","0**","1,155","0.00**","0.00**","--"
"2019","Arkansas","HI Native / Pacific Islander","Non-Hispanic","--","5,570","--","--","--"
"2019","Arkansas","HI Native / Pacific Islander","Hispanic","0**","629","0.00**","0.00**","--"
"2019","Arkansas","More than One Race","Non-Hispanic","--","35,965","--","--","--"
"2019","Arkansas","More than One Race","Hispanic","0**","4,278","0.00**","0.00**","--"
"2019","California","White","Non-Hispanic","99","3,423,602","2.89","3.01","4,393"
"2019","California","White","Hispanic","302","5,867,070","5.15","5.66","13,488"
"2019","California","Black","Non-Hispanic","128","691,772","18.50","19.42","5,670"
"2019","California","Black","Hispanic","--","160,576","--","--","--"
"2019","California","Black","Unknown","--","--","--","--","--"
"2019","California","American Indian / Alaska Native","Non-Hispanic","--","50,019","--","--","--"
"2019","California","American Indian / Alaska Native","Hispanic","--","202,919","--","--","--"
"2019","California","Asian","Non-Hispanic","23","1,654,279","1.39","1.73","1,012"
"2019","California","Asian","Hispanic","0**","114,195","0.00**","0.00**","--"
"2019","California","HI Native / Pacific Islander","Non-Hispanic","--","47,135","--","--","--"
"2019","California","HI Native / Pacific Islander","Hispanic","0**","25,036","0.00**","0.00**","--"
"2019","California","More than One Race","Non-Hispanic","24","626,979","3.83","5.00","1,083"
"2019","California","More than One Race","Hispanic","15**","271,311","5.53**","7.04**","700"
"2019","Colorado","White","Non-Hispanic","95","1,064,729","8.92","9.65","4,206"
"2019","Colorado","White","Hispanic","43","487,639","8.82","8.21","1,965"
"2019","Colorado","White","Unknown","--","--","--","--","--"
"2019","Colorado","Black","Non-Hispanic","25","82,297","30.38","36.05","1,118"
"2019","Colorado","Black","Hispanic","0**","17,374","0.00**","0.00**","--"
"2019","Colorado","American Indian / Alaska Native","Non-Hispanic","--","11,989","--","--","--"
"2019","Colorado","American Indian / Alaska Native","Hispanic","0**","27,546","0.00**","0.00**","--"
"2019","Colorado","Asian","Non-Hispanic","--","61,559","--","--","--"
"2019","Colorado","Asian","Hispanic","--","5,174","--","--","--"
"2019","Colorado","HI Native / Pacific Islander","Non-Hispanic","--","3,291","--","--","--"
"2019","Colorado","HI Native / Pacific Islander","Hispanic","0**","1,692","0.00**","0.00**","--"
"2019","Colorado","More than One Race","Non-Hispanic","--","79,489","--","--","--"
"2019","Colorado","More than One Race","Hispanic","--","27,522","--","--","--"
"2019","Connecticut","White","Non-Hispanic","--","620,142","--","--","--"
"2019","Connecticut","White","Hispanic","--","205,875","--","--","--"
"2019","Connecticut","Black","Non-Hispanic","12**","129,181","9.29**","7.08**","534"
"2019","Connecticut","Black","Hispanic","--","33,501","--","--","--"
"2019","Connecticut","American Indian / Alaska Native","Non-Hispanic","0**","2,964","0.00**","0.00**","--"
"2019","Connecticut","American Indian / Alaska Native","Hispanic","0**","6,606","0.00**","0.00**","--"
"2019","Connecticut","Asian","Non-Hispanic","0**","58,610","0.00**","0.00**","--"
"2019","Connecticut","Asian","Hispanic","0**","2,108","0.00**","0.00**","--"
"2019","Connecticut","HI Native / Pacific Islander","Non-Hispanic","0**","475","0.00**","0.00**","--"
"2019","Connecticut","HI Native / Pacific Islander","Hispanic","0**","962","0.00**","0.00**","--"
"2019","Connecticut","More than One Race","Non-Hispanic","0**","40,285","0.00**","0.00**","--"
"2019","Connecticut","More than One Race","Hispanic","0**","14,442","0.00**","0.00**","--"
"2019","Delaware","White","Non-Hispanic","--","147,041","--","--","--"
"2019","Delaware","White","Hispanic","0**","34,649","0.00**","0.00**","--"
"2019","Delaware","Black","Non-Hispanic","16**","77,556","20.63**","20.46**","718"
"2019","Delaware","Black","Hispanic","0**","6,242","0.00**","0.00**","--"
"2019","Delaware","Black","Unknown","--","--","--","--","--"
"2019","Delaware","American Indian / Alaska Native","Non-Hispanic","0**","735","0.00**","0.00**","--"
"2019","Delaware","American Indian / Alaska Native","Hispanic","0**","1,716","0.00**","0.00**","--"
"2019","Delaware","Asian","Non-Hispanic","0**","12,651","0.00**","0.00**","--"
"2019","Delaware","Asian","Hispanic","0**","412","0.00**","0.00**","--"
"2019","Delaware","HI Native / Pacific Islander","Non-Hispanic","0**","116","0.00**","0.00**","--"
"2019","Delaware","HI Native / Pacific Islander","Hispanic","0**","419","0.00**","0.00**","--"
"2019","Delaware","More than One Race","Non-Hispanic","0**","15,536","0.00**","0.00**","--"
"2019","Delaware","More than One Race","Hispanic","0**","2,483","0.00**","0.00**","--"
"2019","District of Columbia","White","Non-Hispanic","0**","65,298","0.00**","0.00**","--"
"2019","District of Columbia","White","Hispanic","--","21,463","--","--","--"
"2019","District of Columbia","Black","Non-Hispanic","67","103,159","64.95","67.02","2,947"
"2019","District of Columbia","Black","Hispanic","--","5,219","--","--","--"
"2019","District of Columbia","American Indian / Alaska Native","Non-Hispanic","0**","376","0.00**","0.00**","--"
"2019","District of Columbia","American Indian / Alaska Native","Hispanic","0**","1,242","0.00**","0.00**","--"
"2019","District of Columbia","Asian","Non-Hispanic","0**","7,910","0.00**","0.00**","--"
"2019","District of Columbia","Asian","Hispanic","0**","646","0.00**","0.00**","--"
"2019","District of Columbia","HI Native / Pacific Islander","Non-Hispanic","0**","99","0.00**","0.00**","--"
"2019","District of Columbia","HI Native / Pacific Islander","Hispanic","0**","427","0.00**","0.00**","--"
"2019","District of Columbia","More than One Race","Non-Hispanic","0**","8,091","0.00**","0.00**","--"
"2019","District of Columbia","More than One Race","Hispanic","0**","1,839","0.00**","0.00**","--"
"2019","Florida","White","Non-Hispanic","150","2,663,705","5.63","5.82","6,660"
"2019","Florida","White","Hispanic","85","1,694,180","5.02","6.16","3,765"
"2019","Florida","Black","Non-Hispanic","273","1,250,911","21.82","25.20","12,149"
"2019","Florida","Black","Hispanic","--","130,860","--","--","--"
"2019","Florida","American Indian / Alaska Native","Non-Hispanic","--","13,845","--","--","--"
"2019","Florida","American Indian / Alaska Native","Hispanic","0**","22,580","0.00**","0.00**","--"
"2019","Florida","Asian","Non-Hispanic","--","177,305","--","--","--"
"2019","Florida","Asian","Hispanic","0**","11,966","0.00**","0.00**","--"
"2019","Florida","HI Native / Pacific Islander","Non-Hispanic","--","4,197","--","--","--"
"2019","Florida","HI Native / Pacific Islander","Hispanic","0**","4,576","0.00**","0.00**","--"
"2019","Florida","More than One Race","Non-Hispanic","14**","213,314","6.56**","8.87**","637"
"2019","Florida","More than One Race","Hispanic","--","61,027","--","--","--"
"2019","Georgia","White","Non-Hispanic","110","1,622,957","6.78","7.88","4,946"
"2019","Georgia","White","Hispanic","26","408,954","6.36","6.75","1,195"
"2019","Georgia","Black","Non-Hispanic","273","1,251,902","21.81","25.05","12,132"
"2019","Georgia","Black","Hispanic","--","51,128","--","--","--"
"2019","Georgia","American Indian / Alaska Native","Non-Hispanic","--","7,259","--","--","--"
"2019","Georgia","American Indian / Alaska Native","Hispanic","0**","15,713","0.00**","0.00**","--"
"2019","Georgia","Asian","Non-Hispanic","--","153,520","--","--","--"
"2019","Georgia","Asian","Hispanic","0**","5,952","0.00**","0.00**","--"
"2019","Georgia","HI Native / Pacific Islander","Non-Hispanic","0**","3,211","0.00**","0.00**","--"
"2019","Georgia","HI Native / Pacific Islander","Hispanic","--","3,717","--","--","--"
"2019","Georgia","More than One Race","Non-Hispanic","--","127,435","--","--","--"
"2019","Georgia","More than One Race","Hispanic","0**","20,348","0.00**","0.00**","--"
"2019","Hawaii","White","Non-Hispanic","--","69,261","--","--","--"
"2019","Hawaii","White","Hispanic","0**","20,661","0.00**","0.00**","--"
"2019","Hawaii","Black","Non-Hispanic","0**","9,983","0.00**","0.00**","--"
"2019","Hawaii","Black","Hispanic","0**","1,473","0.00**","0.00**","--"
"2019","Hawaii","American Indian / Alaska Native","Non-Hispanic","0**","806","0.00**","0.00**","--"
"2019","Hawaii","American Indian / Alaska Native","Hispanic","0**","804","0.00**","0.00**","--"
"2019","Hawaii","Asian","Non-Hispanic","0**","101,999","0.00**","0.00**","--"
"2019","Hawaii","Asian","Hispanic","0**","7,764","0.00**","0.00**","--"
"2019","Hawaii","HI Native / Pacific Islander","Non-Hispanic","--","50,024","--","--","--"
"2019","Hawaii","HI Native / Pacific Islander","Hispanic","0**","6,590","0.00**","0.00**","--"
"2019","Hawaii","More than One Race","Non-Hispanic","--","126,699","--","--","--"
"2019","Hawaii","More than One Race","Hispanic","0**","41,676","0.00**","0.00**","--"
"2019","Idaho","White","Non-Hispanic","40","477,328","8.38","9.82","1,784"
"2019","Idaho","White","Hispanic","--","101,840","--","--","--"
"2019","Idaho","Black","Non-Hispanic","0**","6,057","0.00**","0.00**","--"
"2019","Idaho","Black","Hispanic","0**","1,566","0.00**","0.00**","--"
"2019","Idaho","American Indian / Alaska Native","Non-Hispanic","--","6,595","--","--","--"
"2019","Idaho","American Indian / Alaska Native","Hispanic","0**","6,663","0.00**","0.00**","--"
"2019","Idaho","Asian","Non-Hispanic","0**","8,604","0.00**","0.00**","--"
"2019","Idaho","Asian","Hispanic","0**","1,024","0.00**","0.00**","--"
"2019","Idaho","HI Native / Pacific Islander","Non-Hispanic","0**","1,255","0.00**","0.00**","--"
"2019","Idaho","HI Native / Pacific Islander","Hispanic","0**","381","0.00**","0.00**","--"
"2019","Idaho","More than One Race","Non-Hispanic","0**","20,908","0.00**","0.00**","--"
"2019","Idaho","More than One Race","Hispanic","0**","5,236","0.00**","0.00**","--"
"2019","Illinois","White","Non-Hispanic","63","2,140,538","2.94","3.02","2,843"
"2019","Illinois","White","Hispanic","62","889,546","6.97","7.09","2,814"
"2019","Illinois","Black","Non-Hispanic","286","645,362","44.32","46.41","12,874"
"2019","Illinois","Black","Hispanic","--","37,374","--","--","--"
"2019","Illinois","American Indian / Alaska Native","Non-Hispanic","0**","6,077","0.00**","0.00**","--"
"2019","Illinois","American Indian / Alaska Native","Hispanic","0**","22,980","0.00**","0.00**","--"
"2019","Illinois","Asian","Non-Hispanic","--","233,092","--","--","--"
"2019","Illinois","Asian","Hispanic","--","8,512","--","--","--"
"2019","Illinois","HI Native / Pacific Islander","Non-Hispanic","0**","1,227","0.00**","0.00**","--"
"2019","Illinois","HI Native / Pacific Islander","Hispanic","0**","1,826","0.00**","0.00**","--"
"2019","Illinois","More than One Race","Non-Hispanic","--","134,205","--","--","--"
"2019","Illinois","More than One Race","Hispanic","--","29,285","--","--","--"
"2019","Indiana","White","Non-Hispanic","99","1,645,563","6.02","6.64","4,411"
"2019","Indiana","White","Hispanic","18**","213,745","8.42**","11.37**","815"
"2019","Indiana","Black","Non-Hispanic","127","259,751","48.89","55.15","5,704"
"2019","Indiana","Black","Hispanic","0**","15,051","0.00**","0.00**","--"
"2019","Indiana","American Indian / Alaska Native","Non-Hispanic","0**","4,269","0.00**","0.00**","--"
"2019","Indiana","American Indian / Alaska Native","Hispanic","0**","6,214","0.00**","0.00**","--"
"2019","Indiana","Asian","Non-Hispanic","--","71,864","--","--","--"
"2019","Indiana","Asian","Hispanic","0**","2,035","0.00**","0.00**","--"
"2019","Indiana","HI Native / Pacific Islander","Non-Hispanic","0**","996","0.00**","0.00**","--"
"2019","Indiana","HI Native / Pacific Islander","Hispanic","0**","1,006","0.00**","0.00**","--"
"2019","Indiana","More than One Race","Non-Hispanic","--","88,346","--","--","--"
"2019","Indiana","More than One Race","Hispanic","0**","10,623","0.00**","0.00**","--"
"2019","Iowa","White","Non-Hispanic","47","838,012","5.61","5.16","2,076"
"2019","Iowa","White","Hispanic","--","92,051","--","--","--"
"2019","Iowa","Black","Non-Hispanic","10**","59,008","16.95**","19.89**","445"
"2019","Iowa","Black","Hispanic","0**","3,743","0.00**","0.00**","--"
"2019","Iowa","American Indian / Alaska Native","Non-Hispanic","0**","3,722","0.00**","0.00**","--"
"2019","Iowa","American Indian / Alaska Native","Hispanic","0**","4,730","0.00**","0.00**","--"
"2019","Iowa","Asian","Non-Hispanic","--","35,776","--","--","--"
"2019","Iowa","Asian","Hispanic","0**","1,067","0.00**","0.00**","--"
"2019","Iowa","HI Native / Pacific Islander","Non-Hispanic","0**","1,933","0.00**","0.00**","--"
"2019","Iowa","HI Native / Pacific Islander","Hispanic","0**","378","0.00**","0.00**","--"
"2019","Iowa","More than One Race","Non-Hispanic","0**","39,618","0.00**","0.00**","--"
"2019","Iowa","More than One Race","Hispanic","0**","4,917","0.00**","0.00**","--"
"2019","Kansas","White","Non-Hispanic","56","689,496","8.12","11.19","2,493"
"2019","Kansas","White","Hispanic","16**","160,635","9.96**","13.52**","740"
"2019","Kansas","White","Unknown","--","--","--","--","--"
"2019","Kansas","Black","Non-Hispanic","17**","66,042","25.74**","20.88**","778"
"2019","Kansas","Black","Hispanic","0**","7,086","0.00**","0.00**","--"
"2019","Kansas","Black","Unknown","--","--","--","--","--"
"2019","Kansas","American Indian / Alaska Native","Non-Hispanic","--","8,226","--","--","--"
"2019","Kansas","American Indian / Alaska Native","Hispanic","0**","6,419","0.00**","0.00**","--"
"2019","Kansas","Asian","Non-Hispanic","0**","33,964","0.00**","0.00**","--"
"2019","Kansas","Asian","Hispanic","0**","1,485","0.00**","0.00**","--"
"2019","Kansas","HI Native / Pacific Islander","Non-Hispanic","0**","1,262","0.00**","0.00**","--"
"2019","Kansas","HI Native / Pacific Islander","Hispanic","0**","451","0.00**","0.00**","--"
"2019","Kansas","More than One Race","Non-Hispanic","--","50,450","--","--","--"
"2019","Kansas","More than One Race","Hispanic","0**","8,793","0.00**","0.00**","--"
"2019","Kentucky","White","Non-Hispanic","66","1,160,173","5.69","5.44","2,997"
"2019","Kentucky","White","Hispanic","--","74,662","--","--","--"
"2019","Kentucky","Black","Non-Hispanic","59","143,010","41.26","46.21","2,653"
"2019","Kentucky","Black","Hispanic","0**","6,171","0.00**","0.00**","--"
"2019","Kentucky","American Indian / Alaska Native","Non-Hispanic","0**","2,242","0.00**","0.00**","--"
"2019","Kentucky","American Indian / Alaska Native","Hispanic","0**","2,287","0.00**","0.00**","--"
"2019","Kentucky","Asian","Non-Hispanic","--","27,056","--","--","--"
"2019","Kentucky","Asian","Hispanic","0**","1,122","0.00**","0.00**","--"
"2019","Kentucky","HI Native / Pacific Islander","Non-Hispanic","0**","1,402","0.00**","0.00**","--"
"2019","Kentucky","HI Native / Pacific Islander","Hispanic","0**","737","0.00**","0.00**","--"
"2019","Kentucky","More than One Race","Non-Hispanic","--","57,054","--","--","--"
"2019","Kentucky","More than One Race","Hispanic","0**","4,489","0.00**","0.00**","--"
"2019","Louisiana","White","Non-Hispanic","71","802,431","8.85","9.31","3,194"
"2019","Louisiana","White","Hispanic","--","81,977","--","--","--"
"2019","Louisiana","Black","Non-Hispanic","188","582,035","32.30","37.81","8,467"
"2019","Louisiana","Black","Hispanic","--","13,465","--","--","--"
"2019","Louisiana","American Indian / Alaska Native","Non-Hispanic","--","10,108","--","--","--"
"2019","Louisiana","American Indian / Alaska Native","Hispanic","0**","3,497","0.00**","0.00**","--"
"2019","Louisiana","Asian","Non-Hispanic","--","28,211","--","--","--"
"2019","Louisiana","Asian","Hispanic","0**","1,834","0.00**","0.00**","--"
"2019","Louisiana","HI Native / Pacific Islander","Non-Hispanic","0**","646","0.00**","0.00**","--"
"2019","Louisiana","HI Native / Pacific Islander","Hispanic","0**","523","0.00**","0.00**","--"
"2019","Louisiana","More than One Race","Non-Hispanic","0**","44,058","0.00**","0.00**","--"
"2019","Louisiana","More than One Race","Hispanic","0**","5,790","0.00**","0.00**","--"
"2019","Maine","White","Non-Hispanic","22","328,256","6.70","8.00","1,002"
"2019","Maine","White","Hispanic","0**","8,855","0.00**","0.00**","--"
"2019","Maine","Black","Non-Hispanic","--","11,185","--","--","--"
"2019","Maine","Black","Hispanic","0**","528","0.00**","0.00**","--"
"2019","Maine","American Indian / Alaska Native","Non-Hispanic","0**","2,900","0.00**","0.00**","--"
"2019","Maine","American Indian / Alaska Native","Hispanic","0**","389","0.00**","0.00**","--"
"2019","Maine","Asian","Non-Hispanic","0**","6,019","0.00**","0.00**","--"
"2019","Maine","Asian","Hispanic","0**","159","0.00**","0.00**","--"
"2019","Maine","HI Native / Pacific Islander","Non-Hispanic","0**","150","0.00**","0.00**","--"
"2019","Maine","HI Native / Pacific Islander","Hispanic","0**","38","0.00**","0.00**","--"
"2019","Maine","More than One Race","Non-Hispanic","--","12,705","--","--","--"
"2019","Maine","More than One Race","Hispanic","0**","1,039","0.00**","0.00**","--"
"2019","Maryland","White","Non-Hispanic","21","826,933","2.54","2.75","966"
"2019","Maryland","White","Hispanic","--","220,572","--","--","--"
"2019","Maryland","Black","Non-Hispanic","169","605,620","27.91","33.22","7,384"
"2019","Maryland","Black","Hispanic","--","34,307","--","--","--"
"2019","Maryland","Black","Unknown","--","--","--","--","--"
"2019","Maryland","American Indian / Alaska Native","Non-Hispanic","0**","4,207","0.00**","0.00**","--"
"2019","Maryland","American Indian / Alaska Native","Hispanic","0**","10,830","0.00**","0.00**","--"
"2019","Maryland","Asian","Non-Hispanic","--","123,093","--","--","--"
"2019","Maryland","Asian","Hispanic","0**","4,746","0.00**","0.00**","--"
"2019","Maryland","HI Native / Pacific Islander","Non-Hispanic","0**","844","0.00**","0.00**","--"
"2019","Maryland","HI Native / Pacific Islander","Hispanic","0**","2,324","0.00**","0.00**","--"
"2019","Maryland","More than One Race","Non-Hispanic","0**","94,866","0.00**","0.00**","--"
"2019","Maryland","More than One Race","Hispanic","0**","15,655","0.00**","0.00**","--"
"2019","Massachusetts","White","Non-Hispanic","19**","1,328,696","1.43**","1.65**","855"
"2019","Massachusetts","White","Hispanic","15**","280,149","5.35**","5.43**","668"
"2019","Massachusetts","Black","Non-Hispanic","17**","184,999","9.19**","8.43**","735"
"2019","Massachusetts","Black","Hispanic","--","58,341","--","--","--"
"2019","Massachusetts","Black","Unknown","--","--","--","--","--"
"2019","Massachusetts","American Indian / Alaska Native","Non-Hispanic","0**","4,009","0.00**","0.00**","--"
"2019","Massachusetts","American Indian / Alaska Native","Hispanic","0**","9,078","0.00**","0.00**","--"
"2019","Massachusetts","Asian","Non-Hispanic","--","169,682","--","--","--"
"2019","Massachusetts","Asian","Hispanic","0**","3,797","0.00**","0.00**","--"
"2019","Massachusetts","HI Native / Pacific Islander","Non-Hispanic","0**","1,033","0.00**","0.00**","--"
"2019","Massachusetts","HI Native / Pacific Islander","Hispanic","0**","1,814","0.00**","0.00**","--"
"2019","Massachusetts","More than One Race","Non-Hispanic","0**","78,892","0.00**","0.00**","--"
"2019","Massachusetts","More than One Race","Hispanic","0**","25,119","0.00**","0.00**","--"
"2019","Michigan","White","Non-Hispanic","79","2,167,636","3.65","4.31","3,581"
"2019","Michigan","White","Hispanic","18**","215,997","8.33**","8.80**","813"
"2019","Michigan","Black","Non-Hispanic","146","509,096","28.68","32.28","6,437"
"2019","Michigan","Black","Hispanic","--","19,336","--","--","--"
"2019","Michigan","American Indian / Alaska Native","Non-Hispanic","0**","19,180","0.00**","0.00**","--"
"2019","Michigan","American Indian / Alaska Native","Hispanic","0**","8,092","0.00**","0.00**","--"
"2019","Michigan","Asian","Non-Hispanic","--","121,456","--","--","--"
"2019","Michigan","Asian","Hispanic","0**","2,264","0.00**","0.00**","--"
"2019","Michigan","HI Native / Pacific Islander","Non-Hispanic","0**","976","0.00**","0.00**","--"
"2019","Michigan","HI Native / Pacific Islander","Hispanic","0**","799","0.00**","0.00**","--"
"2019","Michigan","More than One Race","Non-Hispanic","--","143,580","--","--","--"
"2019","Michigan","More than One Race","Hispanic","--","18,189","--","--","--"
"2019","Minnesota","White","Non-Hispanic","49","1,294,955","3.78","3.61","2,247"
"2019","Minnesota","White","Hispanic","--","130,675","--","--","--"
"2019","Minnesota","Black","Non-Hispanic","30","180,911","16.58","20.48","1,325"
"2019","Minnesota","Black","Hispanic","0**","7,190","0.00**","0.00**","--"
"2019","Minnesota","American Indian / Alaska Native","Non-Hispanic","--","25,644","--","--","--"
"2019","Minnesota","American Indian / Alaska Native","Hispanic","0**","11,196","0.00**","0.00**","--"
"2019","Minnesota","Asian","Non-Hispanic","--","120,431","--","--","--"
"2019","Minnesota","Asian","Hispanic","0**","2,323","0.00**","0.00**","--"
"2019","Minnesota","HI Native / Pacific Islander","Non-Hispanic","0**","1,343","0.00**","0.00**","--"
"2019","Minnesota","HI Native / Pacific Islander","Hispanic","0**","800","0.00**","0.00**","--"
"2019","Minnesota","More than One Race","Non-Hispanic","--","88,662","--","--","--"
"2019","Minnesota","More than One Race","Hispanic","0**","10,966","0.00**","0.00**","--"
"2019","Mississippi","White","Non-Hispanic","57","506,686","11.25","15.45","2,581"
"2019","Mississippi","White","Hispanic","--","36,099","--","--","--"
"2019","Mississippi","Black","Non-Hispanic","120","429,755","27.92","32.03","5,328"
"2019","Mississippi","Black","Hispanic","0**","5,967","0.00**","0.00**","--"
"2019","Mississippi","American Indian / Alaska Native","Non-Hispanic","0**","5,743","0.00**","0.00**","--"
"2019","Mississippi","American Indian / Alaska Native","Hispanic","0**","1,943","0.00**","0.00**","--"
"2019","Mississippi","Asian","Non-Hispanic","--","11,080","--","--","--"
"2019","Mississippi","Asian","Hispanic","0**","537","0.00**","0.00**","--"
"2019","Mississippi","HI Native / Pacific Islander","Non-Hispanic","0**","359","0.00**","0.00**","--"
"2019","Mississippi","HI Native / Pacific Islander","Hispanic","0**","314","0.00**","0.00**","--"
"2019","Mississippi","More than One Race","Non-Hispanic","0**","23,314","0.00**","0.00**","--"
"2019","Mississippi","More than One Race","Hispanic","0**","2,316","0.00**","0.00**","--"
"2019","Missouri","White","Non-Hispanic","120","1,468,113","8.17","9.39","5,302"
"2019","Missouri","White","Hispanic","11**","109,543","10.04**","8.82**","519"
"2019","Missouri","Black","Non-Hispanic","179","272,362","65.72","72.52","8,155"
"2019","Missouri","Black","Hispanic","--","8,487","--","--","--"
"2019","Missouri","American Indian / Alaska Native","Non-Hispanic","0**","7,938","0.00**","0.00**","--"
"2019","Missouri","American Indian / Alaska Native","Hispanic","0**","5,155","0.00**","0.00**","--"
"2019","Missouri","Asian","Non-Hispanic","--","47,589","--","--","--"
"2019","Missouri","Asian","Hispanic","0**","1,692","0.00**","0.00**","--"
"2019","Missouri","HI Native / Pacific Islander","Non-Hispanic","--","3,736","--","--","--"
"2019","Missouri","HI Native / Pacific Islander","Hispanic","0**","887","0.00**","0.00**","--"
"2019","Missouri","More than One Race","Non-Hispanic","--","84,529","--","--","--"
"2019","Missouri","More than One Race","Hispanic","0**","8,926","0.00**","0.00**","--"
"2019","Montana","White","Non-Hispanic","26","268,786","9.67","9.78","1,178"
