"Year","Intent","Age Group","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2014","Homicide","85+","34","6,133,246","0.55","--","0"
"2014","Homicide","Unknown","--","--","--","--","--"
"2014","Legal Intervention","10 to 14","--","20,673,760","--","--","--"
"2014","Legal Intervention","15 to 19","23","21,060,362","0.11","--","1,082"
"2014","Legal Intervention","20 to 24","56","22,891,992","0.25","--","2,406"
"2014","Legal Intervention","25 to 29","99","21,968,523","0.45","--","3,751"
"2014","Legal Intervention","30 to 34","61","21,507,288","0.28","--","1,998"
"2014","Legal Intervention","35 to 39","62","19,873,674","0.31","--","1,747"
"2014","Legal Intervention","40 to 44","44","20,529,624","0.21","--","1,031"
"2014","Legal Intervention","45 to 49","37","20,819,977","0.18","--","678"
"2014","Legal Intervention","50 to 54","39","22,509,488","0.17","--","508"
"2014","Legal Intervention","55 to 59","17**","21,458,320","0.08**","--","144"
"2014","Legal Intervention","60 to 64","13**","18,527,240","0.07**","--","51"
"2014","Legal Intervention","65 to 69","--","15,296,996","--","--","--"
"2014","Legal Intervention","70 to 74","--","11,058,442","--","--","--"
"2014","Legal Intervention","75 to 79","--","7,916,373","--","--","--"
"2014","Legal Intervention","80 to 84","--","5,755,948","--","--","--"
"2014","Suicide","10 to 14","174","20,673,760","0.84","--","9,020"
"2014","Suicide","15 to 19","758","21,060,362","3.60","--","36,102"
"2014","Suicide","20 to 24","1,522","22,891,992","6.65","--","65,162"
"2014","Suicide","25 to 29","1,449","21,968,523","6.60","--","55,202"
"2014","Suicide","30 to 34","1,385","21,507,288","6.44","--","45,771"
"2014","Suicide","35 to 39","1,341","19,873,674","6.75","--","37,638"
"2014","Suicide","40 to 44","1,498","20,529,624","7.30","--","34,293"
"2014","Suicide","45 to 49","1,788","20,819,977","8.59","--","31,981"
"2014","Suicide","50 to 54","2,172","22,509,488","9.65","--","28,109"
"2014","Suicide","55 to 59","2,150","21,458,320","10.02","--","17,261"
"2014","Suicide","60 to 64","1,772","18,527,240","9.56","--","5,544"
"2014","Suicide","65 to 69","1,422","15,296,996","9.30","--","0"
"2014","Suicide","70 to 74","1,294","11,058,442","11.70","--","0"
"2014","Suicide","75 to 79","943","7,916,373","11.91","--","0"
"2014","Suicide","80 to 84","837","5,755,948","14.54","--","0"
"2014","Suicide","85+","880","6,133,246","14.35","--","0"
"2014","Suicide","Unknown","--","--","--","--","--"
"2014","Undetermined","0 to 4","--","19,878,806","--","--","--"
"2014","Undetermined","5 to 9","--","20,526,270","--","--","--"
"2014","Undetermined","10 to 14","--","20,673,760","--","--","--"
"2014","Undetermined","15 to 19","25","21,060,362","0.12","--","1,179"
"2014","Undetermined","20 to 24","32","22,891,992","0.14","--","1,384"
"2014","Undetermined","25 to 29","23","21,968,523","0.11","--","868"
"2014","Undetermined","30 to 34","23","21,507,288","0.11","--","754"
"2014","Undetermined","35 to 39","18**","19,873,674","0.09**","--","513"
"2014","Undetermined","40 to 44","22","20,529,624","0.11","--","510"
"2014","Undetermined","45 to 49","23","20,819,977","0.11","--","415"
"2014","Undetermined","50 to 54","28","22,509,488","0.12","--","368"
"2014","Undetermined","55 to 59","18**","21,458,320","0.08**","--","153"
"2014","Undetermined","60 to 64","16**","18,527,240","0.09**","--","54"
"2014","Undetermined","65 to 69","14**","15,296,996","0.09**","--","0"
"2014","Undetermined","70 to 74","10**","11,058,442","0.09**","--","0"
"2014","Undetermined","75 to 79","--","7,916,373","--","--","--"
"2014","Undetermined","80 to 84","--","5,755,948","--","--","--"
"2014","Undetermined","85+","--","6,133,246","--","--","--"
"2014","Undetermined","Unknown","--","--","--","--","--"
"2013","Unintentional","0 to 4","30","19,855,184","0.15","--","1,864"
"2013","Unintentional","5 to 9","15**","20,575,591","0.07**","--","875"
"2013","Unintentional","10 to 14","24","20,656,987","0.12","--","1,273"
"2013","Unintentional","15 to 19","55","21,183,476","0.26","--","2,617"
"2013","Unintentional","20 to 24","52","22,826,845","0.23","--","2,233"
"2013","Unintentional","25 to 29","44","21,582,353","0.20","--","1,680"
"2013","Unintentional","30 to 34","38","21,272,053","0.18","--","1,249"
"2013","Unintentional","35 to 39","24","19,604,695","0.12","--","663"
"2013","Unintentional","40 to 44","24","20,841,473","0.12","--","552"
"2013","Unintentional","45 to 49","35","21,202,912","0.17","--","620"
"2013","Unintentional","50 to 54","45","22,546,353","0.20","--","591"
"2013","Unintentional","55 to 59","32","21,172,593","0.15","--","251"
"2013","Unintentional","60 to 64","27","18,107,095","0.15","--","92"
"2013","Unintentional","65 to 69","18**","14,591,975","0.12**","--","0"
"2013","Unintentional","70 to 74","17**","10,602,512","0.16**","--","0"
"2013","Unintentional","75 to 79","--","7,681,796","--","--","--"
"2013","Unintentional","80 to 84","14**","5,762,340","0.24**","--","0"
"2013","Unintentional","85+","--","5,993,714","--","--","--"
"2013","Homicide","0 to 4","51","19,855,184","0.26","--","3,231"
"2013","Homicide","5 to 9","48","20,575,591","0.23","--","2,771"
"2013","Homicide","10 to 14","94","20,656,987","0.46","--","4,931"
"2013","Homicide","15 to 19","1,217","21,183,476","5.75","--","57,510"
"2013","Homicide","20 to 24","2,487","22,826,845","10.90","--","107,006"
"2013","Homicide","25 to 29","1,823","21,582,353","8.45","--","69,457"
"2013","Homicide","30 to 34","1,549","21,272,053","7.28","--","51,183"
"2013","Homicide","35 to 39","1,062","19,604,695","5.42","--","29,931"
"2013","Homicide","40 to 44","781","20,841,473","3.75","--","17,986"
"2013","Homicide","45 to 49","649","21,202,912","3.06","--","11,686"
"2013","Homicide","50 to 54","509","22,546,353","2.26","--","6,728"
"2013","Homicide","55 to 59","350","21,172,593","1.65","--","2,774"
"2013","Homicide","60 to 64","223","18,107,095","1.23","--","647"
"2013","Homicide","65 to 69","135","14,591,975","0.93","--","0"
"2013","Homicide","70 to 74","88","10,602,512","0.83","--","0"
"2013","Homicide","75 to 79","54","7,681,796","0.70","--","0"
"2013","Homicide","80 to 84","49","5,762,340","0.85","--","0"
"2013","Homicide","85+","31","5,993,714","0.52","--","0"
"2013","Homicide","Unknown","--","--","--","--","--"
"2013","Legal Intervention","10 to 14","--","20,656,987","--","--","--"
"2013","Legal Intervention","15 to 19","19**","21,183,476","0.09**","--","900"
"2013","Legal Intervention","20 to 24","77","22,826,845","0.34","--","3,308"
"2013","Legal Intervention","25 to 29","63","21,582,353","0.29","--","2,405"
"2013","Legal Intervention","30 to 34","75","21,272,053","0.35","--","2,480"
"2013","Legal Intervention","35 to 39","59","19,604,695","0.30","--","1,658"
"2013","Legal Intervention","40 to 44","54","20,841,473","0.26","--","1,239"
"2013","Legal Intervention","45 to 49","41","21,202,912","0.19","--","735"
"2013","Legal Intervention","50 to 54","29","22,546,353","0.13","--","389"
"2013","Legal Intervention","55 to 59","22","21,172,593","0.10","--","173"
"2013","Legal Intervention","60 to 64","13**","18,107,095","0.07**","--","43"
"2013","Legal Intervention","65 to 69","--","14,591,975","--","--","--"
"2013","Legal Intervention","70 to 74","--","10,602,512","--","--","--"
"2013","Legal Intervention","75 to 79","--","7,681,796","--","--","--"
"2013","Legal Intervention","80 to 84","--","5,762,340","--","--","--"
"2013","Legal Intervention","85+","--","5,993,714","--","--","--"
"2013","Suicide","5 to 9","--","20,575,591","--","--","--"
"2013","Suicide","10 to 14","137","20,656,987","0.66","--","7,068"
"2013","Suicide","15 to 19","739","21,183,476","3.49","--","35,180"
"2013","Suicide","20 to 24","1,471","22,826,845","6.44","--","63,057"
"2013","Suicide","25 to 29","1,493","21,582,353","6.92","--","56,672"
"2013","Suicide","30 to 34","1,404","21,272,053","6.60","--","46,379"
"2013","Suicide","35 to 39","1,357","19,604,695","6.92","--","37,907"
"2013","Suicide","40 to 44","1,591","20,841,473","7.63","--","36,440"
"2013","Suicide","45 to 49","1,808","21,202,912","8.53","--","32,239"
"2013","Suicide","50 to 54","2,249","22,546,353","9.98","--","29,135"
"2013","Suicide","55 to 59","2,112","21,172,593","9.98","--","17,011"
"2013","Suicide","60 to 64","1,697","18,107,095","9.37","--","5,313"
"2013","Suicide","65 to 69","1,379","14,591,975","9.45","--","0"
"2013","Suicide","70 to 74","1,177","10,602,512","11.10","--","0"
"2013","Suicide","75 to 79","921","7,681,796","11.99","--","0"
"2013","Suicide","80 to 84","838","5,762,340","14.54","--","0"
"2013","Suicide","85+","798","5,993,714","13.31","--","0"
"2013","Suicide","Unknown","--","--","--","--","--"
"2013","Undetermined","0 to 4","--","19,855,184","--","--","--"
"2013","Undetermined","5 to 9","--","20,575,591","--","--","--"
"2013","Undetermined","10 to 14","--","20,656,987","--","--","--"
"2013","Undetermined","15 to 19","26","21,183,476","0.12","--","1,239"
"2013","Undetermined","20 to 24","38","22,826,845","0.17","--","1,642"
"2013","Undetermined","25 to 29","42","21,582,353","0.20","--","1,587"
"2013","Undetermined","30 to 34","24","21,272,053","0.11","--","798"
"2013","Undetermined","35 to 39","16**","19,604,695","0.08**","--","457"
"2013","Undetermined","40 to 44","27","20,841,473","0.13","--","624"
"2013","Undetermined","45 to 49","10**","21,202,912","0.05**","--","176"
"2013","Undetermined","50 to 54","19**","22,546,353","0.08**","--","253"
"2013","Undetermined","55 to 59","24","21,172,593","0.11","--","196"
"2013","Undetermined","60 to 64","18**","18,107,095","0.10**","--","59"
"2013","Undetermined","65 to 69","--","14,591,975","--","--","--"
"2013","Undetermined","70 to 74","--","10,602,512","--","--","--"
"2013","Undetermined","75 to 79","--","7,681,796","--","--","--"
"2013","Undetermined","80 to 84","--","5,762,340","--","--","--"
"2013","Undetermined","85+","--","5,993,714","--","--","--"
"2012","Unintentional","0 to 4","29","19,980,936","0.15","--","1,825"
"2012","Unintentional","5 to 9","--","20,472,679","--","--","--"
"2012","Unintentional","10 to 14","22","20,673,843","0.11","--","1,155"
"2012","Unintentional","15 to 19","52","21,374,020","0.24","--","2,468"
"2012","Unintentional","20 to 24","67","22,596,399","0.30","--","2,897"
"2012","Unintentional","25 to 29","43","21,393,279","0.20","--","1,635"
"2012","Unintentional","30 to 34","47","20,910,755","0.23","--","1,570"
"2012","Unintentional","35 to 39","39","19,490,281","0.20","--","1,098"
"2012","Unintentional","40 to 44","25","21,021,429","0.12","--","572"
"2012","Unintentional","45 to 49","33","21,684,310","0.15","--","588"
"2012","Unintentional","50 to 54","46","22,571,655","0.20","--","605"
"2012","Unintentional","55 to 59","39","20,766,241","0.19","--","324"
"2012","Unintentional","60 to 64","30","17,809,624","0.17","--","78"
"2012","Unintentional","65 to 69","30","13,980,118","0.22","--","0"
"2012","Unintentional","70 to 74","13**","10,013,145","0.13**","--","0"
"2012","Unintentional","75 to 79","--","7,494,526","--","--","--"
"2012","Unintentional","80 to 84","13**","5,779,258","0.23**","--","0"
"2012","Unintentional","85+","--","5,865,164","--","--","--"
"2012","Homicide","0 to 4","50","19,980,936","0.25","--","3,138"
"2012","Homicide","5 to 9","67","20,472,679","0.33","--","3,914"
"2012","Homicide","10 to 14","124","20,673,843","0.60","--","6,483"
"2012","Homicide","15 to 19","1,423","21,374,020","6.66","--","67,246"
"2012","Homicide","20 to 24","2,508","22,596,399","11.10","--","107,938"
"2012","Homicide","25 to 29","1,944","21,393,279","9.09","--","74,008"
"2012","Homicide","30 to 34","1,483","20,910,755","7.09","--","49,091"
"2012","Homicide","35 to 39","1,055","19,490,281","5.41","--","29,684"
"2012","Homicide","40 to 44","832","21,021,429","3.96","--","19,281"
"2012","Homicide","45 to 49","645","21,684,310","2.98","--","11,618"
"2012","Homicide","50 to 54","536","22,571,655","2.38","--","7,077"
"2012","Homicide","55 to 59","354","20,766,241","1.71","--","2,884"
"2012","Homicide","60 to 64","235","17,809,624","1.32","--","746"
"2012","Homicide","65 to 69","151","13,980,118","1.08","--","0"
"2012","Homicide","70 to 74","79","10,013,145","0.79","--","0"
"2012","Homicide","75 to 79","63","7,494,526","0.84","--","0"
"2012","Homicide","80 to 84","44","5,779,258","0.76","--","0"
"2012","Homicide","85+","29","5,865,164","0.49","--","0"
"2012","Legal Intervention","10 to 14","--","20,673,843","--","--","--"
"2012","Legal Intervention","15 to 19","35","21,374,020","0.16","--","1,651"
"2012","Legal Intervention","20 to 24","81","22,596,399","0.36","--","3,481"
"2012","Legal Intervention","25 to 29","77","21,393,279","0.36","--","2,929"
"2012","Legal Intervention","30 to 34","58","20,910,755","0.28","--","1,917"
"2012","Legal Intervention","35 to 39","52","19,490,281","0.27","--","1,458"
"2012","Legal Intervention","40 to 44","47","21,021,429","0.22","--","1,104"
"2012","Legal Intervention","45 to 49","35","21,684,310","0.16","--","631"
"2012","Legal Intervention","50 to 54","40","22,571,655","0.18","--","524"
"2012","Legal Intervention","55 to 59","23","20,766,241","0.11","--","186"
"2012","Legal Intervention","60 to 64","13**","17,809,624","0.07**","--","37"
"2012","Legal Intervention","65 to 69","--","13,980,118","--","--","--"
"2012","Legal Intervention","70 to 74","--","10,013,145","--","--","--"
"2012","Legal Intervention","80 to 84","--","5,779,258","--","--","--"
"2012","Legal Intervention","85+","--","5,865,164","--","--","--"
"2012","Suicide","5 to 9","--","20,472,679","--","--","--"
"2012","Suicide","10 to 14","104","20,673,843","0.50","--","5,366"
"2012","Suicide","15 to 19","756","21,374,020","3.54","--","35,946"
"2012","Suicide","20 to 24","1,462","22,596,399","6.47","--","62,761"
"2012","Suicide","25 to 29","1,443","21,393,279","6.75","--","54,939"
"2012","Suicide","30 to 34","1,317","20,910,755","6.30","--","43,511"
"2012","Suicide","35 to 39","1,347","19,490,281","6.91","--","37,640"
"2012","Suicide","40 to 44","1,577","21,021,429","7.50","--","36,178"
"2012","Suicide","45 to 49","1,843","21,684,310","8.50","--","32,945"
"2012","Suicide","50 to 54","2,270","22,571,655","10.06","--","29,419"
"2012","Suicide","55 to 59","2,107","20,766,241","10.15","--","17,004"
"2012","Suicide","60 to 64","1,640","17,809,624","9.21","--","5,121"
"2012","Suicide","65 to 69","1,286","13,980,118","9.20","--","0"
"2012","Suicide","70 to 74","1,007","10,013,145","10.06","--","0"
"2012","Suicide","75 to 79","929","7,494,526","12.40","--","0"
"2012","Suicide","80 to 84","809","5,779,258","14.00","--","0"
"2012","Suicide","85+","765","5,865,164","13.04","--","0"
"2012","Suicide","Unknown","--","--","--","--","--"
"2012","Undetermined","0 to 4","--","19,980,936","--","--","--"
"2012","Undetermined","10 to 14","--","20,673,843","--","--","--"
"2012","Undetermined","15 to 19","17**","21,374,020","0.08**","--","806"
"2012","Undetermined","20 to 24","50","22,596,399","0.22","--","2,142"
"2012","Undetermined","25 to 29","28","21,393,279","0.13","--","1,065"
"2012","Undetermined","30 to 34","24","20,910,755","0.12","--","802"
"2012","Undetermined","35 to 39","17**","19,490,281","0.09**","--","480"
"2012","Undetermined","40 to 44","15**","21,021,429","0.07**","--","349"
"2012","Undetermined","45 to 49","20**","21,684,310","0.09**","--","357"
"2012","Undetermined","50 to 54","14**","22,571,655","0.06**","--","174"
"2012","Undetermined","55 to 59","19**","20,766,241","0.09**","--","147"
"2012","Undetermined","60 to 64","16**","17,809,624","0.09**","--","49"
"2012","Undetermined","65 to 69","13**","13,980,118","0.09**","--","0"
"2012","Undetermined","70 to 74","--","10,013,145","--","--","--"
"2012","Undetermined","75 to 79","--","7,494,526","--","--","--"
"2012","Undetermined","80 to 84","--","5,779,258","--","--","--"
"2012","Undetermined","85+","--","5,865,164","--","--","--"
"2011","Unintentional","0 to 4","29","20,126,211","0.14","--","1,808"
"2011","Unintentional","5 to 9","16**","20,335,489","0.08**","--","935"
"2011","Unintentional","10 to 14","29","20,715,026","0.14","--","1,514"
"2011","Unintentional","15 to 19","66","21,661,743","0.31","--","3,139"
"2011","Unintentional","20 to 24","64","22,164,869","0.29","--","2,765"
"2011","Unintentional","25 to 29","53","21,285,214","0.25","--","2,032"
"2011","Unintentional","30 to 34","33","20,515,735","0.16","--","1,080"
"2011","Unintentional","35 to 39","37","19,598,422","0.19","--","1,046"
"2011","Unintentional","40 to 44","29","21,035,359","0.14","--","676"
"2011","Unintentional","45 to 49","46","22,162,012","0.21","--","815"
"2011","Unintentional","50 to 54","41","22,563,877","0.18","--","536"
"2011","Unintentional","55 to 59","35","20,256,562","0.17","--","288"
"2011","Unintentional","60 to 64","29","17,812,071","0.16","--","75"
"2011","Unintentional","65 to 69","24","12,878,612","0.19","--","0"
"2011","Unintentional","70 to 74","22","9,607,963","0.23","--","0"
"2011","Unintentional","75 to 79","17**","7,389,077","0.23**","--","0"
"2011","Unintentional","80 to 84","13**","5,777,780","0.23**","--","0"
"2011","Unintentional","85+","--","5,697,459","--","--","--"
"2011","Homicide","0 to 4","55","20,126,211","0.27","--","3,460"
"2011","Homicide","5 to 9","55","20,335,489","0.27","--","3,203"
"2011","Homicide","10 to 14","107","20,715,026","0.52","--","5,590"
"2011","Homicide","15 to 19","1,434","21,661,743","6.62","--","67,731"
"2011","Homicide","20 to 24","2,391","22,164,869","10.79","--","102,947"
"2011","Homicide","25 to 29","1,879","21,285,214","8.83","--","71,640"
"2011","Homicide","30 to 34","1,392","20,515,735","6.79","--","46,171"
"2011","Homicide","35 to 39","968","19,598,422","4.94","--","27,184"
"2011","Homicide","40 to 44","750","21,035,359","3.57","--","17,381"
"2011","Homicide","45 to 49","630","22,162,012","2.84","--","11,389"
"2011","Homicide","50 to 54","517","22,563,877","2.29","--","6,762"
"2011","Homicide","55 to 59","340","20,256,562","1.68","--","2,825"
"2011","Homicide","60 to 64","206","17,812,071","1.16","--","651"
"2011","Homicide","65 to 69","121","12,878,612","0.94","--","0"
"2011","Homicide","70 to 74","89","9,607,963","0.93","--","0"
"2011","Homicide","75 to 79","55","7,389,077","0.74","--","0"
"2011","Homicide","80 to 84","44","5,777,780","0.76","--","0"
"2011","Homicide","85+","35","5,697,459","0.61","--","0"
"2011","Legal Intervention","10 to 14","--","20,715,026","--","--","--"
"2011","Legal Intervention","15 to 19","28","21,661,743","0.13","--","1,312"
"2011","Legal Intervention","20 to 24","72","22,164,869","0.33","--","3,103"
"2011","Legal Intervention","25 to 29","66","21,285,214","0.31","--","2,515"
"2011","Legal Intervention","30 to 34","64","20,515,735","0.31","--","2,140"
"2011","Legal Intervention","35 to 39","41","19,598,422","0.21","--","1,148"
"2011","Legal Intervention","40 to 44","43","21,035,359","0.20","--","986"
"2011","Legal Intervention","45 to 49","49","22,162,012","0.22","--","881"
"2011","Legal Intervention","50 to 54","36","22,563,877","0.16","--","476"
"2011","Legal Intervention","55 to 59","21","20,256,562","0.10","--","175"
"2011","Legal Intervention","60 to 64","15**","17,812,071","0.08**","--","57"
"2011","Legal Intervention","65 to 69","12**","12,878,612","0.09**","--","0"
"2011","Legal Intervention","70 to 74","--","9,607,963","--","--","--"
"2011","Legal Intervention","75 to 79","--","7,389,077","--","--","--"
"2011","Legal Intervention","80 to 84","--","5,777,780","--","--","--"
"2011","Suicide","5 to 9","--","20,335,489","--","--","--"
"2011","Suicide","10 to 14","91","20,715,026","0.44","--","4,716"
"2011","Suicide","15 to 19","758","21,661,743","3.50","--","36,057"
"2011","Suicide","20 to 24","1,410","22,164,869","6.36","--","60,559"
"2011","Suicide","25 to 29","1,450","21,285,214","6.81","--","55,174"
"2011","Suicide","30 to 34","1,290","20,515,735","6.29","--","42,583"
"2011","Suicide","35 to 39","1,316","19,598,422","6.72","--","36,631"
"2011","Suicide","40 to 44","1,521","21,035,359","7.23","--","35,079"
"2011","Suicide","45 to 49","1,919","22,162,012","8.66","--","34,342"
"2011","Suicide","50 to 54","2,181","22,563,877","9.67","--","28,272"
"2011","Suicide","55 to 59","1,957","20,256,562","9.66","--","15,790"
"2011","Suicide","60 to 64","1,565","17,812,071","8.79","--","4,723"
"2011","Suicide","65 to 69","1,185","12,878,612","9.20","--","0"
"2011","Suicide","70 to 74","974","9,607,963","10.14","--","0"
"2011","Suicide","75 to 79","846","7,389,077","11.45","--","0"
"2011","Suicide","80 to 84","817","5,777,780","14.14","--","0"
"2011","Suicide","85+","704","5,697,459","12.36","--","0"
"2011","Suicide","Unknown","--","--","--","--","--"
"2011","Undetermined","0 to 4","--","20,126,211","--","--","--"
"2011","Undetermined","5 to 9","--","20,335,489","--","--","--"
"2011","Undetermined","10 to 14","10**","20,715,026","0.05**","--","524"
"2011","Undetermined","15 to 19","20**","21,661,743","0.09**","--","950"
"2011","Undetermined","20 to 24","42","22,164,869","0.19","--","1,813"
"2011","Undetermined","25 to 29","30","21,285,214","0.14","--","1,147"
"2011","Undetermined","30 to 34","14**","20,515,735","0.07**","--","451"
"2011","Undetermined","35 to 39","21","19,598,422","0.11","--","588"
"2011","Undetermined","40 to 44","18**","21,035,359","0.09**","--","419"
"2011","Undetermined","45 to 49","12**","22,162,012","0.05**","--","213"
"2011","Undetermined","50 to 54","17**","22,563,877","0.08**","--","227"
"2011","Undetermined","55 to 59","26","20,256,562","0.13","--","213"
"2011","Undetermined","60 to 64","--","17,812,071","--","--","--"
"2011","Undetermined","65 to 69","11**","12,878,612","0.09**","--","0"
"2011","Undetermined","70 to 74","--","9,607,963","--","--","--"
"2011","Undetermined","75 to 79","--","7,389,077","--","--","--"
"2011","Undetermined","80 to 84","--","5,777,780","--","--","--"
"2011","Undetermined","85+","--","5,697,459","--","--","--"
"2010","Unintentional","0 to 4","25","20,201,426","0.12","--","1,551"
"2010","Unintentional","5 to 9","11**","20,348,744","0.05**","--","641"
"2010","Unintentional","10 to 14","26","20,677,377","0.13","--","1,357"
"2010","Unintentional","15 to 19","72","22,041,547","0.33","--","3,433"
"2010","Unintentional","20 to 24","73","21,587,573","0.34","--","3,150"
"2010","Unintentional","25 to 29","58","21,103,107","0.28","--","2,204"
"2010","Unintentional","30 to 34","49","19,963,024","0.25","--","1,622"
"2010","Unintentional","35 to 39","47","20,180,492","0.23","--","1,310"
"2010","Unintentional","40 to 44","44","20,891,834","0.21","--","1,012"
"2010","Unintentional","45 to 49","50","22,709,463","0.22","--","899"
"2010","Unintentional","50 to 54","39","22,298,808","0.18","--","506"
"2010","Unintentional","55 to 59","28","19,665,224","0.14","--","213"
"2010","Unintentional","60 to 64","22","16,818,267","0.13","--","75"
"2010","Unintentional","65 to 69","26","12,435,567","0.21","--","0"
"2010","Unintentional","70 to 74","12**","9,278,478","0.13**","--","0"
"2010","Unintentional","75 to 79","10**","7,318,246","0.14**","--","0"
"2010","Unintentional","80 to 84","--","5,743,925","--","--","--"
"2010","Unintentional","85+","--","5,495,003","--","--","--"
"2010","Homicide","0 to 4","54","20,201,426","0.27","--","3,408"
"2010","Homicide","5 to 9","58","20,348,744","0.29","--","3,364"
"2010","Homicide","10 to 14","107","20,677,377","0.52","--","5,565"
"2010","Homicide","15 to 19","1,554","22,041,547","7.05","--","73,550"
"2010","Homicide","20 to 24","2,335","21,587,573","10.82","--","100,678"
"2010","Homicide","25 to 29","1,909","21,103,107","9.05","--","72,588"
"2010","Homicide","30 to 34","1,422","19,963,024","7.12","--","47,288"
"2010","Homicide","35 to 39","937","20,180,492","4.64","--","26,233"
"2010","Homicide","40 to 44","736","20,891,834","3.52","--","16,988"
"2010","Homicide","45 to 49","621","22,709,463","2.74","--","11,177"
"2010","Homicide","50 to 54","476","22,298,808","2.14","--","6,317"
"2010","Homicide","55 to 59","330","19,665,224","1.68","--","2,678"
"2010","Homicide","60 to 64","203","16,818,267","1.21","--","640"
"2010","Homicide","65 to 69","110","12,435,567","0.89","--","0"
"2010","Homicide","70 to 74","97","9,278,478","1.05","--","0"
"2010","Homicide","75 to 79","49","7,318,246","0.67","--","0"
"2010","Homicide","80 to 84","41","5,743,925","0.71","--","0"
"2010","Homicide","85+","34","5,495,003","0.62","--","0"
"2010","Homicide","Unknown","--","--","--","--","--"
"2010","Legal Intervention","10 to 14","--","20,677,377","--","--","--"
"2010","Legal Intervention","15 to 19","16**","22,041,547","0.07**","--","749"
"2010","Legal Intervention","20 to 24","52","21,587,573","0.24","--","2,238"
"2010","Legal Intervention","25 to 29","46","21,103,107","0.22","--","1,754"
"2010","Legal Intervention","30 to 34","40","19,963,024","0.20","--","1,316"
"2010","Legal Intervention","35 to 39","47","20,180,492","0.23","--","1,305"
"2010","Legal Intervention","40 to 44","39","20,891,834","0.19","--","912"
"2010","Legal Intervention","45 to 49","37","22,709,463","0.16","--","668"
"2010","Legal Intervention","50 to 54","21","22,298,808","0.09","--","273"
"2010","Legal Intervention","55 to 59","21","19,665,224","0.11","--","166"
"2010","Legal Intervention","60 to 64","15**","16,818,267","0.09**","--","54"
"2010","Legal Intervention","65 to 69","--","12,435,567","--","--","--"
"2010","Legal Intervention","70 to 74","--","9,278,478","--","--","--"
"2010","Legal Intervention","75 to 79","--","7,318,246","--","--","--"
"2010","Suicide","5 to 9","--","20,348,744","--","--","--"
"2010","Suicide","10 to 14","80","20,677,377","0.39","--","4,137"
"2010","Suicide","15 to 19","668","22,041,547","3.03","--","31,748"
"2010","Suicide","20 to 24","1,378","21,587,573","6.38","--","59,003"
"2010","Suicide","25 to 29","1,389","21,103,107","6.58","--","52,825"
"2010","Suicide","30 to 34","1,205","19,963,024","6.04","--","39,814"
"2010","Suicide","35 to 39","1,364","20,180,492","6.76","--","38,080"
"2010","Suicide","40 to 44","1,550","20,891,834","7.42","--","35,619"
"2010","Suicide","45 to 49","1,959","22,709,463","8.63","--","35,245"
"2010","Suicide","50 to 54","2,133","22,298,808","9.57","--","27,728"
"2010","Suicide","55 to 59","1,897","19,665,224","9.65","--","15,333"
"2010","Suicide","60 to 64","1,490","16,818,267","8.86","--","4,644"
"2010","Suicide","65 to 69","1,121","12,435,567","9.01","--","0"
"2010","Suicide","70 to 74","932","9,278,478","10.05","--","0"
"2010","Suicide","75 to 79","838","7,318,246","11.45","--","0"
"2010","Suicide","80 to 84","706","5,743,925","12.29","--","0"
"2010","Suicide","85+","679","5,495,003","12.36","--","0"
"2010","Suicide","Unknown","--","--","--","--","--"
"2010","Undetermined","0 to 4","--","20,201,426","--","--","--"
"2010","Undetermined","5 to 9","--","20,348,744","--","--","--"
"2010","Undetermined","10 to 14","11**","20,677,377","0.05**","--","575"
"2010","Undetermined","15 to 19","21","22,041,547","0.10","--","992"
"2010","Undetermined","20 to 24","32","21,587,573","0.15","--","1,374"
"2010","Undetermined","25 to 29","32","21,103,107","0.15","--","1,220"
"2010","Undetermined","30 to 34","22","19,963,024","0.11","--","729"
"2010","Undetermined","35 to 39","16**","20,180,492","0.08**","--","440"
"2010","Undetermined","40 to 44","10**","20,891,834","0.05**","--","228"
"2010","Undetermined","45 to 49","28","22,709,463","0.12","--","513"
"2010","Undetermined","50 to 54","16**","22,298,808","0.07**","--","216"
"2010","Undetermined","55 to 59","21","19,665,224","0.11","--","174"
"2010","Undetermined","60 to 64","12**","16,818,267","0.07**","--","40"
"2010","Undetermined","65 to 69","--","12,435,567","--","--","--"
"2010","Undetermined","70 to 74","--","9,278,478","--","--","--"
"2010","Undetermined","75 to 79","--","7,318,246","--","--","--"
"2010","Undetermined","80 to 84","--","5,743,925","--","--","--"
"2010","Undetermined","85+","--","5,495,003","--","--","--"
"2009","Unintentional","0 to 4","16**","20,244,518","0.08**","--","1,002"
"2009","Unintentional","5 to 9","12**","20,182,499","0.06**","--","707"
"2009","Unintentional","10 to 14","20**","20,660,564","0.10**","--","1,055"
"2009","Unintentional","15 to 19","66","22,192,810","0.30","--","3,151"
"2009","Unintentional","20 to 24","66","21,384,122","0.31","--","2,839"
"2009","Unintentional","25 to 29","54","21,078,228","0.26","--","2,052"
"2009","Unintentional","30 to 34","45","19,645,114","0.23","--","1,498"
"2009","Unintentional","35 to 39","35","20,507,796","0.17","--","983"
"2009","Unintentional","40 to 44","41","20,980,015","0.20","--","949"
"2009","Unintentional","45 to 49","30","22,862,245","0.13","--","550"
"2009","Unintentional","50 to 54","31","22,004,843","0.14","--","412"
