"Intent","Year","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"Suicide","2009","Missouri","471","5,961,088","7.90","7.68","8,529"
"Suicide","2009","Montana","136","983,982","13.82","12.81","2,377"
"Suicide","2009","Nebraska","93","1,812,683","5.13","5.02","1,695"
"Suicide","2009","Nevada","295","2,684,665","10.99","10.92","4,727"
"Suicide","2009","New Hampshire","82","1,316,102","6.23","5.82","1,670"
"Suicide","2009","New Jersey","173","8,755,602","1.98","1.86","2,760"
"Suicide","2009","New Mexico","192","2,036,802","9.43","9.10","3,678"
"Suicide","2009","New York","422","19,307,066","2.19","2.05","6,863"
"Suicide","2009","North Carolina","678","9,449,566","7.18","6.96","11,857"
"Suicide","2009","North Dakota","50","664,968","7.52","7.40","1,311"
"Suicide","2009","Ohio","590","11,528,896","5.12","4.88","10,552"
"Suicide","2009","Oklahoma","363","3,717,572","9.76","9.64","7,062"
"Suicide","2009","Oregon","345","3,808,600","9.06","8.54","5,732"
"Suicide","2009","Pennsylvania","825","12,666,858","6.51","6.06","13,616"
"Suicide","2009","Rhode Island","40","1,053,646","3.80","3.54","687"
"Suicide","2009","South Carolina","377","4,589,872","8.21","7.82","6,747"
"Suicide","2009","South Dakota","61","807,067","7.56","7.54","1,387"
"Suicide","2009","Tennessee","574","6,306,019","9.10","8.81","10,499"
"Suicide","2009","Texas","1,583","24,801,761","6.38","6.58","29,868"
"Suicide","2009","Utah","217","2,723,421","7.97","8.84","4,922"
"Suicide","2009","Vermont","59","624,817","9.44","8.57","874"
"Suicide","2009","Virginia","527","7,925,937","6.65","6.39","9,761"
"Suicide","2009","Washington","470","6,667,426","7.05","6.85","8,020"
"Suicide","2009","West Virginia","178","1,847,775","9.63","9.14","3,398"
"Suicide","2009","Wisconsin","345","5,669,264","6.09","5.86","6,324"
"Suicide","2009","Wyoming","82","559,851","14.65","14.92","1,719"
"Suicide","2008","Alabama","424","4,718,206","8.99","8.74","8,078"
"Suicide","2008","Alaska","116","687,280","16.88","17.10","2,930"
"Suicide","2008","Arizona","540","6,280,362","8.60","8.45","9,130"
"Suicide","2008","Arkansas","275","2,874,554","9.57","9.37","5,071"
"Suicide","2008","California","1,478","36,604,337","4.04","4.05","22,273"
"Suicide","2008","Colorado","387","4,889,730","7.92","7.89","7,069"
"Suicide","2008","Connecticut","109","3,545,579","3.07","2.85","1,779"
"Suicide","2008","Delaware","41","883,874","4.64","4.36","745"
"Suicide","2008","District of Columbia","12**","580,236","2.07**","1.94**","180"
"Suicide","2008","Florida","1,397","18,527,305","7.54","6.84","21,182"
"Suicide","2008","Georgia","616","9,504,843","6.48","6.56","11,535"
"Suicide","2008","Hawaii","28","1,332,213","2.10","2.03","431"
"Suicide","2008","Idaho","149","1,534,320","9.71","9.68","2,656"
"Suicide","2008","Illinois","438","12,747,038","3.44","3.38","7,394"
"Suicide","2008","Indiana","450","6,424,806","7.00","6.91","7,768"
"Suicide","2008","Iowa","180","3,016,734","5.97","5.73","3,450"
"Suicide","2008","Kansas","185","2,808,076","6.59","6.42","3,556"
"Suicide","2008","Kentucky","394","4,289,878","9.18","8.93","6,658"
"Suicide","2008","Louisiana","351","4,435,586","7.91","7.81","7,112"
"Suicide","2008","Maine","103","1,330,509","7.74","6.96","1,647"
"Suicide","2008","Maryland","263","5,684,965","4.63","4.49","4,555"
"Suicide","2008","Massachusetts","118","6,468,967","1.82","1.72","2,041"
"Suicide","2008","Michigan","570","9,946,889","5.73","5.61","10,287"
"Suicide","2008","Minnesota","289","5,247,018","5.51","5.43","5,817"
"Suicide","2008","Mississippi","286","2,947,806","9.70","9.66","5,337"
"Suicide","2008","Missouri","421","5,923,916","7.11","6.87","7,954"
"Suicide","2008","Montana","132","976,415","13.52","13.28","2,873"
"Suicide","2008","Nebraska","98","1,796,378","5.46","5.37","1,992"
"Suicide","2008","Nevada","291","2,653,630","10.97","10.91","4,763"
"Suicide","2008","New Hampshire","85","1,315,906","6.46","6.27","1,406"
"Suicide","2008","New Jersey","175","8,711,090","2.01","1.88","2,551"
"Suicide","2008","New Mexico","195","2,010,662","9.70","9.54","3,740"
"Suicide","2008","New York","429","19,212,436","2.23","2.12","7,464"
"Suicide","2008","North Carolina","669","9,309,449","7.19","7.01","12,320"
"Suicide","2008","North Dakota","55","657,569","8.36","7.88","1,061"
"Suicide","2008","Ohio","684","11,515,391","5.94","5.74","12,882"
"Suicide","2008","Oklahoma","346","3,668,976","9.43","9.16","6,483"
"Suicide","2008","Oregon","319","3,768,748","8.46","8.01","5,433"
"Suicide","2008","Pennsylvania","770","12,612,285","6.11","5.73","13,140"
"Suicide","2008","Rhode Island","23","1,055,003","2.18","1.96","307"
"Suicide","2008","South Carolina","343","4,528,996","7.57","7.11","5,894"
"Suicide","2008","South Dakota","68","799,124","8.51","8.56","1,556"
"Suicide","2008","Tennessee","609","6,247,411","9.75","9.36","10,781"
"Suicide","2008","Texas","1,506","24,309,039","6.20","6.44","28,346"
"Suicide","2008","Utah","196","2,663,029","7.36","7.94","4,487"
"Suicide","2008","Vermont","44","624,151","7.05","6.60","842"
"Suicide","2008","Virginia","524","7,833,496","6.69","6.51","9,716"
"Suicide","2008","Washington","439","6,562,231","6.69","6.44","7,708"
"Suicide","2008","West Virginia","172","1,840,310","9.35","8.82","2,876"
"Suicide","2008","Wisconsin","344","5,640,996","6.10","5.91","6,357"
"Suicide","2008","Wyoming","87","546,043","15.93","15.81","1,604"
"Suicide","2007","Alabama","396","4,672,840","8.48","8.17","7,355"
"Suicide","2007","Alaska","94","680,123","13.82","14.56","2,243"
"Suicide","2007","Arizona","552","6,167,681","8.95","8.93","11,121"
"Suicide","2007","Arkansas","244","2,848,650","8.57","8.42","4,444"
"Suicide","2007","California","1,422","36,250,311","3.92","3.96","22,556"
"Suicide","2007","Colorado","396","4,803,868","8.24","8.19","7,469"
"Suicide","2007","Connecticut","78","3,527,270","2.21","2.03","1,073"
"Suicide","2007","Delaware","46","871,749","5.28","5.00","632"
"Suicide","2007","District of Columbia","10**","574,404","1.74**","1.75**","191"
"Suicide","2007","Florida","1,284","18,367,842","6.99","6.38","19,529"
"Suicide","2007","Georgia","641","9,349,988","6.86","7.08","11,292"
"Suicide","2007","Hawaii","27","1,315,675","2.05","1.75","323"
"Suicide","2007","Idaho","147","1,505,105","9.77","10.01","3,175"
"Suicide","2007","Illinois","423","12,695,866","3.33","3.30","7,566"
"Suicide","2007","Indiana","392","6,379,599","6.15","6.09","7,376"
"Suicide","2007","Iowa","133","2,999,212","4.43","4.13","2,227"
"Suicide","2007","Kansas","213","2,783,785","7.65","7.51","4,364"
"Suicide","2007","Kentucky","422","4,256,672","9.91","9.71","8,333"
"Suicide","2007","Louisiana","335","4,375,581","7.66","7.60","7,339"
"Suicide","2007","Maine","90","1,327,040","6.78","6.25","1,483"
"Suicide","2007","Maryland","233","5,653,408","4.12","4.05","4,289"
"Suicide","2007","Massachusetts","114","6,431,559","1.77","1.68","2,022"
"Suicide","2007","Michigan","558","10,001,284","5.58","5.42","9,863"
"Suicide","2007","Minnesota","265","5,207,203","5.09","4.99","5,412"
"Suicide","2007","Mississippi","279","2,928,350","9.53","9.52","5,385"
"Suicide","2007","Missouri","452","5,887,612","7.68","7.47","8,137"
"Suicide","2007","Montana","120","964,706","12.44","11.64","1,956"
"Suicide","2007","Nebraska","89","1,783,440","4.99","4.91","1,822"
"Suicide","2007","Nevada","270","2,601,072","10.38","10.34","4,355"
"Suicide","2007","New Hampshire","71","1,312,540","5.41","4.99","981"
"Suicide","2007","New Jersey","165","8,677,885","1.90","1.83","2,740"
"Suicide","2007","New Mexico","189","1,990,070","9.50","9.43","3,750"
"Suicide","2007","New York","441","19,132,335","2.31","2.21","7,535"
"Suicide","2007","North Carolina","607","9,118,037","6.66","6.52","10,666"
"Suicide","2007","North Dakota","49","652,822","7.51","7.11","1,108"
"Suicide","2007","Ohio","659","11,500,468","5.73","5.53","12,431"
"Suicide","2007","Oklahoma","315","3,634,349","8.67","8.59","5,617"
"Suicide","2007","Oregon","327","3,722,417","8.79","8.33","5,338"
"Suicide","2007","Pennsylvania","719","12,563,937","5.72","5.46","13,141"
"Suicide","2007","Rhode Island","24","1,057,315","2.27","2.17","413"
"Suicide","2007","South Carolina","311","4,444,110","7.00","6.81","5,703"
"Suicide","2007","South Dakota","44","791,623","5.56","5.21","911"
"Suicide","2007","Tennessee","545","6,175,727","8.83","8.55","9,407"
"Suicide","2007","Texas","1,411","23,831,983","5.92","6.16","27,346"
"Suicide","2007","Utah","197","2,597,746","7.58","8.52","4,201"
"Suicide","2007","Vermont","43","623,481","6.90","6.46","732"
"Suicide","2007","Virginia","487","7,751,000","6.28","6.15","8,367"
"Suicide","2007","Washington","413","6,461,587","6.39","6.23","6,906"
"Suicide","2007","West Virginia","205","1,834,052","11.18","10.51","3,693"
"Suicide","2007","Wisconsin","338","5,610,775","6.02","5.87","6,693"
"Suicide","2007","Wyoming","67","534,876","12.53","12.77","1,487"
"Suicide","2006","Alabama","400","4,628,981","8.64","8.42","7,626"
"Suicide","2006","Alaska","79","675,150","11.70","12.05","1,948"
"Suicide","2006","Arizona","563","6,029,141","9.34","9.27","10,471"
"Suicide","2006","Arkansas","247","2,821,761","8.75","8.69","4,395"
"Suicide","2006","California","1,319","36,021,202","3.66","3.74","21,318"
"Suicide","2006","Colorado","371","4,720,423","7.86","7.76","7,582"
"Suicide","2006","Connecticut","79","3,517,460","2.25","2.14","1,436"
"Suicide","2006","Delaware","42","859,268","4.89","4.67","679"
"Suicide","2006","District of Columbia","10**","570,681","1.75**","1.62**","190"
"Suicide","2006","Florida","1,227","18,166,990","6.75","6.14","18,510"
"Suicide","2006","Georgia","600","9,155,813","6.55","6.75","10,746"
"Suicide","2006","Hawaii","21","1,309,731","1.60","1.51","403"
"Suicide","2006","Idaho","145","1,468,669","9.87","10.29","3,169"
"Suicide","2006","Illinois","372","12,643,955","2.94","2.92","6,625"
"Suicide","2006","Indiana","442","6,332,669","6.98","6.89","8,477"
"Suicide","2006","Iowa","149","2,982,644","5.00","4.82","3,034"
"Suicide","2006","Kansas","211","2,762,931","7.64","7.64","4,385"
"Suicide","2006","Kentucky","383","4,219,239","9.08","8.91","7,187"
"Suicide","2006","Louisiana","331","4,302,665","7.69","7.69","7,069"
"Suicide","2006","Maine","87","1,323,619","6.57","5.90","1,369"
"Suicide","2006","Maryland","238","5,627,367","4.23","4.15","4,339"
"Suicide","2006","Massachusetts","101","6,410,084","1.58","1.48","1,908"
"Suicide","2006","Michigan","598","10,036,081","5.96","5.80","10,672"
"Suicide","2006","Minnesota","243","5,163,555","4.71","4.66","4,662"
"Suicide","2006","Mississippi","219","2,904,978","7.54","7.65","3,926"
"Suicide","2006","Missouri","444","5,842,704","7.60","7.41","8,080"
"Suicide","2006","Montana","102","952,692","10.71","10.38","1,963"
"Suicide","2006","Nebraska","105","1,772,693","5.92","5.71","2,043"
"Suicide","2006","Nevada","255","2,522,658","10.11","10.27","4,469"
"Suicide","2006","New Hampshire","69","1,308,389","5.27","5.15","1,263"
"Suicide","2006","New Jersey","173","8,661,679","2.00","1.92","2,728"
"Suicide","2006","New Mexico","193","1,962,137","9.84","9.76","3,896"
"Suicide","2006","New York","412","19,104,631","2.16","2.09","7,744"
"Suicide","2006","North Carolina","660","8,917,270","7.40","7.25","12,532"
"Suicide","2006","North Dakota","41","649,422","6.31","5.95","1,091"
"Suicide","2006","Ohio","626","11,481,213","5.45","5.26","11,602"
"Suicide","2006","Oklahoma","314","3,594,090","8.74","8.55","5,818"
"Suicide","2006","Oregon","307","3,670,883","8.36","8.02","5,320"
"Suicide","2006","Pennsylvania","734","12,510,809","5.87","5.58","13,578"
"Suicide","2006","Rhode Island","27","1,063,096","2.54","2.40","558"
"Suicide","2006","South Carolina","315","4,357,847","7.23","7.01","5,452"
"Suicide","2006","South Dakota","71","783,033","9.07","8.96","1,549"
"Suicide","2006","Tennessee","569","6,088,766","9.35","9.14","10,723"
"Suicide","2006","Texas","1,311","23,359,580","5.61","5.85","25,060"
"Suicide","2006","Utah","189","2,525,507","7.48","8.36","4,290"
"Suicide","2006","Vermont","43","622,892","6.90","6.40","626"
"Suicide","2006","Virginia","499","7,673,725","6.50","6.31","8,684"
"Suicide","2006","Washington","397","6,370,753","6.23","6.08","7,217"
"Suicide","2006","West Virginia","179","1,827,912","9.79","9.20","3,020"
"Suicide","2006","Wisconsin","299","5,577,655","5.36","5.32","5,824"
"Suicide","2006","Wyoming","72","522,667","13.78","13.26","1,402"
"Suicide","2005","Alabama","369","4,569,805","8.08","7.83","6,454"
"Suicide","2005","Alaska","87","666,835","13.05","13.42","2,342"
"Suicide","2005","Arizona","514","5,839,077","8.80","8.83","9,949"
"Suicide","2005","Arkansas","262","2,781,097","9.42","9.24","5,269"
"Suicide","2005","California","1,329","35,827,943","3.71","3.84","21,274"
"Suicide","2005","Colorado","396","4,631,888","8.55","8.62","7,697"
"Suicide","2005","Connecticut","112","3,506,956","3.19","3.03","1,897"
"Suicide","2005","Delaware","42","845,150","4.97","4.88","857"
"Suicide","2005","District of Columbia","10**","567,136","1.76**","1.57**","235"
"Suicide","2005","Florida","1,163","17,842,038","6.52","5.96","17,649"
"Suicide","2005","Georgia","590","8,925,922","6.61","6.89","10,622"
"Suicide","2005","Hawaii","22","1,292,729","1.70","1.65","465"
"Suicide","2005","Idaho","160","1,428,241","11.20","11.52","3,039"
"Suicide","2005","Illinois","424","12,609,903","3.36","3.36","6,952"
"Suicide","2005","Indiana","416","6,278,616","6.63","6.55","7,897"
"Suicide","2005","Iowa","170","2,964,454","5.74","5.60","3,456"
"Suicide","2005","Kansas","188","2,745,299","6.85","6.72","3,479"
"Suicide","2005","Kentucky","373","4,182,742","8.92","8.74","7,249"
"Suicide","2005","Louisiana","348","4,576,628","7.60","7.57","7,992"
"Suicide","2005","Maine","100","1,318,787","7.58","7.07","1,491"
"Suicide","2005","Maryland","220","5,592,379","3.93","3.95","4,134"
"Suicide","2005","Massachusetts","111","6,403,290","1.73","1.64","1,485"
"Suicide","2005","Michigan","554","10,051,137","5.51","5.45","10,424"
"Suicide","2005","Minnesota","255","5,119,598","4.98","4.90","5,570"
"Suicide","2005","Mississippi","251","2,905,943","8.64","8.74","5,070"
"Suicide","2005","Missouri","427","5,790,300","7.37","7.20","7,830"
"Suicide","2005","Montana","135","940,102","14.36","14.16","2,740"
"Suicide","2005","Nebraska","100","1,761,497","5.68","5.68","2,185"
"Suicide","2005","Nevada","262","2,432,143","10.77","10.84","4,501"
"Suicide","2005","New Hampshire","79","1,298,492","6.08","5.90","1,235"
"Suicide","2005","New Jersey","136","8,651,974","1.57","1.52","2,256"
"Suicide","2005","New Mexico","178","1,932,274","9.21","9.29","3,359"
"Suicide","2005","New York","456","19,132,610","2.38","2.30","8,413"
"Suicide","2005","North Carolina","632","8,705,407","7.26","7.17","11,833"
"Suicide","2005","North Dakota","56","646,089","8.67","8.17","1,413"
"Suicide","2005","Ohio","668","11,463,320","5.83","5.62","11,703"
"Suicide","2005","Oklahoma","302","3,548,597","8.51","8.42","5,946"
"Suicide","2005","Oregon","319","3,613,202","8.83","8.40","5,329"
"Suicide","2005","Pennsylvania","768","12,449,990","6.17","5.84","13,583"
"Suicide","2005","Rhode Island","19**","1,067,916","1.78**","1.68**","387"
"Suicide","2005","South Carolina","314","4,270,150","7.35","7.29","6,575"
"Suicide","2005","South Dakota","71","775,493","9.16","8.81","1,525"
"Suicide","2005","Tennessee","552","5,991,057","9.21","8.95","9,538"
"Suicide","2005","Texas","1,381","22,778,123","6.06","6.37","27,229"
"Suicide","2005","Utah","190","2,457,719","7.73","8.46","4,370"
"Suicide","2005","Vermont","36","621,215","5.80","5.52","623"
"Suicide","2005","Virginia","511","7,577,105","6.74","6.59","9,418"
"Suicide","2005","Washington","398","6,257,305","6.36","6.16","7,570"
"Suicide","2005","West Virginia","188","1,820,492","10.33","9.56","3,248"
"Suicide","2005","Wisconsin","302","5,546,166","5.45","5.36","6,213"
"Suicide","2005","Wyoming","56","514,157","10.89","10.61","1,009"
"Suicide","2004","Alabama","375","4,530,729","8.28","8.00","6,816"
"Suicide","2004","Alaska","94","659,199","14.26","14.19","2,698"
"Suicide","2004","Arizona","509","5,652,404","9.01","9.06","9,756"
"Suicide","2004","Arkansas","232","2,749,686","8.44","8.26","3,948"
"Suicide","2004","California","1,366","35,574,576","3.84","4.00","21,917"
"Suicide","2004","Colorado","402","4,575,013","8.79","8.77","7,911"
"Suicide","2004","Connecticut","105","3,496,094","3.00","2.91","2,038"
"Suicide","2004","Delaware","45","830,803","5.42","5.20","806"
"Suicide","2004","District of Columbia","--","567,754","--","--","--"
"Suicide","2004","Florida","1,197","17,415,318","6.87","6.34","18,887"
"Suicide","2004","Georgia","605","8,769,252","6.90","7.16","11,798"
"Suicide","2004","Hawaii","31","1,273,569","2.43","2.29","553"
"Suicide","2004","Idaho","151","1,391,802","10.85","11.13","2,695"
"Suicide","2004","Illinois","387","12,589,773","3.07","3.05","7,157"
"Suicide","2004","Indiana","385","6,233,007","6.18","6.16","7,433"
"Suicide","2004","Iowa","155","2,953,635","5.25","5.07","3,317"
"Suicide","2004","Kansas","204","2,734,373","7.46","7.43","4,310"
"Suicide","2004","Kentucky","377","4,146,101","9.09","8.88","7,437"
"Suicide","2004","Louisiana","371","4,552,238","8.15","8.26","8,131"
"Suicide","2004","Maine","97","1,313,688","7.38","7.04","1,987"
"Suicide","2004","Maryland","250","5,546,935","4.51","4.45","4,473"
"Suicide","2004","Massachusetts","95","6,412,281","1.48","1.42","1,690"
"Suicide","2004","Michigan","532","10,055,315","5.29","5.24","10,744"
"Suicide","2004","Minnesota","268","5,087,713","5.27","5.20","6,238"
"Suicide","2004","Mississippi","245","2,889,010","8.48","8.47","4,957"
"Suicide","2004","Missouri","389","5,747,741","6.77","6.67","7,015"
"Suicide","2004","Montana","105","930,009","11.29","10.90","2,192"
"Suicide","2004","Nebraska","87","1,749,370","4.97","4.92","1,760"
"Suicide","2004","Nevada","249","2,346,222","10.61","10.85","3,783"
"Suicide","2004","New Hampshire","57","1,290,121","4.42","4.13","919"
"Suicide","2004","New Jersey","185","8,634,561","2.14","2.08","3,133"
"Suicide","2004","New Mexico","196","1,903,808","10.30","10.26","4,342"
"Suicide","2004","New York","401","19,171,567","2.09","2.02","7,730"
"Suicide","2004","North Carolina","608","8,553,152","7.11","7.04","12,156"
"Suicide","2004","North Dakota","41","644,705","6.36","6.02","1,082"
"Suicide","2004","Ohio","657","11,452,251","5.74","5.60","12,268"
"Suicide","2004","Oklahoma","312","3,525,233","8.85","8.72","5,739"
"Suicide","2004","Oregon","299","3,569,463","8.38","7.93","4,983"
"Suicide","2004","Pennsylvania","722","12,410,722","5.82","5.58","13,783"
"Suicide","2004","Rhode Island","22","1,074,579","2.05","1.91","466"
"Suicide","2004","South Carolina","328","4,210,921","7.79","7.64","6,219"
"Suicide","2004","South Dakota","61","770,396","7.92","7.88","1,573"
"Suicide","2004","Tennessee","526","5,910,809","8.90","8.75","10,328"
"Suicide","2004","Texas","1,318","22,394,023","5.89","6.21","25,351"
"Suicide","2004","Utah","183","2,401,580","7.62","8.40","4,148"
"Suicide","2004","Vermont","56","619,920","9.03","8.64","954"
"Suicide","2004","Virginia","494","7,475,575","6.61","6.55","8,931"
"Suicide","2004","Washington","423","6,178,645","6.85","6.84","7,784"
"Suicide","2004","West Virginia","192","1,816,438","10.57","10.20","3,777"
"Suicide","2004","Wisconsin","308","5,514,026","5.59","5.47","6,816"
"Suicide","2004","Wyoming","48","509,106","9.43","9.59","784"
"Suicide","2003","Alabama","399","4,503,491","8.86","8.67","7,586"
"Suicide","2003","Alaska","79","648,326","12.19","13.20","2,062"
"Suicide","2003","Arizona","486","5,510,364","8.82","8.88","9,460"
"Suicide","2003","Arkansas","258","2,724,816","9.47","9.25","4,702"
"Suicide","2003","California","1,505","35,253,159","4.27","4.44","25,393"
"Suicide","2003","Colorado","363","4,528,732","8.02","8.18","6,908"
"Suicide","2003","Connecticut","89","3,484,336","2.55","2.42","1,400"
"Suicide","2003","Delaware","42","818,003","5.13","5.05","811"
"Suicide","2003","District of Columbia","10**","568,502","1.76**","1.47**","288"
"Suicide","2003","Florida","1,242","17,004,085","7.30","6.75","19,378"
"Suicide","2003","Georgia","656","8,622,793","7.61","7.98","12,065"
"Suicide","2003","Hawaii","24","1,251,154","1.92","1.86","427"
"Suicide","2003","Idaho","137","1,363,380","10.05","10.35","2,631"
"Suicide","2003","Illinois","404","12,556,006","3.22","3.22","7,420"
"Suicide","2003","Indiana","418","6,196,638","6.75","6.73","8,757"
"Suicide","2003","Iowa","178","2,941,999","6.05","5.88","3,411"
"Suicide","2003","Kansas","211","2,723,004","7.75","7.67","4,160"
"Suicide","2003","Kentucky","400","4,117,170","9.72","9.50","7,955"
"Suicide","2003","Louisiana","316","4,521,042","6.99","7.02","6,788"
"Suicide","2003","Maine","71","1,306,513","5.43","5.15","1,276"
"Suicide","2003","Maryland","239","5,496,269","4.35","4.37","4,436"
"Suicide","2003","Massachusetts","122","6,422,565","1.90","1.81","2,275"
"Suicide","2003","Michigan","523","10,041,152","5.21","5.19","10,707"
"Suicide","2003","Minnesota","244","5,053,572","4.83","4.80","5,371"
"Suicide","2003","Mississippi","247","2,868,312","8.61","8.77","4,592"
"Suicide","2003","Missouri","411","5,709,403","7.20","7.07","7,684"
"Suicide","2003","Montana","120","919,630","13.05","12.79","2,464"
"Suicide","2003","Nebraska","91","1,738,643","5.23","5.14","1,929"
"Suicide","2003","Nevada","247","2,248,850","10.98","11.43","4,319"
"Suicide","2003","New Hampshire","75","1,279,840","5.86","5.70","1,343"
"Suicide","2003","New Jersey","183","8,601,402","2.13","2.07","3,031"
"Suicide","2003","New Mexico","211","1,877,574","11.24","11.41","4,460"
"Suicide","2003","New York","412","19,175,939","2.15","2.10","7,942"
"Suicide","2003","North Carolina","619","8,422,501","7.35","7.26","12,252"
"Suicide","2003","North Dakota","41","638,817","6.42","6.17","845"
"Suicide","2003","Ohio","572","11,434,788","5.00","4.90","10,837"
"Suicide","2003","Oklahoma","281","3,504,892","8.02","7.99","5,760"
"Suicide","2003","Oregon","331","3,547,376","9.33","8.94","5,180"
"Suicide","2003","Pennsylvania","724","12,374,658","5.85","5.58","13,606"
"Suicide","2003","Rhode Island","12**","1,071,342","1.12**","1.04**","179"
"Suicide","2003","South Carolina","328","4,150,297","7.90","7.85","5,855"
"Suicide","2003","South Dakota","60","763,729","7.86","7.75","1,441"
"Suicide","2003","Tennessee","493","5,847,812","8.43","8.27","9,729"
"Suicide","2003","Texas","1,350","22,030,931","6.13","6.47","26,856"
"Suicide","2003","Utah","181","2,360,137","7.67","8.48","4,255"
"Suicide","2003","Vermont","38","617,858","6.15","5.96","645"
"Suicide","2003","Virginia","452","7,366,977","6.14","6.09","8,773"
"Suicide","2003","Washington","436","6,104,115","7.14","7.11","8,057"
"Suicide","2003","West Virginia","191","1,812,295","10.54","9.87","3,383"
"Suicide","2003","Wisconsin","310","5,479,203","5.66","5.54","6,402"
"Suicide","2003","Wyoming","75","503,453","14.90","14.84","1,486"
"Suicide","2002","Alabama","381","4,480,089","8.50","8.44","7,331"
"Suicide","2002","Alaska","92","642,270","14.32","14.79","2,443"
"Suicide","2002","Arizona","559","5,396,255","10.36","10.40","11,117"
"Suicide","2002","Arkansas","257","2,705,927","9.50","9.43","5,268"
"Suicide","2002","California","1,490","34,871,843","4.27","4.50","24,299"
"Suicide","2002","Colorado","380","4,490,406","8.46","8.52","8,406"
"Suicide","2002","Connecticut","85","3,458,749","2.46","2.36","1,422"
"Suicide","2002","Delaware","38","806,169","4.71","4.63","762"
"Suicide","2002","District of Columbia","13**","573,158","2.27**","2.14**","339"
"Suicide","2002","Florida","1,205","16,689,370","7.22","6.69","18,855"
"Suicide","2002","Georgia","614","8,508,256","7.22","7.58","11,803"
"Suicide","2002","Hawaii","21","1,239,613","1.69","1.59","296"
"Suicide","2002","Idaho","137","1,340,372","10.22","10.53","2,680"
"Suicide","2002","Illinois","466","12,525,556","3.72","3.73","8,346"
"Suicide","2002","Indiana","448","6,155,967","7.28","7.27","9,363"
"Suicide","2002","Iowa","157","2,934,234","5.35","5.25","3,282"
"Suicide","2002","Kansas","184","2,713,535","6.78","6.64","3,648"
"Suicide","2002","Kentucky","364","4,089,875","8.90","8.71","7,208"
"Suicide","2002","Louisiana","349","4,497,267","7.76","7.82","7,622"
"Suicide","2002","Maine","79","1,295,960","6.10","5.92","1,516"
"Suicide","2002","Maryland","233","5,440,389","4.28","4.34","4,255"
"Suicide","2002","Massachusetts","99","6,417,206","1.54","1.48","1,604"
"Suicide","2002","Michigan","578","10,015,710","5.77","5.79","11,453"
"Suicide","2002","Minnesota","238","5,018,935","4.74","4.73","5,204"
"Suicide","2002","Mississippi","254","2,858,681","8.89","8.99","5,834"
"Suicide","2002","Missouri","423","5,674,825","7.45","7.34","7,950"
"Suicide","2002","Montana","115","911,667","12.61","12.52","2,418"
"Suicide","2002","Nebraska","105","1,728,292","6.08","6.00","2,022"
"Suicide","2002","Nevada","245","2,173,791","11.27","11.35","4,157"
"Suicide","2002","New Hampshire","66","1,269,089","5.20","5.12","1,240"
"Suicide","2002","New Jersey","176","8,552,643","2.06","1.99","2,497"
"Suicide","2002","New Mexico","211","1,855,309","11.37","11.60","4,646"
"Suicide","2002","New York","411","19,137,800","2.15","2.10","8,082"
"Suicide","2002","North Carolina","630","8,326,201","7.57","7.51","10,797"
"Suicide","2002","North Dakota","53","638,168","8.31","8.31","1,152"
"Suicide","2002","Ohio","675","11,407,889","5.92","5.80","12,096"
"Suicide","2002","Oklahoma","312","3,489,080","8.94","8.85","6,388"
"Suicide","2002","Oregon","291","3,513,424","8.28","8.09","5,273"
"Suicide","2002","Pennsylvania","720","12,331,031","5.84","5.69","14,725"
"Suicide","2002","Rhode Island","30","1,065,995","2.81","2.78","597"
"Suicide","2002","South Carolina","304","4,107,795","7.40","7.38","6,067"
"Suicide","2002","South Dakota","50","760,020","6.58","6.46","944"
"Suicide","2002","Tennessee","521","5,795,918","8.99","8.86","9,739"
"Suicide","2002","Texas","1,315","21,690,325","6.06","6.45","25,946"
"Suicide","2002","Utah","174","2,324,815","7.48","8.25","4,389"
"Suicide","2002","Vermont","54","615,442","8.77","8.50","858"
"Suicide","2002","Virginia","491","7,286,873","6.74","6.76","8,746"
"Suicide","2002","Washington","437","6,052,349","7.22","7.22","7,814"
"Suicide","2002","West Virginia","188","1,805,414","10.41","9.95","3,762"
"Suicide","2002","Wisconsin","308","5,445,162","5.66","5.55","6,397"
"Suicide","2002","Wyoming","82","500,017","16.40","16.26","1,779"
"Suicide","2001","Alabama","387","4,467,634","8.66","8.56","7,715"
"Suicide","2001","Alaska","65","633,687","10.26","10.31","1,759"
"Suicide","2001","Arizona","468","5,273,477","8.88","9.00","8,796"
"Suicide","2001","Arkansas","274","2,691,571","10.18","10.11","5,542"
"Suicide","2001","California","1,450","34,479,458","4.21","4.45","23,853"
"Suicide","2001","Colorado","390","4,425,687","8.81","9.09","7,838"
"Suicide","2001","Connecticut","115","3,432,835","3.35","3.28","2,073"
"Suicide","2001","Delaware","53","795,699","6.66","6.60","1,106"
"Suicide","2001","District of Columbia","21","574,504","3.66","3.20","565"
"Suicide","2001","Florida","1,197","16,356,966","7.32","6.74","18,527"
"Suicide","2001","Georgia","626","8,377,038","7.47","7.76","13,179"
"Suicide","2001","Hawaii","31","1,225,948","2.53","2.44","699"
"Suicide","2001","Idaho","136","1,319,962","10.30","10.56","2,934"
"Suicide","2001","Illinois","505","12,488,445","4.04","4.08","9,381"
"Suicide","2001","Indiana","411","6,127,760","6.71","6.71","8,106"
