"Year","Intent","Race","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2020","Legal Intervention","Black","Vermont","0**","8,438","0.00**","0.00**","--"
"2020","Legal Intervention","Black","Virginia","--","1,653,463","--","--","--"
"2020","Legal Intervention","Black","Washington","--","311,791","--","--","--"
"2020","Legal Intervention","Black","West Virginia","--","63,524","--","--","--"
"2020","Legal Intervention","Black","Wisconsin","--","371,700","--","--","--"
"2020","Legal Intervention","Black","Wyoming","0**","5,966","0.00**","0.00**","--"
"2020","Legal Intervention","American Indian / Alaska Native","Alabama","0**","27,737","0.00**","0.00**","--"
"2020","Legal Intervention","American Indian / Alaska Native","Alaska","--","109,295","--","--","--"
"2020","Legal Intervention","American Indian / Alaska Native","Arizona","--","273,842","--","--","--"
"2020","Legal Intervention","American Indian / Alaska Native","Arkansas","0**","23,315","0.00**","0.00**","--"
"2020","Legal Intervention","American Indian / Alaska Native","California","--","161,666","--","--","--"
"2020","Legal Intervention","American Indian / Alaska Native","Colorado","--","36,383","--","--","--"
"2020","Legal Intervention","American Indian / Alaska Native","Connecticut","0**","8,044","0.00**","0.00**","--"
"2020","Legal Intervention","American Indian / Alaska Native","Delaware","0**","2,988","0.00**","0.00**","--"
"2020","Legal Intervention","American Indian / Alaska Native","District of Columbia","0**","1,338","0.00**","0.00**","--"
"2020","Legal Intervention","American Indian / Alaska Native","Florida","0**","54,064","0.00**","0.00**","--"
"2020","Legal Intervention","American Indian / Alaska Native","Georgia","0**","24,556","0.00**","0.00**","--"
"2020","Legal Intervention","American Indian / Alaska Native","Hawaii","0**","3,007","0.00**","0.00**","--"
"2020","Legal Intervention","American Indian / Alaska Native","Idaho","0**","19,527","0.00**","0.00**","--"
"2020","Legal Intervention","American Indian / Alaska Native","Illinois","0**","19,738","0.00**","0.00**","--"
"2020","Legal Intervention","American Indian / Alaska Native","Indiana","--","15,550","--","--","--"
"2020","Legal Intervention","American Indian / Alaska Native","Iowa","0**","9,593","0.00**","0.00**","--"
"2020","Legal Intervention","American Indian / Alaska Native","Kansas","0**","23,001","0.00**","0.00**","--"
"2020","Legal Intervention","American Indian / Alaska Native","Kentucky","0**","9,194","0.00**","0.00**","--"
"2020","Legal Intervention","American Indian / Alaska Native","Louisiana","0**","30,035","0.00**","0.00**","--"
"2020","Legal Intervention","American Indian / Alaska Native","Maine","--","8,746","--","--","--"
"2020","Legal Intervention","American Indian / Alaska Native","Maryland","0**","14,904","0.00**","0.00**","--"
"2020","Legal Intervention","American Indian / Alaska Native","Massachusetts","0**","12,710","0.00**","0.00**","--"
"2020","Legal Intervention","American Indian / Alaska Native","Michigan","0**","56,750","0.00**","0.00**","--"
"2020","Legal Intervention","American Indian / Alaska Native","Minnesota","0**","59,530","0.00**","0.00**","--"
"2020","Legal Intervention","American Indian / Alaska Native","Mississippi","0**","14,879","0.00**","0.00**","--"
"2020","Legal Intervention","American Indian / Alaska Native","Missouri","0**","26,625","0.00**","0.00**","--"
"2020","Legal Intervention","American Indian / Alaska Native","Montana","--","65,379","--","--","--"
"2020","Legal Intervention","American Indian / Alaska Native","Nebraska","0**","15,961","0.00**","0.00**","--"
"2020","Legal Intervention","American Indian / Alaska Native","Nevada","--","26,238","--","--","--"
"2020","Legal Intervention","American Indian / Alaska Native","New Hampshire","0**","2,910","0.00**","0.00**","--"
"2020","Legal Intervention","American Indian / Alaska Native","New Jersey","0**","14,066","0.00**","0.00**","--"
"2020","Legal Intervention","American Indian / Alaska Native","New Mexico","--","184,953","--","--","--"
"2020","Legal Intervention","American Indian / Alaska Native","New York","0**","59,587","0.00**","0.00**","--"
"2020","Legal Intervention","American Indian / Alaska Native","Wyoming","--","12,018","--","--","--"
"2020","Legal Intervention","Asian","California","--","5,987,825","--","--","--"
"2020","Legal Intervention","Asian","Colorado","0**","195,849","0.00**","0.00**","--"
"2020","Legal Intervention","Asian","Connecticut","0**","176,634","0.00**","0.00**","--"
"2020","Legal Intervention","Asian","Delaware","0**","41,284","0.00**","0.00**","--"
"2020","Legal Intervention","Asian","District of Columbia","0**","28,972","0.00**","0.00**","--"
"2020","Legal Intervention","Asian","Texas","--","1,520,840","--","--","--"
"2020","Legal Intervention","Asian","Utah","0**","83,691","0.00**","0.00**","--"
"2020","Legal Intervention","Asian","Vermont","0**","12,741","0.00**","0.00**","--"
"2020","Legal Intervention","Asian","Virginia","0**","602,261","0.00**","0.00**","--"
"2020","Legal Intervention","Asian","Washington","0**","739,010","0.00**","0.00**","--"
"2020","Legal Intervention","Asian","West Virginia","0**","15,025","0.00**","0.00**","--"
"2020","Legal Intervention","Asian","Wisconsin","0**","181,095","0.00**","0.00**","--"
"2020","Legal Intervention","Asian","Wyoming","0**","5,789","0.00**","0.00**","--"
"2020","Legal Intervention","HI Native / Pacific Islander","Alabama","0**","2,557","0.00**","0.00**","--"
"2020","Legal Intervention","HI Native / Pacific Islander","Alaska","0**","11,211","0.00**","0.00**","--"
"2020","Legal Intervention","HI Native / Pacific Islander","Nevada","--","20,934","--","--","--"
"2020","Legal Intervention","HI Native / Pacific Islander","New Hampshire","0**","402","0.00**","0.00**","--"
"2020","Legal Intervention","HI Native / Pacific Islander","New Jersey","0**","3,303","0.00**","0.00**","--"
"2020","Legal Intervention","HI Native / Pacific Islander","New Mexico","0**","1,384","0.00**","0.00**","--"
"2020","Legal Intervention","HI Native / Pacific Islander","New York","0**","9,524","0.00**","0.00**","--"
"2020","Legal Intervention","HI Native / Pacific Islander","North Carolina","0**","7,224","0.00**","0.00**","--"
"2020","Legal Intervention","HI Native / Pacific Islander","North Dakota","0**","561","0.00**","0.00**","--"
"2020","Legal Intervention","HI Native / Pacific Islander","Ohio","0**","5,238","0.00**","0.00**","--"
"2020","Legal Intervention","HI Native / Pacific Islander","Washington","--","55,473","--","--","--"
"2020","Legal Intervention","HI Native / Pacific Islander","West Virginia","0**","448","0.00**","0.00**","--"
"2020","Legal Intervention","HI Native / Pacific Islander","Wisconsin","0**","2,357","0.00**","0.00**","--"
"2020","Legal Intervention","HI Native / Pacific Islander","Wyoming","0**","409","0.00**","0.00**","--"
"2020","Legal Intervention","More than One Race","Alaska","--","52,055","--","--","--"
"2020","Legal Intervention","More than One Race","California","--","1,160,299","--","--","--"
"2020","Legal Intervention","More than One Race","Hawaii","--","289,502","--","--","--"
"2020","Legal Intervention","More than One Race","Idaho","--","39,360","--","--","--"
"2020","Legal Intervention","More than One Race","Illinois","--","220,841","--","--","--"
"2020","Legal Intervention","More than One Race","Indiana","0**","135,756","0.00**","0.00**","--"
"2020","Legal Intervention","More than One Race","Minnesota","--","137,074","--","--","--"
"2020","Legal Intervention","More than One Race","Mississippi","0**","37,419","0.00**","0.00**","--"
"2020","Legal Intervention","More than One Race","Nevada","--","114,911","--","--","--"
"2020","Legal Intervention","More than One Race","New Hampshire","0**","22,164","0.00**","0.00**","--"
"2020","Legal Intervention","More than One Race","New Jersey","0**","149,440","0.00**","0.00**","--"
"2020","Legal Intervention","More than One Race","New Mexico","0**","33,690","0.00**","0.00**","--"
"2020","Legal Intervention","More than One Race","Utah","--","72,671","--","--","--"
"2020","Legal Intervention","More than One Race","Vermont","0**","11,948","0.00**","0.00**","--"
"2020","Legal Intervention","More than One Race","Washington","--","335,687","--","--","--"
"2020","Legal Intervention","More than One Race","West Virginia","0**","33,573","0.00**","0.00**","--"
"2020","Suicide","White","Alabama","473","3,273,852","14.45","13.46","8,181"
"2020","Suicide","White","Alaska","77","434,992","17.70","16.30","1,454"
"2020","Suicide","White","Arizona","627","3,856,524","16.26","13.75","8,717"
"2020","Suicide","White","Arkansas","323","2,156,011","14.98","13.94","5,649"
"2020","Suicide","White","California","1,101","14,175,127","7.77","5.98","12,081"
"2020","Suicide","White","Colorado","535","3,895,788","13.73","12.44","9,696"
"2020","Suicide","White","Connecticut","98","2,341,901","4.19","3.48","1,184"
"2020","Suicide","White","Delaware","50","604,609","8.27","7.42","803"
"2020","Suicide","White","District of Columbia","--","248,476","--","--","--"
"2020","Suicide","White","Florida","1,406","11,420,948","12.31","10.14","18,054"
"2020","Suicide","White","Georgia","694","5,515,614","12.58","11.47","11,694"
"2020","Suicide","White","Hawaii","15**","308,823","4.86**","4.14**","154"
"2020","Suicide","White","Idaho","252","1,504,804","16.75","16.30","4,883"
"2020","Suicide","White","Illinois","418","7,694,437","5.43","4.82","6,425"
"2020","Suicide","White","Indiana","534","5,289,282","10.10","9.39","9,536"
"2020","Suicide","White","Iowa","242","2,697,670","8.97","8.57","4,242"
"2020","Suicide","White","Kansas","259","2,200,196","11.77","10.94","5,096"
"2020","Suicide","White","Kentucky","481","3,778,655","12.73","11.87","8,565"
"2020","Suicide","White","Louisiana","327","2,704,568","12.09","11.27","5,521"
"2020","Suicide","White","Maine","130","1,264,670","10.28","9.19","2,018"
"2020","Suicide","White","Maryland","197","3,037,929","6.49","5.45","2,549"
"2020","Suicide","White","Massachusetts","120","4,940,467","2.43","2.07","1,793"
"2020","Suicide","White","Michigan","637","7,487,385","8.51","7.49","9,924"
"2020","Suicide","White","Minnesota","324","4,483,331","7.23","6.61","5,354"
"2020","Suicide","White","Mississippi","217","1,663,432","13.05","12.51","3,947"
"2020","Suicide","White","Missouri","630","4,848,480","12.99","12.39","11,796"
"2020","Suicide","White","Montana","165","931,437","17.72","15.22","2,628"
"2020","Suicide","White","Nebraska","129","1,525,375","8.46","7.95","2,256"
"2020","Suicide","White","Nevada","282","1,477,758","19.08","15.77","3,624"
"2020","Suicide","White","New Hampshire","113","1,232,603","9.17","8.62","2,042"
"2020","Suicide","White","New Jersey","153","4,997,664","3.06","2.47","1,844"
"2020","Suicide","White","New Mexico","175","769,341","22.75","19.94","2,619"
"2020","Suicide","White","New York","407","10,965,615","3.71","3.15","5,570"
"2020","Suicide","White","North Carolina","737","6,506,628","11.33","10.23","12,562"
"2020","Suicide","White","North Dakota","63","651,544","9.67","9.87","1,305"
"2020","Suicide","White","Ohio","795","9,199,499","8.64","7.86","13,601"
"2020","Suicide","White","Oklahoma","417","2,551,810","16.34","14.86","6,996"
"2020","Suicide","White","Oregon","408","3,166,894","12.88","11.04","5,952"
"2020","Suicide","White","Pennsylvania","824","9,779,923","8.43","7.31","12,494"
"2020","Suicide","White","Rhode Island","26","777,580","3.34","3.02","403"
"2020","Suicide","White","South Carolina","469","3,260,148","14.39","13.19","8,349"
"2020","Suicide","White","South Dakota","74","722,188","10.25","9.50","1,265"
"2020","Suicide","White","Tennessee","679","5,073,504","13.38","12.04","10,759"
"2020","Suicide","White","Texas","1,607","11,883,632","13.52","12.40","27,590"
"2020","Suicide","White","Utah","291","2,546,229","11.43","11.76","6,419"
"2020","Suicide","White","Vermont","64","593,848","10.78","9.54","1,151"
"2020","Suicide","White","Virginia","562","5,240,669","10.72","9.66","9,559"
"2020","Suicide","White","Washington","506","5,147,899","9.83","8.81","8,553"
"2020","Suicide","White","West Virginia","211","1,641,489","12.85","11.90","3,739"
"2020","Suicide","White","Wisconsin","403","4,750,647","8.48","7.68","6,669"
"2020","Suicide","White","Wyoming","120","482,273","24.88","23.55","2,285"
"2020","Suicide","Black","Alabama","56","1,335,188","4.19","4.19","1,398"
"2020","Suicide","Black","Alaska","--","23,820","--","--","--"
"2020","Suicide","Black","Arizona","29","329,107","8.81","8.32","947"
"2020","Suicide","Black","Arkansas","28","466,783","6.00","5.83","961"
"2020","Suicide","Black","California","79","2,219,175","3.56","3.29","1,895"
"2020","Suicide","Black","Colorado","15**","234,446","6.40**","5.89**","479"
"2020","Suicide","Black","Connecticut","--","377,213","--","--","--"
"2020","Suicide","Black","Delaware","--","219,498","--","--","--"
"2020","Suicide","Black","District of Columbia","--","297,874","--","--","--"
"2020","Suicide","Black","Florida","110","3,364,050","3.27","3.12","3,446"
"2020","Suicide","Black","Georgia","189","3,416,509","5.53","5.32","5,829"
"2020","Suicide","Black","Idaho","--","14,118","--","--","--"
"2020","Suicide","Black","Illinois","66","1,808,507","3.65","3.55","1,930"
"2020","Suicide","Black","Indiana","49","659,395","7.43","7.30","1,518"
"2020","Suicide","Black","Iowa","--","126,625","--","--","--"
"2020","Suicide","Black","Kansas","13**","170,133","7.64**","7.06**","473"
"2020","Suicide","Black","Kentucky","26","372,799","6.97","6.67","854"
"2020","Suicide","Black","Louisiana","63","1,501,900","4.20","4.02","1,970"
"2020","Suicide","Black","Maine","0**","22,757","0.00**","0.00**","--"
"2020","Suicide","Black","Maryland","52","1,867,812","2.78","2.79","1,375"
"2020","Suicide","Black","Massachusetts","--","514,665","--","--","--"
"2020","Suicide","Black","Michigan","76","1,395,458","5.45","5.54","2,048"
"2020","Suicide","Black","Minnesota","12**","400,056","3.00**","3.09**","357"
"2020","Suicide","Black","Mississippi","55","1,109,306","4.96","5.04","1,602"
"2020","Suicide","Black","Missouri","44","714,781","6.16","6.20","1,341"
"2020","Suicide","Black","Montana","0**","5,875","0.00**","0.00**","--"
"2020","Suicide","Black","Nebraska","--","97,561","--","--","--"
"2020","Suicide","Black","Nevada","21","292,053","7.19","7.09","537"
"2020","Suicide","Black","New Hampshire","--","20,802","--","--","--"
"2020","Suicide","Black","New Jersey","13**","1,202,236","1.08**","1.00**","387"
"2020","Suicide","Black","New Mexico","--","40,547","--","--","--"
"2020","Suicide","Black","New York","32","2,929,152","1.09","1.04","857"
"2020","Suicide","Black","North Carolina","88","2,222,533","3.96","3.89","2,537"
"2020","Suicide","Black","North Dakota","--","25,825","--","--","--"
"2020","Suicide","Black","Ohio","86","1,505,034","5.71","5.64","2,283"
"2020","Suicide","Black","Oklahoma","26","294,961","8.82","8.39","841"
"2020","Suicide","Black","Oregon","--","83,254","--","--","--"
"2020","Suicide","Black","Pennsylvania","53","1,409,558","3.76","3.58","1,444"
"2020","Suicide","Black","Rhode Island","--","67,418","--","--","--"
"2020","Suicide","Black","South Carolina","76","1,344,204","5.65","5.77","2,219"
"2020","Suicide","Black","South Dakota","--","20,465","--","--","--"
"2020","Suicide","Black","Tennessee","64","1,153,835","5.55","5.01","1,950"
"2020","Suicide","Black","Texas","176","3,578,022","4.92","4.81","5,474"
"2020","Suicide","Black","Utah","--","38,561","--","--","--"
"2020","Suicide","Black","Vermont","0**","8,438","0.00**","0.00**","--"
"2020","Suicide","Black","Virginia","87","1,653,463","5.26","5.18","2,620"
"2020","Suicide","Black","Washington","16**","311,791","5.13**","4.36**","468"
"2020","Suicide","Black","West Virginia","--","63,524","--","--","--"
"2020","Suicide","Black","Wisconsin","18**","371,700","4.84**","4.97**","539"
"2020","Suicide","Black","Wyoming","--","5,966","--","--","--"
"2020","Suicide","American Indian / Alaska Native","Alabama","--","27,737","--","--","--"
"2020","Suicide","American Indian / Alaska Native","Alaska","34","109,295","31.11","27.71","1,190"
"2020","Suicide","American Indian / Alaska Native","Arizona","23","273,842","8.40","7.59","774"
"2020","Suicide","American Indian / Alaska Native","Arkansas","--","23,315","--","--","--"
"2020","Suicide","American Indian / Alaska Native","California","--","161,666","--","--","--"
"2020","Suicide","American Indian / Alaska Native","Colorado","--","36,383","--","--","--"
"2020","Suicide","American Indian / Alaska Native","Connecticut","0**","8,044","0.00**","0.00**","--"
"2020","Suicide","American Indian / Alaska Native","Delaware","0**","2,988","0.00**","0.00**","--"
"2020","Suicide","American Indian / Alaska Native","District of Columbia","0**","1,338","0.00**","0.00**","--"
"2020","Suicide","American Indian / Alaska Native","Florida","--","54,064","--","--","--"
"2020","Suicide","American Indian / Alaska Native","Georgia","--","24,556","--","--","--"
"2020","Suicide","American Indian / Alaska Native","Hawaii","0**","3,007","0.00**","0.00**","--"
"2020","Suicide","American Indian / Alaska Native","Idaho","--","19,527","--","--","--"
"2020","Suicide","American Indian / Alaska Native","Illinois","0**","19,738","0.00**","0.00**","--"
"2020","Suicide","American Indian / Alaska Native","Indiana","--","15,550","--","--","--"
"2020","Suicide","American Indian / Alaska Native","Iowa","--","9,593","--","--","--"
"2020","Suicide","American Indian / Alaska Native","Kansas","--","23,001","--","--","--"
"2020","Suicide","American Indian / Alaska Native","Kentucky","0**","9,194","0.00**","0.00**","--"
"2020","Suicide","American Indian / Alaska Native","Louisiana","--","30,035","--","--","--"
"2020","Suicide","American Indian / Alaska Native","Maine","0**","8,746","0.00**","0.00**","--"
"2020","Suicide","American Indian / Alaska Native","Maryland","0**","14,904","0.00**","0.00**","--"
"2020","Suicide","American Indian / Alaska Native","Massachusetts","0**","12,710","0.00**","0.00**","--"
"2020","Suicide","American Indian / Alaska Native","Michigan","--","56,750","--","--","--"
"2020","Suicide","American Indian / Alaska Native","Minnesota","--","59,530","--","--","--"
"2020","Suicide","American Indian / Alaska Native","Mississippi","--","14,879","--","--","--"
"2020","Suicide","American Indian / Alaska Native","Missouri","--","26,625","--","--","--"
"2020","Suicide","American Indian / Alaska Native","Montana","14**","65,379","21.41**","21.10**","392"
"2020","Suicide","American Indian / Alaska Native","Nebraska","0**","15,961","0.00**","0.00**","--"
"2020","Suicide","American Indian / Alaska Native","Nevada","--","26,238","--","--","--"
"2020","Suicide","American Indian / Alaska Native","New Hampshire","0**","2,910","0.00**","0.00**","--"
"2020","Suicide","American Indian / Alaska Native","New Jersey","0**","14,066","0.00**","0.00**","--"
"2020","Suicide","American Indian / Alaska Native","New Mexico","14**","184,953","7.57**","7.56**","388"
"2020","Suicide","American Indian / Alaska Native","New York","--","59,587","--","--","--"
"2020","Suicide","American Indian / Alaska Native","North Carolina","--","109,053","--","--","--"
"2020","Suicide","American Indian / Alaska Native","North Dakota","--","37,584","--","--","--"
"2020","Suicide","American Indian / Alaska Native","Ohio","--","22,665","--","--","--"
"2020","Suicide","American Indian / Alaska Native","Oklahoma","47","329,915","14.25","14.37","1,395"
"2020","Suicide","American Indian / Alaska Native","Oregon","--","46,286","--","--","--"
"2020","Suicide","American Indian / Alaska Native","Pennsylvania","0**","18,849","0.00**","0.00**","--"
"2020","Suicide","American Indian / Alaska Native","Rhode Island","0**","4,599","0.00**","0.00**","--"
"2020","Suicide","American Indian / Alaska Native","South Carolina","--","18,828","--","--","--"
"2020","Suicide","American Indian / Alaska Native","South Dakota","--","69,764","--","--","--"
"2020","Suicide","American Indian / Alaska Native","Tennessee","--","19,620","--","--","--"
"2020","Suicide","American Indian / Alaska Native","Texas","--","95,057","--","--","--"
"2020","Suicide","American Indian / Alaska Native","Utah","--","29,742","--","--","--"
"2020","Suicide","American Indian / Alaska Native","Vermont","0**","2,044","0.00**","0.00**","--"
"2020","Suicide","American Indian / Alaska Native","Virginia","0**","22,884","0.00**","0.00**","--"
"2020","Suicide","American Indian / Alaska Native","Washington","--","94,769","--","--","--"
"2020","Suicide","American Indian / Alaska Native","West Virginia","0**","3,821","0.00**","0.00**","--"
"2020","Suicide","American Indian / Alaska Native","Wisconsin","--","52,180","--","--","--"
"2020","Suicide","American Indian / Alaska Native","Wyoming","--","12,018","--","--","--"
"2020","Suicide","Asian","Alabama","--","75,340","--","--","--"
"2020","Suicide","Asian","Alaska","--","47,206","--","--","--"
"2020","Suicide","Asian","Arizona","--","251,351","--","--","--"
"2020","Suicide","Asian","Arkansas","--","51,205","--","--","--"
"2020","Suicide","Asian","California","88","5,987,825","1.47","1.35","1,842"
"2020","Suicide","Asian","Colorado","--","195,849","--","--","--"
"2020","Suicide","Asian","Connecticut","0**","176,634","0.00**","0.00**","--"
"2020","Suicide","Asian","Delaware","--","41,284","--","--","--"
"2020","Suicide","Asian","District of Columbia","0**","28,972","0.00**","0.00**","--"
"2020","Suicide","Asian","Florida","16**","624,036","2.56**","2.44**","387"
"2020","Suicide","Asian","Georgia","18**","474,843","3.79**","3.56**","470"
"2020","Suicide","Asian","Hawaii","--","522,140","--","--","--"
"2020","Suicide","Asian","Idaho","--","27,274","--","--","--"
"2020","Suicide","Asian","Illinois","--","757,456","--","--","--"
"2020","Suicide","Asian","Indiana","--","175,344","--","--","--"
"2020","Suicide","Asian","Iowa","--","85,145","--","--","--"
"2020","Suicide","Asian","Kansas","--","91,454","--","--","--"
"2020","Suicide","Asian","Kentucky","0**","73,461","0.00**","0.00**","--"
"2020","Suicide","Asian","Louisiana","--","84,892","--","--","--"
"2020","Suicide","Asian","Maine","--","17,664","--","--","--"
"2020","Suicide","Asian","Maryland","--","415,245","--","--","--"
"2020","Suicide","Asian","Massachusetts","--","509,366","--","--","--"
"2020","Suicide","Asian","Michigan","--","338,802","--","--","--"
"2020","Suicide","Asian","Minnesota","--","299,619","--","--","--"
"2020","Suicide","Asian","Mississippi","0**","32,244","0.00**","0.00**","--"
"2020","Suicide","Asian","Missouri","--","134,957","--","--","--"
"2020","Suicide","Asian","Montana","--","10,234","--","--","--"
"2020","Suicide","Asian","Nebraska","0**","52,312","0.00**","0.00**","--"
"2020","Suicide","Asian","Nevada","11**","262,921","4.18**","3.66**","230"
"2020","Suicide","Asian","New Hampshire","--","41,298","--","--","--"
"2020","Suicide","Asian","New Jersey","--","934,658","--","--","--"
"2020","Suicide","Asian","New Mexico","--","33,923","--","--","--"
"2020","Suicide","Asian","New York","--","1,838,840","--","--","--"
"2020","Suicide","Asian","North Carolina","11**","338,850","3.25**","3.32**","308"
"2020","Suicide","Asian","North Dakota","0**","12,961","0.00**","0.00**","--"
"2020","Suicide","Asian","Ohio","--","302,680","--","--","--"
"2020","Suicide","Asian","Oklahoma","--","93,446","--","--","--"
"2020","Suicide","Asian","Oregon","--","201,793","--","--","--"
"2020","Suicide","Asian","Pennsylvania","--","494,041","--","--","--"
"2020","Suicide","Asian","Rhode Island","0**","38,581","0.00**","0.00**","--"
"2020","Suicide","Asian","South Carolina","--","94,053","--","--","--"
"2020","Suicide","Asian","South Dakota","--","14,620","--","--","--"
"2020","Suicide","Asian","Tennessee","--","133,845","--","--","--"
"2020","Suicide","Asian","Texas","46","1,520,840","3.03","3.04","1,253"
"2020","Suicide","Asian","Utah","--","83,691","--","--","--"
"2020","Suicide","Asian","Vermont","--","12,741","--","--","--"
"2020","Suicide","Asian","Virginia","15**","602,261","2.49**","2.48**","467"
"2020","Suicide","Asian","Washington","18**","739,010","2.44**","2.38**","421"
"2020","Suicide","Asian","West Virginia","0**","15,025","0.00**","0.00**","--"
"2020","Suicide","Asian","Wisconsin","--","181,095","--","--","--"
"2020","Suicide","Asian","Wyoming","0**","5,789","0.00**","0.00**","--"
"2020","Suicide","HI Native / Pacific Islander","Alabama","0**","2,557","0.00**","0.00**","--"
"2020","Suicide","HI Native / Pacific Islander","Alaska","0**","11,211","0.00**","0.00**","--"
"2020","Suicide","HI Native / Pacific Islander","Arizona","--","13,609","--","--","--"
"2020","Suicide","HI Native / Pacific Islander","Arkansas","0**","11,611","0.00**","0.00**","--"
"2020","Suicide","HI Native / Pacific Islander","California","--","146,889","--","--","--"
"2020","Suicide","HI Native / Pacific Islander","Colorado","0**","8,539","0.00**","0.00**","--"
"2020","Suicide","HI Native / Pacific Islander","Connecticut","0**","1,332","0.00**","0.00**","--"
"2020","Suicide","HI Native / Pacific Islander","Delaware","0**","343","0.00**","0.00**","--"
"2020","Suicide","HI Native / Pacific Islander","District of Columbia","0**","394","0.00**","0.00**","--"
"2020","Suicide","HI Native / Pacific Islander","Florida","0**","14,294","0.00**","0.00**","--"
"2020","Suicide","HI Native / Pacific Islander","Georgia","0**","7,520","0.00**","0.00**","--"
"2020","Suicide","HI Native / Pacific Islander","Hawaii","--","139,566","--","--","--"
"2020","Suicide","HI Native / Pacific Islander","Idaho","0**","3,357","0.00**","0.00**","--"
"2020","Suicide","HI Native / Pacific Islander","Illinois","0**","3,726","0.00**","0.00**","--"
"2020","Suicide","HI Native / Pacific Islander","Indiana","--","2,706","--","--","--"
"2020","Suicide","HI Native / Pacific Islander","Iowa","0**","4,744","0.00**","0.00**","--"
"2020","Suicide","HI Native / Pacific Islander","Kansas","0**","3,040","0.00**","0.00**","--"
"2020","Suicide","HI Native / Pacific Islander","Kentucky","0**","3,349","0.00**","0.00**","--"
"2020","Suicide","HI Native / Pacific Islander","Louisiana","0**","1,775","0.00**","0.00**","--"
"2020","Suicide","HI Native / Pacific Islander","Maine","0**","431","0.00**","0.00**","--"
"2020","Suicide","HI Native / Pacific Islander","Maryland","0**","3,011","0.00**","0.00**","--"
"2020","Suicide","HI Native / Pacific Islander","Massachusetts","0**","3,096","0.00**","0.00**","--"
"2020","Suicide","HI Native / Pacific Islander","Michigan","0**","2,887","0.00**","0.00**","--"
"2020","Suicide","HI Native / Pacific Islander","Minnesota","0**","3,209","0.00**","0.00**","--"
"2020","Suicide","HI Native / Pacific Islander","Mississippi","0**","1,106","0.00**","0.00**","--"
"2020","Suicide","HI Native / Pacific Islander","Missouri","0**","8,765","0.00**","0.00**","--"
"2020","Suicide","HI Native / Pacific Islander","Montana","0**","765","0.00**","0.00**","--"
"2020","Suicide","HI Native / Pacific Islander","Nebraska","0**","1,290","0.00**","0.00**","--"
"2020","Suicide","HI Native / Pacific Islander","Nevada","0**","20,934","0.00**","0.00**","--"
"2020","Suicide","HI Native / Pacific Islander","New Hampshire","0**","402","0.00**","0.00**","--"
"2020","Suicide","HI Native / Pacific Islander","New Jersey","0**","3,303","0.00**","0.00**","--"
"2020","Suicide","HI Native / Pacific Islander","New Mexico","0**","1,384","0.00**","0.00**","--"
"2020","Suicide","HI Native / Pacific Islander","New York","0**","9,524","0.00**","0.00**","--"
"2020","Suicide","HI Native / Pacific Islander","North Carolina","--","7,224","--","--","--"
"2020","Suicide","HI Native / Pacific Islander","North Dakota","0**","561","0.00**","0.00**","--"
"2020","Suicide","HI Native / Pacific Islander","Ohio","0**","5,238","0.00**","0.00**","--"
"2020","Suicide","HI Native / Pacific Islander","Oklahoma","--","7,637","--","--","--"
"2020","Suicide","HI Native / Pacific Islander","Oregon","--","17,580","--","--","--"
"2020","Suicide","HI Native / Pacific Islander","Pennsylvania","0**","4,053","0.00**","0.00**","--"
"2020","Suicide","HI Native / Pacific Islander","Rhode Island","0**","685","0.00**","0.00**","--"
"2020","Suicide","HI Native / Pacific Islander","South Carolina","0**","3,051","0.00**","0.00**","--"
"2020","Suicide","HI Native / Pacific Islander","South Dakota","0**","562","0.00**","0.00**","--"
"2020","Suicide","HI Native / Pacific Islander","Tennessee","0**","3,891","0.00**","0.00**","--"
"2020","Suicide","HI Native / Pacific Islander","Texas","--","26,717","--","--","--"
"2020","Suicide","HI Native / Pacific Islander","Utah","--","33,850","--","--","--"
"2020","Suicide","HI Native / Pacific Islander","Vermont","0**","183","0.00**","0.00**","--"
"2020","Suicide","HI Native / Pacific Islander","Virginia","0**","6,379","0.00**","0.00**","--"
"2020","Suicide","HI Native / Pacific Islander","Washington","--","55,473","--","--","--"
"2020","Suicide","HI Native / Pacific Islander","West Virginia","--","448","--","--","--"
"2020","Suicide","HI Native / Pacific Islander","Wisconsin","0**","2,357","0.00**","0.00**","--"
"2020","Suicide","HI Native / Pacific Islander","Wyoming","0**","409","0.00**","0.00**","--"
"2020","Suicide","More than One Race","Alabama","--","83,687","--","--","--"
"2020","Suicide","More than One Race","Alaska","11**","52,055","21.13**","28.48**","319"
"2020","Suicide","More than One Race","Arizona","11**","157,035","7.01**","6.99**","351"
"2020","Suicide","More than One Race","Arkansas","--","61,616","--","--","--"
"2020","Suicide","More than One Race","California","32","1,160,299","2.76","3.01","973"
"2020","Suicide","More than One Race","Colorado","--","140,702","--","--","--"
"2020","Suicide","More than One Race","Connecticut","0**","67,051","0.00**","0.00**","--"
"2020","Suicide","More than One Race","Delaware","--","24,826","--","--","--"
"2020","Suicide","More than One Race","District of Columbia","0**","16,153","0.00**","0.00**","--"
"2020","Suicide","More than One Race","Florida","--","377,590","--","--","--"
"2020","Suicide","More than One Race","Georgia","--","211,364","--","--","--"
"2020","Suicide","More than One Race","Hawaii","--","289,502","--","--","--"
