"Year","State","Age Group","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2020","Vermont","65 to 69","0**","174","0.00**","--","--"
"2020","Vermont","70 to 74","0**","72","0.00**","--","--"
"2020","Vermont","75 to 79","0**","33","0.00**","--","--"
"2020","Vermont","80 to 84","0**","24","0.00**","--","--"
"2020","Vermont","85+","0**","26","0.00**","--","--"
"2020","Virginia","0 to 4","--","55,290","--","--","--"
"2020","Virginia","5 to 9","0**","55,910","0.00**","--","--"
"2020","Virginia","10 to 14","--","59,011","--","--","--"
"2020","Virginia","15 to 19","40","59,557","67.16","--","1,886"
"2020","Virginia","20 to 24","61","62,249","97.99","--","2,641"
"2020","Virginia","25 to 29","59","67,618","87.26","--","2,244"
"2020","Virginia","30 to 34","42","63,273","66.38","--","1,403"
"2020","Virginia","35 to 39","28","58,744","47.66","--","793"
"2020","Virginia","40 to 44","18**","53,104","33.90**","--","432"
"2020","Virginia","45 to 49","14**","50,080","27.96**","--","252"
"2020","Virginia","50 to 54","--","51,839","--","--","--"
"2020","Virginia","55 to 59","--","55,123","--","--","--"
"2020","Virginia","60 to 64","--","48,903","--","--","--"
"2020","Virginia","65 to 69","--","36,977","--","--","--"
"2020","Virginia","70 to 74","0**","25,843","0.00**","--","--"
"2020","Virginia","75 to 79","0**","14,796","0.00**","--","--"
"2020","Virginia","80 to 84","--","8,549","--","--","--"
"2020","Virginia","85+","0**","6,123","0.00**","--","--"
"2020","Washington","0 to 4","0**","11,874","0.00**","--","--"
"2020","Washington","5 to 9","0**","12,281","0.00**","--","--"
"2020","Washington","10 to 14","0**","12,429","0.00**","--","--"
"2020","Washington","15 to 19","13**","11,291","115.14**","--","615"
"2020","Washington","20 to 24","--","14,473","--","--","--"
"2020","Washington","25 to 29","13**","17,739","73.29**","--","494"
"2020","Washington","30 to 34","--","17,994","--","--","--"
"2020","Washington","35 to 39","--","16,554","--","--","--"
"2020","Washington","40 to 44","0**","14,078","0.00**","--","--"
"2020","Washington","45 to 49","--","12,285","--","--","--"
"2020","Washington","50 to 54","--","11,480","--","--","--"
"2020","Washington","55 to 59","0**","10,647","0.00**","--","--"
"2020","Washington","60 to 64","0**","9,285","0.00**","--","--"
"2020","Washington","65 to 69","0**","6,250","0.00**","--","--"
"2020","Washington","70 to 74","0**","3,778","0.00**","--","--"
"2020","Washington","75 to 79","0**","2,066","0.00**","--","--"
"2020","Washington","80 to 84","0**","1,137","0.00**","--","--"
"2020","Washington","85+","0**","737","0.00**","--","--"
"2020","West Virginia","0 to 4","0**","1,877","0.00**","--","--"
"2020","West Virginia","5 to 9","0**","1,918","0.00**","--","--"
"2020","West Virginia","10 to 14","0**","1,998","0.00**","--","--"
"2020","West Virginia","15 to 19","0**","2,623","0.00**","--","--"
"2020","West Virginia","20 to 24","--","3,191","--","--","--"
"2020","West Virginia","25 to 29","--","3,076","--","--","--"
"2020","West Virginia","30 to 34","--","3,093","--","--","--"
"2020","West Virginia","35 to 39","--","2,732","--","--","--"
"2020","West Virginia","40 to 44","--","2,396","--","--","--"
"2020","West Virginia","45 to 49","0**","2,182","0.00**","--","--"
"2020","West Virginia","50 to 54","0**","2,133","0.00**","--","--"
"2020","West Virginia","55 to 59","0**","2,153","0.00**","--","--"
"2020","West Virginia","60 to 64","0**","2,229","0.00**","--","--"
"2020","West Virginia","65 to 69","0**","1,817","0.00**","--","--"
"2020","West Virginia","70 to 74","0**","1,259","0.00**","--","--"
"2020","West Virginia","75 to 79","0**","632","0.00**","--","--"
"2020","West Virginia","80 to 84","0**","332","0.00**","--","--"
"2020","West Virginia","85+","0**","207","0.00**","--","--"
"2020","Wisconsin","0 to 4","0**","17,197","0.00**","--","--"
"2020","Wisconsin","5 to 9","0**","17,149","0.00**","--","--"
"2020","Wisconsin","10 to 14","--","18,079","--","--","--"
"2020","Wisconsin","15 to 19","25","17,146","145.81","--","1,179"
"2020","Wisconsin","20 to 24","23","16,984","135.42","--","994"
"2020","Wisconsin","25 to 29","25","18,075","138.31","--","962"
"2020","Wisconsin","30 to 34","25","15,082","165.76","--","833"
"2020","Wisconsin","35 to 39","19**","13,040","145.71**","--","544"
"2020","Wisconsin","40 to 44","--","11,658","--","--","--"
"2020","Wisconsin","45 to 49","--","10,883","--","--","--"
"2020","Wisconsin","50 to 54","--","10,367","--","--","--"
"2020","Wisconsin","55 to 59","--","9,483","--","--","--"
"2020","Wisconsin","60 to 64","--","8,205","--","--","--"
"2020","Wisconsin","65 to 69","--","5,856","--","--","--"
"2020","Wisconsin","70 to 74","0**","3,898","0.00**","--","--"
"2020","Wisconsin","75 to 79","--","2,044","--","--","--"
"2020","Wisconsin","80 to 84","0**","1,263","0.00**","--","--"
"2020","Wisconsin","85+","0**","902","0.00**","--","--"
"2020","Wyoming","0 to 4","0**","236","0.00**","--","--"
"2020","Wyoming","5 to 9","0**","284","0.00**","--","--"
"2020","Wyoming","10 to 14","0**","267","0.00**","--","--"
"2020","Wyoming","15 to 19","0**","268","0.00**","--","--"
"2020","Wyoming","20 to 24","0**","481","0.00**","--","--"
"2020","Wyoming","25 to 29","0**","403","0.00**","--","--"
"2020","Wyoming","30 to 34","0**","381","0.00**","--","--"
"2020","Wyoming","35 to 39","0**","336","0.00**","--","--"
"2020","Wyoming","40 to 44","0**","272","0.00**","--","--"
"2020","Wyoming","45 to 49","0**","246","0.00**","--","--"
"2020","Wyoming","50 to 54","0**","172","0.00**","--","--"
"2020","Wyoming","55 to 59","0**","238","0.00**","--","--"
"2020","Wyoming","60 to 64","0**","229","0.00**","--","--"
"2020","Wyoming","65 to 69","0**","172","0.00**","--","--"
"2020","Wyoming","70 to 74","0**","118","0.00**","--","--"
"2020","Wyoming","75 to 79","0**","31","0.00**","--","--"
"2020","Wyoming","80 to 84","0**","23","0.00**","--","--"
"2020","Wyoming","85+","0**","20","0.00**","--","--"
"2019","Alabama","0 to 4","--","44,549","--","--","--"
"2019","Alabama","5 to 9","--","44,188","--","--","--"
"2019","Alabama","10 to 14","--","46,368","--","--","--"
"2019","Alabama","15 to 19","37","47,456","77.97","--","1,738"
"2019","Alabama","20 to 24","55","48,557","113.27","--","2,384"
"2019","Alabama","25 to 29","58","51,759","112.06","--","2,207"
"2019","Alabama","30 to 34","41","42,476","96.53","--","1,376"
"2019","Alabama","35 to 39","32","38,888","82.29","--","890"
"2019","Alabama","40 to 44","34","35,514","95.74","--","779"
"2019","Alabama","45 to 49","12**","35,289","34.01**","--","215"
"2019","Alabama","50 to 54","--","34,809","--","--","--"
"2019","Alabama","55 to 59","12**","37,509","31.99**","--","99"
"2019","Alabama","60 to 64","--","35,297","--","--","--"
"2019","Alabama","65 to 69","--","27,884","--","--","--"
"2019","Alabama","70 to 74","--","18,667","--","--","--"
"2019","Alabama","75 to 79","0**","10,801","0.00**","--","--"
"2019","Alabama","80 to 84","--","6,351","--","--","--"
"2019","Alabama","85+","0**","4,714","0.00**","--","--"
"2019","Alaska","0 to 4","0**","973","0.00**","--","--"
"2019","Alaska","5 to 9","0**","858","0.00**","--","--"
"2019","Alaska","10 to 14","0**","794","0.00**","--","--"
"2019","Alaska","15 to 19","--","930","--","--","--"
"2019","Alaska","20 to 24","0**","1,768","0.00**","--","--"
"2019","Alaska","25 to 29","0**","1,819","0.00**","--","--"
"2019","Alaska","30 to 34","--","1,473","--","--","--"
"2019","Alaska","35 to 39","--","1,249","--","--","--"
"2019","Alaska","40 to 44","--","990","--","--","--"
"2019","Alaska","45 to 49","0**","945","0.00**","--","--"
"2019","Alaska","50 to 54","0**","843","0.00**","--","--"
"2019","Alaska","55 to 59","0**","844","0.00**","--","--"
"2019","Alaska","60 to 64","0**","694","0.00**","--","--"
"2019","Alaska","65 to 69","0**","518","0.00**","--","--"
"2019","Alaska","70 to 74","0**","257","0.00**","--","--"
"2019","Alaska","75 to 79","0**","123","0.00**","--","--"
"2019","Alaska","80 to 84","0**","71","0.00**","--","--"
"2019","Alaska","85+","0**","54","0.00**","--","--"
"2019","Arizona","0 to 4","0**","13,985","0.00**","--","--"
"2019","Arizona","5 to 9","0**","14,648","0.00**","--","--"
"2019","Arizona","10 to 14","--","15,268","--","--","--"
"2019","Arizona","15 to 19","--","14,761","--","--","--"
"2019","Arizona","20 to 24","11**","16,560","66.43**","--","461"
"2019","Arizona","25 to 29","--","19,070","--","--","--"
"2019","Arizona","30 to 34","--","17,036","--","--","--"
"2019","Arizona","35 to 39","--","15,011","--","--","--"
"2019","Arizona","40 to 44","--","12,940","--","--","--"
"2019","Arizona","45 to 49","--","11,837","--","--","--"
"2019","Arizona","50 to 54","--","10,790","--","--","--"
"2019","Arizona","55 to 59","0**","10,369","0.00**","--","--"
"2019","Arizona","60 to 64","--","8,645","--","--","--"
"2019","Arizona","65 to 69","0**","6,174","0.00**","--","--"
"2019","Arizona","70 to 74","0**","4,189","0.00**","--","--"
"2019","Arizona","75 to 79","0**","2,514","0.00**","--","--"
"2019","Arizona","80 to 84","0**","1,530","0.00**","--","--"
"2019","Arizona","85+","0**","1,028","0.00**","--","--"
"2019","Arkansas","0 to 4","--","18,107","--","--","--"
"2019","Arkansas","5 to 9","0**","17,905","0.00**","--","--"
"2019","Arkansas","10 to 14","0**","18,342","0.00**","--","--"
"2019","Arkansas","15 to 19","14**","18,332","76.37**","--","667"
"2019","Arkansas","20 to 24","20**","18,979","105.38**","--","860"
"2019","Arkansas","25 to 29","16**","18,867","84.80**","--","605"
"2019","Arkansas","30 to 34","18**","15,694","114.69**","--","586"
"2019","Arkansas","35 to 39","18**","14,671","122.69**","--","495"
"2019","Arkansas","40 to 44","--","12,923","--","--","--"
"2019","Arkansas","45 to 49","--","12,187","--","--","--"
"2019","Arkansas","50 to 54","--","11,920","--","--","--"
"2019","Arkansas","55 to 59","--","12,928","--","--","--"
"2019","Arkansas","60 to 64","--","12,136","--","--","--"
"2019","Arkansas","65 to 69","--","9,692","--","--","--"
"2019","Arkansas","70 to 74","--","6,148","--","--","--"
"2019","Arkansas","75 to 79","0**","3,487","0.00**","--","--"
"2019","Arkansas","80 to 84","0**","1,947","0.00**","--","--"
"2019","Arkansas","85+","0**","1,676","0.00**","--","--"
"2019","California","0 to 4","0**","72,049","0.00**","--","--"
"2019","California","5 to 9","0**","77,188","0.00**","--","--"
"2019","California","10 to 14","0**","83,760","0.00**","--","--"
"2019","California","15 to 19","33","85,127","38.77","--","1,565"
"2019","California","20 to 24","57","96,757","58.91","--","2,445"
"2019","California","25 to 29","67","121,521","55.14","--","2,538"
"2019","California","30 to 34","56","107,689","52.00","--","1,869"
"2019","California","35 to 39","43","92,367","46.55","--","1,215"
"2019","California","40 to 44","28","80,289","34.87","--","652"
"2019","California","45 to 49","24","79,302","30.26","--","447"
"2019","California","50 to 54","11**","81,635","13.48**","--","147"
"2019","California","55 to 59","13**","84,351","15.41**","--","113"
"2019","California","60 to 64","--","71,408","--","--","--"
"2019","California","65 to 69","--","50,916","--","--","--"
"2019","California","70 to 74","0**","34,992","0.00**","--","--"
"2019","California","75 to 79","0**","22,651","0.00**","--","--"
"2019","California","80 to 84","0**","15,346","0.00**","--","--"
"2019","California","85+","0**","12,025","0.00**","--","--"
"2019","Colorado","0 to 4","0**","9,391","0.00**","--","--"
"2019","Colorado","5 to 9","0**","9,409","0.00**","--","--"
"2019","Colorado","10 to 14","--","9,619","--","--","--"
"2019","Colorado","15 to 19","--","9,677","--","--","--"
"2019","Colorado","20 to 24","--","11,088","--","--","--"
"2019","Colorado","25 to 29","--","14,613","--","--","--"
"2019","Colorado","30 to 34","--","13,113","--","--","--"
"2019","Colorado","35 to 39","--","11,473","--","--","--"
"2019","Colorado","40 to 44","--","9,729","--","--","--"
"2019","Colorado","45 to 49","--","9,513","--","--","--"
"2019","Colorado","50 to 54","0**","8,118","0.00**","--","--"
"2019","Colorado","55 to 59","--","7,861","--","--","--"
"2019","Colorado","60 to 64","0**","6,600","0.00**","--","--"
"2019","Colorado","65 to 69","0**","4,548","0.00**","--","--"
"2019","Colorado","70 to 74","0**","2,868","0.00**","--","--"
"2019","Colorado","75 to 79","0**","1,680","0.00**","--","--"
"2019","Colorado","80 to 84","0**","1,067","0.00**","--","--"
"2019","Colorado","85+","0**","766","0.00**","--","--"
"2019","Connecticut","0 to 4","0**","13,735","0.00**","--","--"
"2019","Connecticut","5 to 9","0**","14,664","0.00**","--","--"
"2019","Connecticut","10 to 14","0**","16,023","0.00**","--","--"
"2019","Connecticut","15 to 19","--","16,872","--","--","--"
"2019","Connecticut","20 to 24","--","17,683","--","--","--"
"2019","Connecticut","25 to 29","--","19,324","--","--","--"
"2019","Connecticut","30 to 34","--","15,986","--","--","--"
"2019","Connecticut","35 to 39","--","14,412","--","--","--"
"2019","Connecticut","40 to 44","--","13,321","--","--","--"
"2019","Connecticut","45 to 49","--","12,990","--","--","--"
"2019","Connecticut","50 to 54","0**","13,120","0.00**","--","--"
"2019","Connecticut","55 to 59","--","12,210","--","--","--"
"2019","Connecticut","60 to 64","0**","10,145","0.00**","--","--"
"2019","Connecticut","65 to 69","0**","6,833","0.00**","--","--"
"2019","Connecticut","70 to 74","--","4,790","--","--","--"
"2019","Connecticut","75 to 79","0**","3,246","0.00**","--","--"
"2019","Connecticut","80 to 84","0**","1,955","0.00**","--","--"
"2019","Connecticut","85+","0**","1,512","0.00**","--","--"
"2019","Delaware","0 to 4","0**","7,466","0.00**","--","--"
"2019","Delaware","5 to 9","0**","7,922","0.00**","--","--"
"2019","Delaware","10 to 14","0**","8,174","0.00**","--","--"
"2019","Delaware","15 to 19","--","8,400","--","--","--"
"2019","Delaware","20 to 24","--","8,458","--","--","--"
"2019","Delaware","25 to 29","--","8,939","--","--","--"
"2019","Delaware","30 to 34","--","7,152","--","--","--"
"2019","Delaware","35 to 39","--","6,675","--","--","--"
"2019","Delaware","40 to 44","--","6,042","--","--","--"
"2019","Delaware","45 to 49","--","6,533","--","--","--"
"2019","Delaware","50 to 54","0**","6,637","0.00**","--","--"
"2019","Delaware","55 to 59","0**","6,926","0.00**","--","--"
"2019","Delaware","60 to 64","0**","5,910","0.00**","--","--"
"2019","Delaware","65 to 69","--","4,344","--","--","--"
"2019","Delaware","70 to 74","0**","3,232","0.00**","--","--"
"2019","Delaware","75 to 79","0**","2,039","0.00**","--","--"
"2019","Delaware","80 to 84","0**","1,132","0.00**","--","--"
"2019","Delaware","85+","0**","829","0.00**","--","--"
"2019","District of Columbia","0 to 4","0**","11,144","0.00**","--","--"
"2019","District of Columbia","5 to 9","0**","11,178","0.00**","--","--"
"2019","District of Columbia","10 to 14","--","9,076","--","--","--"
"2019","District of Columbia","15 to 19","16**","9,020","177.38**","--","761"
"2019","District of Columbia","20 to 24","40","10,063","397.50","--","1,713"
"2019","District of Columbia","25 to 29","31","14,139","219.25","--","1,181"
"2019","District of Columbia","30 to 34","15**","11,807","127.04**","--","501"
"2019","District of Columbia","35 to 39","--","9,671","--","--","--"
"2019","District of Columbia","40 to 44","--","8,288","--","--","--"
"2019","District of Columbia","45 to 49","--","8,122","--","--","--"
"2019","District of Columbia","50 to 54","--","8,422","--","--","--"
"2019","District of Columbia","55 to 59","--","9,705","--","--","--"
"2019","District of Columbia","60 to 64","0**","8,711","0.00**","--","--"
"2019","District of Columbia","65 to 69","0**","6,669","0.00**","--","--"
"2019","District of Columbia","70 to 74","0**","4,767","0.00**","--","--"
"2019","District of Columbia","75 to 79","0**","2,989","0.00**","--","--"
"2019","District of Columbia","80 to 84","0**","2,086","0.00**","--","--"
"2019","District of Columbia","85+","0**","2,039","0.00**","--","--"
"2019","Florida","0 to 4","0**","132,086","0.00**","--","--"
"2019","Florida","5 to 9","--","135,819","--","--","--"
"2019","Florida","10 to 14","--","134,301","--","--","--"
"2019","Florida","15 to 19","73","131,280","55.61","--","3,440"
"2019","Florida","20 to 24","110","136,456","80.61","--","4,726"
"2019","Florida","25 to 29","110","154,964","70.98","--","4,193"
"2019","Florida","30 to 34","87","134,283","64.79","--","2,907"
"2019","Florida","35 to 39","51","121,745","41.89","--","1,423"
"2019","Florida","40 to 44","34","107,858","31.52","--","781"
"2019","Florida","45 to 49","23","105,029","21.90","--","428"
"2019","Florida","50 to 54","15**","101,635","14.76**","--","201"
"2019","Florida","55 to 59","15**","100,367","14.95**","--","127"
"2019","Florida","60 to 64","--","87,138","--","--","--"
"2019","Florida","65 to 69","--","66,528","--","--","--"
"2019","Florida","70 to 74","--","47,156","--","--","--"
"2019","Florida","75 to 79","--","30,196","--","--","--"
"2019","Florida","80 to 84","0**","18,568","0.00**","--","--"
"2019","Florida","85+","0**","13,889","0.00**","--","--"
"2019","Georgia","0 to 4","0**","116,727","0.00**","--","--"
"2019","Georgia","5 to 9","0**","122,607","0.00**","--","--"
"2019","Georgia","10 to 14","--","129,769","--","--","--"
"2019","Georgia","15 to 19","69","129,288","53.37","--","3,249"
"2019","Georgia","20 to 24","104","127,920","81.30","--","4,473"
"2019","Georgia","25 to 29","93","140,424","66.23","--","3,546"
"2019","Georgia","30 to 34","59","118,306","49.87","--","1,965"
"2019","Georgia","35 to 39","36","109,579","32.85","--","1,013"
"2019","Georgia","40 to 44","35","100,517","34.82","--","815"
"2019","Georgia","45 to 49","15**","102,804","14.59**","--","272"
"2019","Georgia","50 to 54","21","98,903","21.23","--","280"
"2019","Georgia","55 to 59","12**","96,624","12.42**","--","105"
"2019","Georgia","60 to 64","--","80,754","--","--","--"
"2019","Georgia","65 to 69","--","59,888","--","--","--"
"2019","Georgia","70 to 74","--","41,103","--","--","--"
"2019","Georgia","75 to 79","0**","23,600","0.00**","--","--"
"2019","Georgia","80 to 84","0**","12,663","0.00**","--","--"
"2019","Georgia","85+","--","8,671","--","--","--"
"2019","Hawaii","0 to 4","0**","1,035","0.00**","--","--"
"2019","Hawaii","5 to 9","0**","898","0.00**","--","--"
"2019","Hawaii","10 to 14","0**","768","0.00**","--","--"
"2019","Hawaii","15 to 19","0**","800","0.00**","--","--"
"2019","Hawaii","20 to 24","0**","2,449","0.00**","--","--"
"2019","Hawaii","25 to 29","0**","2,689","0.00**","--","--"
"2019","Hawaii","30 to 34","0**","2,024","0.00**","--","--"
"2019","Hawaii","35 to 39","0**","1,833","0.00**","--","--"
"2019","Hawaii","40 to 44","0**","1,289","0.00**","--","--"
"2019","Hawaii","45 to 49","0**","1,117","0.00**","--","--"
"2019","Hawaii","50 to 54","0**","958","0.00**","--","--"
"2019","Hawaii","55 to 59","0**","833","0.00**","--","--"
"2019","Hawaii","60 to 64","0**","691","0.00**","--","--"
"2019","Hawaii","65 to 69","0**","495","0.00**","--","--"
"2019","Hawaii","70 to 74","0**","338","0.00**","--","--"
"2019","Hawaii","75 to 79","0**","142","0.00**","--","--"
"2019","Hawaii","80 to 84","0**","97","0.00**","--","--"
"2019","Hawaii","85+","0**","102","0.00**","--","--"
"2019","Idaho","0 to 4","0**","683","0.00**","--","--"
"2019","Idaho","5 to 9","0**","626","0.00**","--","--"
"2019","Idaho","10 to 14","0**","691","0.00**","--","--"
"2019","Idaho","15 to 19","0**","811","0.00**","--","--"
"2019","Idaho","20 to 24","0**","958","0.00**","--","--"
"2019","Idaho","25 to 29","0**","1,105","0.00**","--","--"
"2019","Idaho","30 to 34","0**","841","0.00**","--","--"
"2019","Idaho","35 to 39","0**","709","0.00**","--","--"
"2019","Idaho","40 to 44","0**","512","0.00**","--","--"
"2019","Idaho","45 to 49","--","543","--","--","--"
"2019","Idaho","50 to 54","0**","444","0.00**","--","--"
"2019","Idaho","55 to 59","0**","419","0.00**","--","--"
"2019","Idaho","60 to 64","0**","364","0.00**","--","--"
"2019","Idaho","65 to 69","0**","206","0.00**","--","--"
"2019","Idaho","70 to 74","0**","116","0.00**","--","--"
"2019","Idaho","75 to 79","0**","55","0.00**","--","--"
"2019","Idaho","80 to 84","0**","24","0.00**","--","--"
"2019","Idaho","85+","0**","17","0.00**","--","--"
"2019","Illinois","0 to 4","--","64,427","--","--","--"
"2019","Illinois","5 to 9","0**","63,887","0.00**","--","--"
"2019","Illinois","10 to 14","--","64,598","--","--","--"
"2019","Illinois","15 to 19","93","66,537","139.77","--","4,422"
"2019","Illinois","20 to 24","126","70,059","179.85","--","5,389"
"2019","Illinois","25 to 29","116","79,035","146.77","--","4,415"
"2019","Illinois","30 to 34","92","62,983","146.07","--","3,063"
"2019","Illinois","35 to 39","49","55,746","87.90","--","1,382"
"2019","Illinois","40 to 44","29","50,800","57.09","--","673"
"2019","Illinois","45 to 49","13**","52,176","24.92**","--","238"
"2019","Illinois","50 to 54","10**","50,509","19.80**","--","129"
"2019","Illinois","55 to 59","--","53,198","--","--","--"
"2019","Illinois","60 to 64","--","46,659","--","--","--"
"2019","Illinois","65 to 69","--","34,543","--","--","--"
"2019","Illinois","70 to 74","0**","24,477","0.00**","--","--"
"2019","Illinois","75 to 79","--","16,289","--","--","--"
"2019","Illinois","80 to 84","0**","10,232","0.00**","--","--"
"2019","Illinois","85+","0**","8,280","0.00**","--","--"
"2019","Indiana","0 to 4","--","27,040","--","--","--"
"2019","Indiana","5 to 9","--","26,501","--","--","--"
"2019","Indiana","10 to 14","--","27,004","--","--","--"
"2019","Indiana","15 to 19","44","26,710","164.73","--","2,077"
"2019","Indiana","20 to 24","46","27,022","170.23","--","1,971"
"2019","Indiana","25 to 29","36","29,008","124.10","--","1,391"
"2019","Indiana","30 to 34","27","24,001","112.50","--","906"
"2019","Indiana","35 to 39","19**","21,418","88.71**","--","537"
"2019","Indiana","40 to 44","12**","19,719","60.86**","--","276"
"2019","Indiana","45 to 49","--","18,725","--","--","--"
"2019","Indiana","50 to 54","--","17,338","--","--","--"
"2019","Indiana","55 to 59","--","17,513","--","--","--"
"2019","Indiana","60 to 64","--","15,325","--","--","--"
"2019","Indiana","65 to 69","--","11,193","--","--","--"
"2019","Indiana","70 to 74","0**","7,307","0.00**","--","--"
"2019","Indiana","75 to 79","--","4,486","--","--","--"
"2019","Indiana","80 to 84","0**","2,734","0.00**","--","--"
"2019","Indiana","85+","0**","2,154","0.00**","--","--"
"2019","Iowa","0 to 4","0**","6,732","0.00**","--","--"
"2019","Iowa","5 to 9","0**","6,042","0.00**","--","--"
"2019","Iowa","10 to 14","0**","5,868","0.00**","--","--"
"2019","Iowa","15 to 19","--","5,985","--","--","--"
"2019","Iowa","20 to 24","--","6,731","--","--","--"
"2019","Iowa","25 to 29","--","6,893","--","--","--"
"2019","Iowa","30 to 34","--","5,949","--","--","--"
"2019","Iowa","35 to 39","--","5,396","--","--","--"
"2019","Iowa","40 to 44","--","4,367","--","--","--"
"2019","Iowa","45 to 49","--","3,720","--","--","--"
"2019","Iowa","50 to 54","0**","3,198","0.00**","--","--"
"2019","Iowa","55 to 59","0**","2,823","0.00**","--","--"
"2019","Iowa","60 to 64","0**","2,156","0.00**","--","--"
"2019","Iowa","65 to 69","0**","1,405","0.00**","--","--"
"2019","Iowa","70 to 74","0**","830","0.00**","--","--"
"2019","Iowa","75 to 79","0**","497","0.00**","--","--"
"2019","Iowa","80 to 84","0**","274","0.00**","--","--"
"2019","Iowa","85+","0**","215","0.00**","--","--"
"2019","Kansas","0 to 4","0**","6,919","0.00**","--","--"
"2019","Kansas","5 to 9","--","6,816","--","--","--"
"2019","Kansas","10 to 14","0**","6,927","0.00**","--","--"
"2019","Kansas","15 to 19","--","7,170","--","--","--"
"2019","Kansas","20 to 24","10**","8,695","115.01**","--","434"
"2019","Kansas","25 to 29","--","8,746","--","--","--"
"2019","Kansas","30 to 34","--","7,243","--","--","--"
"2019","Kansas","35 to 39","--","6,684","--","--","--"
"2019","Kansas","40 to 44","--","5,611","--","--","--"
"2019","Kansas","45 to 49","0**","5,309","0.00**","--","--"
"2019","Kansas","50 to 54","--","4,900","--","--","--"
"2019","Kansas","55 to 59","--","5,187","--","--","--"
"2019","Kansas","60 to 64","--","4,715","--","--","--"
"2019","Kansas","65 to 69","0**","3,244","0.00**","--","--"
"2019","Kansas","70 to 74","0**","2,036","0.00**","--","--"
"2019","Kansas","75 to 79","0**","1,219","0.00**","--","--"
"2019","Kansas","80 to 84","0**","795","0.00**","--","--"
"2019","Kansas","85+","0**","619","0.00**","--","--"
"2019","Kentucky","0 to 4","0**","13,378","0.00**","--","--"
"2019","Kentucky","5 to 9","0**","13,376","0.00**","--","--"
"2019","Kentucky","10 to 14","--","13,994","--","--","--"
"2019","Kentucky","15 to 19","21","15,553","135.02","--","999"
"2019","Kentucky","20 to 24","15**","17,462","85.90**","--","645"
"2019","Kentucky","25 to 29","18**","17,409","103.40**","--","692"
"2019","Kentucky","30 to 34","15**","13,721","109.32**","--","497"
"2019","Kentucky","35 to 39","--","12,522","--","--","--"
"2019","Kentucky","40 to 44","--","11,479","--","--","--"
"2019","Kentucky","45 to 49","--","10,871","--","--","--"
"2019","Kentucky","50 to 54","--","10,473","--","--","--"
"2019","Kentucky","55 to 59","--","11,122","--","--","--"
"2019","Kentucky","60 to 64","0**","10,013","0.00**","--","--"
"2019","Kentucky","65 to 69","--","7,253","--","--","--"
"2019","Kentucky","70 to 74","0**","4,609","0.00**","--","--"
"2019","Kentucky","75 to 79","0**","2,629","0.00**","--","--"
"2019","Kentucky","80 to 84","0**","1,575","0.00**","--","--"
"2019","Kentucky","85+","0**","1,271","0.00**","--","--"
"2019","Louisiana","0 to 4","0**","57,339","0.00**","--","--"
"2019","Louisiana","5 to 9","--","56,991","--","--","--"
"2019","Louisiana","10 to 14","--","58,626","--","--","--"
"2019","Louisiana","15 to 19","48","57,273","83.81","--","2,276"
"2019","Louisiana","20 to 24","69","57,390","120.23","--","2,968"
"2019","Louisiana","25 to 29","74","61,854","119.64","--","2,826"
"2019","Louisiana","30 to 34","49","53,112","92.26","--","1,616"
"2019","Louisiana","35 to 39","49","48,163","101.74","--","1,383"
"2019","Louisiana","40 to 44","32","40,770","78.49","--","739"
"2019","Louisiana","45 to 49","13**","37,977","34.23**","--","231"
"2019","Louisiana","50 to 54","12**","38,920","30.83**","--","156"
"2019","Louisiana","55 to 59","11**","42,000","26.19**","--","96"
"2019","Louisiana","60 to 64","12**","39,249","30.57**","--","38"
"2019","Louisiana","65 to 69","--","30,500","--","--","--"
"2019","Louisiana","70 to 74","0**","20,708","0.00**","--","--"
"2019","Louisiana","75 to 79","--","12,080","--","--","--"
"2019","Louisiana","80 to 84","0**","7,220","0.00**","--","--"
"2019","Louisiana","85+","0**","5,547","0.00**","--","--"
"2019","Maine","0 to 4","0**","1,051","0.00**","--","--"
"2019","Maine","5 to 9","0**","1,139","0.00**","--","--"
"2019","Maine","10 to 14","0**","1,134","0.00**","--","--"
"2019","Maine","15 to 19","0**","1,153","0.00**","--","--"
"2019","Maine","20 to 24","--","1,350","--","--","--"
"2019","Maine","25 to 29","0**","1,162","0.00**","--","--"
"2019","Maine","30 to 34","0**","968","0.00**","--","--"
"2019","Maine","35 to 39","0**","1,007","0.00**","--","--"
"2019","Maine","40 to 44","--","804","--","--","--"
"2019","Maine","45 to 49","0**","772","0.00**","--","--"
"2019","Maine","50 to 54","0**","594","0.00**","--","--"
"2019","Maine","55 to 59","0**","537","0.00**","--","--"
"2019","Maine","60 to 64","0**","467","0.00**","--","--"
"2019","Maine","65 to 69","0**","273","0.00**","--","--"
"2019","Maine","70 to 74","0**","149","0.00**","--","--"
"2019","Maine","75 to 79","0**","77","0.00**","--","--"
"2019","Maine","80 to 84","0**","65","0.00**","--","--"
"2019","Maine","85+","0**","43","0.00**","--","--"
"2019","Maryland","0 to 4","0**","59,183","0.00**","--","--"
"2019","Maryland","5 to 9","0**","61,639","0.00**","--","--"
"2019","Maryland","10 to 14","0**","62,831","0.00**","--","--"
"2019","Maryland","15 to 19","42","62,487","67.21","--","1,981"
"2019","Maryland","20 to 24","83","62,124","133.60","--","3,560"
