"Year","State","Race","Ethnicity","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2020","Hawaii","American Indian / Alaska Native","Hispanic","0**","257","0.00**","--","--"
"2020","Hawaii","Asian","Non-Hispanic","0**","35,061","0.00**","--","--"
"2020","Hawaii","Asian","Hispanic","0**","1,327","0.00**","--","--"
"2020","Hawaii","HI Native / Pacific Islander","Non-Hispanic","0**","13,709","0.00**","--","--"
"2020","Hawaii","HI Native / Pacific Islander","Hispanic","0**","1,018","0.00**","--","--"
"2020","Hawaii","More than One Race","Non-Hispanic","--","33,705","--","--","--"
"2020","Hawaii","More than One Race","Hispanic","0**","7,693","0.00**","--","--"
"2020","Idaho","White","Non-Hispanic","32","154,786","20.67","--","1,385"
"2020","Idaho","White","Hispanic","10**","31,199","32.05**","--","432"
"2020","Idaho","Black","Non-Hispanic","0**","2,557","0.00**","--","--"
"2020","Idaho","Black","Hispanic","0**","443","0.00**","--","--"
"2020","Idaho","American Indian / Alaska Native","Non-Hispanic","--","2,112","--","--","--"
"2020","Idaho","American Indian / Alaska Native","Hispanic","0**","1,412","0.00**","--","--"
"2020","Idaho","Asian","Non-Hispanic","0**","3,510","0.00**","--","--"
"2020","Idaho","Asian","Hispanic","0**","311","0.00**","--","--"
"2020","Idaho","HI Native / Pacific Islander","Non-Hispanic","0**","529","0.00**","--","--"
"2020","Idaho","HI Native / Pacific Islander","Hispanic","0**","127","0.00**","--","--"
"2020","Idaho","More than One Race","Non-Hispanic","--","6,223","--","--","--"
"2020","Idaho","More than One Race","Hispanic","0**","1,433","0.00**","--","--"
"2020","Illinois","White","Non-Hispanic","52","686,796","7.57","--","2,235"
"2020","Illinois","White","Hispanic","67","281,298","23.82","--","2,932"
"2020","Illinois","White","Unknown","--","--","--","--","--"
"2020","Illinois","Black","Non-Hispanic","303","205,762","147.26","--","13,063"
"2020","Illinois","Black","Hispanic","0**","10,726","0.00**","--","--"
"2020","Illinois","American Indian / Alaska Native","Non-Hispanic","0**","2,033","0.00**","--","--"
"2020","Illinois","American Indian / Alaska Native","Hispanic","0**","8,643","0.00**","--","--"
"2020","Illinois","Asian","Non-Hispanic","--","77,201","--","--","--"
"2020","Illinois","Asian","Hispanic","0**","2,577","0.00**","--","--"
"2020","Illinois","HI Native / Pacific Islander","Non-Hispanic","0**","442","0.00**","--","--"
"2020","Illinois","HI Native / Pacific Islander","Hispanic","0**","629","0.00**","--","--"
"2020","Illinois","More than One Race","Non-Hispanic","--","33,742","--","--","--"
"2020","Illinois","More than One Race","Hispanic","--","7,519","--","--","--"
"2020","Indiana","White","Non-Hispanic","115","531,147","21.65","--","5,000"
"2020","Indiana","White","Hispanic","17**","67,087","25.34**","--","744"
"2020","Indiana","Black","Non-Hispanic","148","79,153","186.98","--","6,515"
"2020","Indiana","Black","Hispanic","--","4,040","--","--","--"
"2020","Indiana","American Indian / Alaska Native","Non-Hispanic","0**","1,641","0.00**","--","--"
"2020","Indiana","American Indian / Alaska Native","Hispanic","0**","1,821","0.00**","--","--"
"2020","Indiana","Asian","Non-Hispanic","--","29,072","--","--","--"
"2020","Indiana","Asian","Hispanic","0**","529","0.00**","--","--"
"2020","Indiana","HI Native / Pacific Islander","Non-Hispanic","--","301","--","--","--"
"2020","Indiana","HI Native / Pacific Islander","Hispanic","0**","259","0.00**","--","--"
"2020","Indiana","More than One Race","Non-Hispanic","--","21,975","--","--","--"
"2020","Indiana","More than One Race","Hispanic","0**","2,757","0.00**","--","--"
"2020","Iowa","White","Non-Hispanic","34","279,798","12.15","--","1,462"
"2020","Iowa","White","Hispanic","--","28,200","--","--","--"
"2020","Iowa","Black","Non-Hispanic","17**","18,409","92.35**","--","744"
"2020","Iowa","Black","Hispanic","0**","924","0.00**","--","--"
"2020","Iowa","American Indian / Alaska Native","Non-Hispanic","--","1,220","--","--","--"
"2020","Iowa","American Indian / Alaska Native","Hispanic","0**","1,124","0.00**","--","--"
"2020","Iowa","Asian","Non-Hispanic","--","14,964","--","--","--"
"2020","Iowa","Asian","Hispanic","0**","211","0.00**","--","--"
"2020","Iowa","HI Native / Pacific Islander","Non-Hispanic","0**","601","0.00**","--","--"
"2020","Iowa","HI Native / Pacific Islander","Hispanic","0**","101","0.00**","--","--"
"2020","Iowa","More than One Race","Non-Hispanic","--","9,926","--","--","--"
"2020","Iowa","More than One Race","Hispanic","0**","1,262","0.00**","--","--"
"2020","Kansas","White","Non-Hispanic","54","226,357","23.86","--","2,348"
"2020","Kansas","White","Hispanic","26","49,838","52.17","--","1,147"
"2020","Kansas","White","Unknown","--","--","--","--","--"
"2020","Kansas","Black","Non-Hispanic","21","22,777","92.20","--","925"
"2020","Kansas","Black","Hispanic","--","2,024","--","--","--"
"2020","Kansas","Black","Unknown","--","--","--","--","--"
"2020","Kansas","American Indian / Alaska Native","Non-Hispanic","--","3,441","--","--","--"
"2020","Kansas","American Indian / Alaska Native","Hispanic","0**","1,766","0.00**","--","--"
"2020","Kansas","Asian","Non-Hispanic","0**","13,104","0.00**","--","--"
"2020","Kansas","Asian","Hispanic","0**","329","0.00**","--","--"
"2020","Kansas","HI Native / Pacific Islander","Non-Hispanic","0**","458","0.00**","--","--"
"2020","Kansas","HI Native / Pacific Islander","Hispanic","0**","149","0.00**","--","--"
"2020","Kansas","More than One Race","Non-Hispanic","--","13,175","--","--","--"
"2020","Kansas","More than One Race","Hispanic","0**","2,312","0.00**","--","--"
"2020","Kentucky","White","Non-Hispanic","84","369,222","22.75","--","3,637"
"2020","Kentucky","White","Hispanic","--","23,134","--","--","--"
"2020","Kentucky","Black","Non-Hispanic","70","48,196","145.24","--","3,069"
"2020","Kentucky","Black","Hispanic","--","1,545","--","--","--"
"2020","Kentucky","American Indian / Alaska Native","Non-Hispanic","0**","936","0.00**","--","--"
"2020","Kentucky","American Indian / Alaska Native","Hispanic","0**","621","0.00**","--","--"
"2020","Kentucky","Asian","Non-Hispanic","0**","8,416","0.00**","--","--"
"2020","Kentucky","Asian","Hispanic","0**","200","0.00**","--","--"
"2020","Kentucky","HI Native / Pacific Islander","Non-Hispanic","0**","514","0.00**","--","--"
"2020","Kentucky","HI Native / Pacific Islander","Hispanic","0**","185","0.00**","--","--"
"2020","Kentucky","More than One Race","Non-Hispanic","--","13,544","--","--","--"
"2020","Kentucky","More than One Race","Hispanic","0**","1,065","0.00**","--","--"
"2020","Louisiana","White","Non-Hispanic","39","244,580","15.95","--","1,728"
"2020","Louisiana","White","Hispanic","--","28,848","--","--","--"
"2020","Louisiana","Black","Non-Hispanic","266","178,767","148.80","--","11,594"
"2020","Louisiana","Black","Hispanic","0**","3,153","0.00**","--","--"
"2020","Louisiana","American Indian / Alaska Native","Non-Hispanic","0**","3,419","0.00**","--","--"
"2020","Louisiana","American Indian / Alaska Native","Hispanic","--","695","--","--","--"
"2020","Louisiana","Asian","Non-Hispanic","--","9,911","--","--","--"
"2020","Louisiana","Asian","Hispanic","0**","304","0.00**","--","--"
"2020","Louisiana","HI Native / Pacific Islander","Non-Hispanic","0**","205","0.00**","--","--"
"2020","Louisiana","HI Native / Pacific Islander","Hispanic","0**","103","0.00**","--","--"
"2020","Louisiana","More than One Race","Non-Hispanic","0**","9,704","0.00**","--","--"
"2020","Louisiana","More than One Race","Hispanic","0**","1,536","0.00**","--","--"
"2020","Maine","White","Non-Hispanic","15**","107,856","13.91**","--","653"
"2020","Maine","White","Hispanic","0**","3,208","0.00**","--","--"
"2020","Maine","Black","Non-Hispanic","--","3,545","--","--","--"
"2020","Maine","Black","Hispanic","0**","202","0.00**","--","--"
"2020","Maine","American Indian / Alaska Native","Non-Hispanic","0**","889","0.00**","--","--"
"2020","Maine","American Indian / Alaska Native","Hispanic","0**","105","0.00**","--","--"
"2020","Maine","Asian","Non-Hispanic","0**","2,403","0.00**","--","--"
"2020","Maine","Asian","Hispanic","0**","56","0.00**","--","--"
"2020","Maine","HI Native / Pacific Islander","Non-Hispanic","0**","47","0.00**","--","--"
"2020","Maine","HI Native / Pacific Islander","Hispanic","0**","9","0.00**","--","--"
"2020","Maine","More than One Race","Non-Hispanic","0**","3,385","0.00**","--","--"
"2020","Maine","More than One Race","Hispanic","0**","257","0.00**","--","--"
"2020","Maryland","White","Non-Hispanic","22","265,017","8.30","--","955"
"2020","Maryland","White","Hispanic","--","64,693","--","--","--"
"2020","Maryland","Black","Non-Hispanic","172","190,093","90.48","--","7,486"
"2020","Maryland","Black","Hispanic","--","9,081","--","--","--"
"2020","Maryland","American Indian / Alaska Native","Non-Hispanic","--","1,394","--","--","--"
"2020","Maryland","American Indian / Alaska Native","Hispanic","0**","2,625","0.00**","--","--"
"2020","Maryland","Asian","Non-Hispanic","--","36,687","--","--","--"
"2020","Maryland","Asian","Hispanic","0**","873","0.00**","--","--"
"2020","Maryland","HI Native / Pacific Islander","Non-Hispanic","0**","265","0.00**","--","--"
"2020","Maryland","HI Native / Pacific Islander","Hispanic","0**","342","0.00**","--","--"
"2020","Maryland","More than One Race","Non-Hispanic","--","22,161","--","--","--"
"2020","Maryland","More than One Race","Hispanic","0**","3,773","0.00**","--","--"
"2020","Massachusetts","White","Non-Hispanic","16**","489,717","3.27**","--","686"
"2020","Massachusetts","White","Hispanic","16**","93,034","17.20**","--","688"
"2020","Massachusetts","Black","Non-Hispanic","26","62,451","41.63","--","1,126"
"2020","Massachusetts","Black","Hispanic","--","16,135","--","--","--"
"2020","Massachusetts","American Indian / Alaska Native","Non-Hispanic","--","1,387","--","--","--"
"2020","Massachusetts","American Indian / Alaska Native","Hispanic","0**","2,873","0.00**","--","--"
"2020","Massachusetts","Asian","Non-Hispanic","--","64,918","--","--","--"
"2020","Massachusetts","Asian","Hispanic","0**","1,237","0.00**","--","--"
"2020","Massachusetts","HI Native / Pacific Islander","Non-Hispanic","0**","333","0.00**","--","--"
"2020","Massachusetts","HI Native / Pacific Islander","Hispanic","0**","581","0.00**","--","--"
"2020","Massachusetts","More than One Race","Non-Hispanic","--","22,065","--","--","--"
"2020","Massachusetts","More than One Race","Hispanic","0**","7,752","0.00**","--","--"
"2020","Michigan","White","Non-Hispanic","88","734,421","11.98","--","3,792"
"2020","Michigan","White","Hispanic","16**","68,932","23.21**","--","691"
"2020","Michigan","White","Unknown","--","--","--","--","--"
"2020","Michigan","Black","Non-Hispanic","171","161,547","105.85","--","7,366"
"2020","Michigan","Black","Hispanic","--","5,418","--","--","--"
"2020","Michigan","American Indian / Alaska Native","Non-Hispanic","--","6,801","--","--","--"
"2020","Michigan","American Indian / Alaska Native","Hispanic","0**","2,420","0.00**","--","--"
"2020","Michigan","Asian","Non-Hispanic","--","46,425","--","--","--"
"2020","Michigan","Asian","Hispanic","0**","655","0.00**","--","--"
"2020","Michigan","HI Native / Pacific Islander","Non-Hispanic","0**","376","0.00**","--","--"
"2020","Michigan","HI Native / Pacific Islander","Hispanic","0**","229","0.00**","--","--"
"2020","Michigan","More than One Race","Non-Hispanic","--","38,514","--","--","--"
"2020","Michigan","More than One Race","Hispanic","--","4,621","--","--","--"
"2020","Minnesota","White","Non-Hispanic","32","408,390","7.84","--","1,382"
"2020","Minnesota","White","Hispanic","--","40,623","--","--","--"
"2020","Minnesota","White","Unknown","--","--","--","--","--"
"2020","Minnesota","Black","Non-Hispanic","30","47,222","63.53","--","1,306"
"2020","Minnesota","Black","Hispanic","0**","1,916","0.00**","--","--"
"2020","Minnesota","American Indian / Alaska Native","Non-Hispanic","--","7,394","--","--","--"
"2020","Minnesota","American Indian / Alaska Native","Hispanic","--","2,189","--","--","--"
"2020","Minnesota","Asian","Non-Hispanic","--","36,738","--","--","--"
"2020","Minnesota","Asian","Hispanic","0**","470","0.00**","--","--"
"2020","Minnesota","HI Native / Pacific Islander","Non-Hispanic","0**","321","0.00**","--","--"
"2020","Minnesota","HI Native / Pacific Islander","Hispanic","0**","187","0.00**","--","--"
"2020","Minnesota","More than One Race","Non-Hispanic","--","21,299","--","--","--"
"2020","Minnesota","More than One Race","Hispanic","0**","2,642","0.00**","--","--"
"2020","Mississippi","White","Non-Hispanic","35","161,996","21.61","--","1,518"
"2020","Mississippi","White","Hispanic","--","10,239","--","--","--"
"2020","Mississippi","Black","Non-Hispanic","135","135,170","99.87","--","5,856"
"2020","Mississippi","Black","Hispanic","--","1,354","--","--","--"
"2020","Mississippi","American Indian / Alaska Native","Non-Hispanic","0**","1,775","0.00**","--","--"
"2020","Mississippi","American Indian / Alaska Native","Hispanic","0**","433","0.00**","--","--"
"2020","Mississippi","Asian","Non-Hispanic","0**","4,123","0.00**","--","--"
"2020","Mississippi","Asian","Hispanic","0**","75","0.00**","--","--"
"2020","Mississippi","HI Native / Pacific Islander","Non-Hispanic","0**","140","0.00**","--","--"
"2020","Mississippi","HI Native / Pacific Islander","Hispanic","0**","64","0.00**","--","--"
"2020","Mississippi","More than One Race","Non-Hispanic","0**","5,311","0.00**","--","--"
"2020","Mississippi","More than One Race","Hispanic","0**","581","0.00**","--","--"
"2020","Missouri","White","Non-Hispanic","113","468,891","24.10","--","4,867"
"2020","Missouri","White","Hispanic","11**","35,541","30.95**","--","478"
"2020","Missouri","Black","Non-Hispanic","164","84,294","194.56","--","7,099"
"2020","Missouri","Black","Hispanic","--","2,180","--","--","--"
"2020","Missouri","American Indian / Alaska Native","Non-Hispanic","0**","2,942","0.00**","--","--"
"2020","Missouri","American Indian / Alaska Native","Hispanic","0**","1,258","0.00**","--","--"
"2020","Missouri","Asian","Non-Hispanic","--","19,170","--","--","--"
"2020","Missouri","Asian","Hispanic","0**","352","0.00**","--","--"
"2020","Missouri","HI Native / Pacific Islander","Non-Hispanic","0**","1,173","0.00**","--","--"
"2020","Missouri","HI Native / Pacific Islander","Hispanic","0**","262","0.00**","--","--"
"2020","Missouri","More than One Race","Non-Hispanic","--","20,372","--","--","--"
"2020","Missouri","More than One Race","Hispanic","0**","2,279","0.00**","--","--"
"2020","Montana","White","Non-Hispanic","33","90,434","36.49","--","1,405"
"2020","Montana","White","Hispanic","--","4,879","--","--","--"
"2020","Montana","Black","Non-Hispanic","0**","1,100","0.00**","--","--"
"2020","Montana","Black","Hispanic","0**","123","0.00**","--","--"
"2020","Montana","American Indian / Alaska Native","Non-Hispanic","--","7,776","--","--","--"
"2020","Montana","American Indian / Alaska Native","Hispanic","0**","665","0.00**","--","--"
"2020","Montana","Asian","Non-Hispanic","--","1,704","--","--","--"
"2020","Montana","Asian","Hispanic","0**","106","0.00**","--","--"
"2020","Montana","HI Native / Pacific Islander","Non-Hispanic","0**","106","0.00**","--","--"
"2020","Montana","HI Native / Pacific Islander","Hispanic","0**","20","0.00**","--","--"
"2020","Montana","More than One Race","Non-Hispanic","--","4,223","--","--","--"
"2020","Montana","More than One Race","Hispanic","0**","659","0.00**","--","--"
"2020","Nebraska","White","Non-Hispanic","14**","154,841","9.04**","--","616"
"2020","Nebraska","White","Hispanic","--","28,881","--","--","--"
"2020","Nebraska","Black","Non-Hispanic","10**","12,145","82.34**","--","427"
"2020","Nebraska","Black","Hispanic","0**","776","0.00**","--","--"
"2020","Nebraska","American Indian / Alaska Native","Non-Hispanic","0**","2,098","0.00**","--","--"
"2020","Nebraska","American Indian / Alaska Native","Hispanic","0**","1,579","0.00**","--","--"
"2020","Nebraska","Asian","Non-Hispanic","0**","7,193","0.00**","--","--"
"2020","Nebraska","Asian","Hispanic","0**","192","0.00**","--","--"
"2020","Nebraska","HI Native / Pacific Islander","Non-Hispanic","0**","212","0.00**","--","--"
"2020","Nebraska","HI Native / Pacific Islander","Hispanic","0**","124","0.00**","--","--"
"2020","Nebraska","More than One Race","Non-Hispanic","--","6,304","--","--","--"
"2020","Nebraska","More than One Race","Hispanic","0**","1,125","0.00**","--","--"
"2020","Nevada","White","Non-Hispanic","28","104,270","26.85","--","1,221"
"2020","Nevada","White","Hispanic","19**","101,465","18.73**","--","836"
"2020","Nevada","Black","Non-Hispanic","21","30,657","68.50","--","916"
"2020","Nevada","Black","Hispanic","--","3,860","--","--","--"
"2020","Nevada","American Indian / Alaska Native","Non-Hispanic","--","2,519","--","--","--"
"2020","Nevada","American Indian / Alaska Native","Hispanic","--","3,220","--","--","--"
"2020","Nevada","Asian","Non-Hispanic","--","20,879","--","--","--"
"2020","Nevada","Asian","Hispanic","0**","1,686","0.00**","--","--"
"2020","Nevada","HI Native / Pacific Islander","Non-Hispanic","--","2,091","--","--","--"
"2020","Nevada","HI Native / Pacific Islander","Hispanic","0**","649","0.00**","--","--"
"2020","Nevada","More than One Race","Non-Hispanic","--","15,184","--","--","--"
"2020","Nevada","More than One Race","Hispanic","0**","4,728","0.00**","--","--"
"2020","New Hampshire","White","Non-Hispanic","16**","119,649","13.37**","--","676"
"2020","New Hampshire","White","Hispanic","--","6,759","--","--","--"
"2020","New Hampshire","Black","Non-Hispanic","0**","2,905","0.00**","--","--"
"2020","New Hampshire","Black","Hispanic","0**","650","0.00**","--","--"
"2020","New Hampshire","American Indian / Alaska Native","Non-Hispanic","0**","350","0.00**","--","--"
"2020","New Hampshire","American Indian / Alaska Native","Hispanic","0**","163","0.00**","--","--"
"2020","New Hampshire","Asian","Non-Hispanic","0**","5,230","0.00**","--","--"
"2020","New Hampshire","Asian","Hispanic","0**","53","0.00**","--","--"
"2020","New Hampshire","HI Native / Pacific Islander","Non-Hispanic","0**","39","0.00**","--","--"
"2020","New Hampshire","HI Native / Pacific Islander","Hispanic","0**","41","0.00**","--","--"
"2020","New Hampshire","More than One Race","Non-Hispanic","--","3,628","--","--","--"
"2020","New Hampshire","More than One Race","Hispanic","0**","431","0.00**","--","--"
"2020","New Jersey","White","Non-Hispanic","19**","434,416","4.37**","--","812"
"2020","New Jersey","White","Hispanic","14**","184,160","7.60**","--","617"
"2020","New Jersey","Black","Non-Hispanic","62","130,610","47.47","--","2,649"
"2020","New Jersey","Black","Hispanic","--","24,116","--","--","--"
"2020","New Jersey","American Indian / Alaska Native","Non-Hispanic","0**","1,456","0.00**","--","--"
"2020","New Jersey","American Indian / Alaska Native","Hispanic","0**","4,998","0.00**","--","--"
"2020","New Jersey","Asian","Non-Hispanic","--","80,632","--","--","--"
"2020","New Jersey","Asian","Hispanic","0**","2,120","0.00**","--","--"
"2020","New Jersey","HI Native / Pacific Islander","Non-Hispanic","0**","318","0.00**","--","--"
"2020","New Jersey","HI Native / Pacific Islander","Hispanic","0**","702","0.00**","--","--"
"2020","New Jersey","More than One Race","Non-Hispanic","0**","20,818","0.00**","--","--"
"2020","New Jersey","More than One Race","Hispanic","0**","7,988","0.00**","--","--"
"2020","New Mexico","White","Non-Hispanic","19**","61,108","31.09**","--","811"
"2020","New Mexico","White","Hispanic","49","114,599","42.76","--","2,119"
"2020","New Mexico","Black","Non-Hispanic","--","5,418","--","--","--"
"2020","New Mexico","Black","Hispanic","0**","2,323","0.00**","--","--"
"2020","New Mexico","American Indian / Alaska Native","Non-Hispanic","--","22,350","--","--","--"
"2020","New Mexico","American Indian / Alaska Native","Hispanic","0**","5,084","0.00**","--","--"
"2020","New Mexico","Asian","Non-Hispanic","0**","3,554","0.00**","--","--"
"2020","New Mexico","Asian","Hispanic","0**","672","0.00**","--","--"
"2020","New Mexico","HI Native / Pacific Islander","Non-Hispanic","0**","167","0.00**","--","--"
"2020","New Mexico","HI Native / Pacific Islander","Hispanic","0**","238","0.00**","--","--"
"2020","New Mexico","More than One Race","Non-Hispanic","0**","5,067","0.00**","--","--"
"2020","New Mexico","More than One Race","Hispanic","--","3,159","--","--","--"
"2020","New York","White","Non-Hispanic","49","1,035,561","4.73","--","2,099"
"2020","New York","White","Hispanic","34","331,497","10.26","--","1,470"
"2020","New York","Black","Non-Hispanic","140","316,905","44.18","--","6,060"
"2020","New York","Black","Hispanic","--","76,443","--","--","--"
"2020","New York","Black","Unknown","--","--","--","--","--"
"2020","New York","American Indian / Alaska Native","Non-Hispanic","--","7,051","--","--","--"
"2020","New York","American Indian / Alaska Native","Hispanic","0**","17,003","0.00**","--","--"
"2020","New York","Asian","Non-Hispanic","--","183,789","--","--","--"
"2020","New York","Asian","Hispanic","0**","4,941","0.00**","--","--"
"2020","New York","HI Native / Pacific Islander","Non-Hispanic","0**","1,040","0.00**","--","--"
"2020","New York","HI Native / Pacific Islander","Hispanic","0**","2,100","0.00**","--","--"
"2020","New York","More than One Race","Non-Hispanic","--","52,399","--","--","--"
"2020","New York","More than One Race","Hispanic","0**","21,300","0.00**","--","--"
"2020","North Carolina","White","Non-Hispanic","125","614,723","20.33","--","5,373"
"2020","North Carolina","White","Hispanic","17**","125,729","13.52**","--","747"
"2020","North Carolina","Black","Non-Hispanic","196","259,986","75.39","--","8,505"
"2020","North Carolina","Black","Hispanic","--","12,185","--","--","--"
"2020","North Carolina","American Indian / Alaska Native","Non-Hispanic","--","12,209","--","--","--"
"2020","North Carolina","American Indian / Alaska Native","Hispanic","--","6,668","--","--","--"
"2020","North Carolina","Asian","Non-Hispanic","--","35,106","--","--","--"
"2020","North Carolina","Asian","Hispanic","0**","1,194","0.00**","--","--"
"2020","North Carolina","HI Native / Pacific Islander","Non-Hispanic","--","919","--","--","--"
"2020","North Carolina","HI Native / Pacific Islander","Hispanic","0**","778","0.00**","--","--"
"2020","North Carolina","More than One Race","Non-Hispanic","--","33,444","--","--","--"
"2020","North Carolina","More than One Race","Hispanic","0**","5,758","0.00**","--","--"
"2020","North Dakota","White","Non-Hispanic","--","77,024","--","--","--"
"2020","North Dakota","White","Hispanic","--","4,296","--","--","--"
"2020","North Dakota","Black","Non-Hispanic","0**","3,718","0.00**","--","--"
"2020","North Dakota","Black","Hispanic","0**","186","0.00**","--","--"
"2020","North Dakota","American Indian / Alaska Native","Non-Hispanic","--","5,034","--","--","--"
"2020","North Dakota","American Indian / Alaska Native","Hispanic","0**","381","0.00**","--","--"
"2020","North Dakota","Asian","Non-Hispanic","0**","2,200","0.00**","--","--"
"2020","North Dakota","Asian","Hispanic","0**","44","0.00**","--","--"
"2020","North Dakota","HI Native / Pacific Islander","Non-Hispanic","0**","73","0.00**","--","--"
"2020","North Dakota","HI Native / Pacific Islander","Hispanic","0**","17","0.00**","--","--"
"2020","North Dakota","More than One Race","Non-Hispanic","--","2,792","--","--","--"
"2020","North Dakota","More than One Race","Hispanic","0**","297","0.00**","--","--"
"2020","Ohio","White","Non-Hispanic","127","878,212","14.46","--","5,502"
"2020","Ohio","White","Hispanic","--","56,775","--","--","--"
"2020","Ohio","Black","Non-Hispanic","244","172,973","141.06","--","10,605"
"2020","Ohio","Black","Hispanic","0**","6,538","0.00**","--","--"
"2020","Ohio","American Indian / Alaska Native","Non-Hispanic","--","2,108","--","--","--"
"2020","Ohio","American Indian / Alaska Native","Hispanic","0**","1,464","0.00**","--","--"
"2020","Ohio","Asian","Non-Hispanic","--","36,504","--","--","--"
"2020","Ohio","Asian","Hispanic","0**","624","0.00**","--","--"
"2020","Ohio","HI Native / Pacific Islander","Non-Hispanic","0**","665","0.00**","--","--"
"2020","Ohio","HI Native / Pacific Islander","Hispanic","0**","294","0.00**","--","--"
"2020","Ohio","More than One Race","Non-Hispanic","--","42,439","--","--","--"
"2020","Ohio","More than One Race","Hispanic","0**","4,118","0.00**","--","--"
"2020","Oklahoma","White","Non-Hispanic","80","242,430","33.00","--","3,439"
"2020","Oklahoma","White","Hispanic","11**","54,002","20.37**","--","475"
"2020","Oklahoma","Black","Non-Hispanic","32","39,219","81.59","--","1,365"
"2020","Oklahoma","Black","Hispanic","0**","2,402","0.00**","--","--"
"2020","Oklahoma","American Indian / Alaska Native","Non-Hispanic","17**","42,403","40.09**","--","745"
"2020","Oklahoma","American Indian / Alaska Native","Hispanic","--","5,080","--","--","--"
"2020","Oklahoma","Asian","Non-Hispanic","--","13,247","--","--","--"
"2020","Oklahoma","Asian","Hispanic","0**","499","0.00**","--","--"
"2020","Oklahoma","HI Native / Pacific Islander","Non-Hispanic","--","985","--","--","--"
"2020","Oklahoma","HI Native / Pacific Islander","Hispanic","0**","212","0.00**","--","--"
"2020","Oklahoma","More than One Race","Non-Hispanic","11**","32,537","33.81**","--","472"
"2020","Oklahoma","More than One Race","Hispanic","0**","4,084","0.00**","--","--"
"2020","Oregon","White","Non-Hispanic","44","268,484","16.39","--","1,905"
"2020","Oregon","White","Hispanic","22","72,753","30.24","--","954"
"2020","Oregon","Black","Non-Hispanic","--","9,660","--","--","--"
"2020","Oregon","Black","Hispanic","0**","1,668","0.00**","--","--"
"2020","Oregon","American Indian / Alaska Native","Non-Hispanic","--","5,230","--","--","--"
"2020","Oregon","American Indian / Alaska Native","Hispanic","0**","4,107","0.00**","--","--"
"2020","Oregon","Asian","Non-Hispanic","--","23,858","--","--","--"
"2020","Oregon","Asian","Hispanic","0**","857","0.00**","--","--"
"2020","Oregon","HI Native / Pacific Islander","Non-Hispanic","0**","2,201","0.00**","--","--"
"2020","Oregon","HI Native / Pacific Islander","Hispanic","0**","311","0.00**","--","--"
"2020","Oregon","More than One Race","Non-Hispanic","--","22,640","--","--","--"
"2020","Oregon","More than One Race","Hispanic","--","4,556","--","--","--"
"2020","Pennsylvania","White","Non-Hispanic","92","896,137","10.27","--","3,979"
"2020","Pennsylvania","White","Hispanic","30","105,466","28.45","--","1,302"
"2020","Pennsylvania","Black","Non-Hispanic","224","168,627","132.84","--","9,733"
"2020","Pennsylvania","Black","Hispanic","--","20,222","--","--","--"
"2020","Pennsylvania","Black","Unknown","--","--","--","--","--"
"2020","Pennsylvania","American Indian / Alaska Native","Non-Hispanic","0**","1,949","0.00**","--","--"
"2020","Pennsylvania","American Indian / Alaska Native","Hispanic","--","4,177","--","--","--"
"2020","Pennsylvania","Asian","Non-Hispanic","--","58,021","--","--","--"
"2020","Pennsylvania","Asian","Hispanic","0**","1,193","0.00**","--","--"
"2020","Pennsylvania","HI Native / Pacific Islander","Non-Hispanic","0**","525","0.00**","--","--"
"2020","Pennsylvania","HI Native / Pacific Islander","Hispanic","0**","712","0.00**","--","--"
"2020","Pennsylvania","More than One Race","Non-Hispanic","--","35,584","--","--","--"
"2020","Pennsylvania","More than One Race","Hispanic","0**","7,933","0.00**","--","--"
"2020","Rhode Island","White","Non-Hispanic","--","80,843","--","--","--"
"2020","Rhode Island","White","Hispanic","--","19,063","--","--","--"
"2020","Rhode Island","Black","Non-Hispanic","--","9,242","--","--","--"
"2020","Rhode Island","Black","Hispanic","0**","3,813","0.00**","--","--"
"2020","Rhode Island","American Indian / Alaska Native","Non-Hispanic","0**","538","0.00**","--","--"
"2020","Rhode Island","American Indian / Alaska Native","Hispanic","0**","780","0.00**","--","--"
"2020","Rhode Island","Asian","Non-Hispanic","0**","5,784","0.00**","--","--"
"2020","Rhode Island","Asian","Hispanic","0**","211","0.00**","--","--"
"2020","Rhode Island","HI Native / Pacific Islander","Non-Hispanic","0**","82","0.00**","--","--"
"2020","Rhode Island","HI Native / Pacific Islander","Hispanic","0**","240","0.00**","--","--"
"2020","Rhode Island","More than One Race","Non-Hispanic","0**","4,157","0.00**","--","--"
"2020","Rhode Island","More than One Race","Hispanic","--","1,255","--","--","--"
"2020","South Carolina","White","Non-Hispanic","81","302,437","26.78","--","3,500"
"2020","South Carolina","White","Hispanic","--","37,543","--","--","--"
"2020","South Carolina","Black","Non-Hispanic","163","154,185","105.72","--","7,118"
"2020","South Carolina","Black","Hispanic","0**","3,862","0.00**","--","--"
"2020","South Carolina","American Indian / Alaska Native","Non-Hispanic","0**","2,077","0.00**","--","--"
"2020","South Carolina","American Indian / Alaska Native","Hispanic","0**","1,217","0.00**","--","--"
"2020","South Carolina","Asian","Non-Hispanic","--","10,819","--","--","--"
"2020","South Carolina","Asian","Hispanic","0**","337","0.00**","--","--"
"2020","South Carolina","HI Native / Pacific Islander","Non-Hispanic","0**","434","0.00**","--","--"
