"Date Printed: Wednesday, January 25, 2023 12:58:36 PM",,,,,,,,,,
Title: HIV diagnoses | 2019 | Ages 13 years and older | Black/African American | Both sexes | All transmission categories | US Map-County Level,,,,,,,,,,
,,,,,,,,,,
Footnote(s): Data for years 2021 and 2022 are preliminary (subject to a 12-month reporting delay). Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Inclusion of 2020 through 2022 data in trend assessments is discouraged. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.,,,,,,,,
HIV diagnoses,"Currituck County, North Carolina",37053,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,293"
HIV diagnoses,"Dare County, North Carolina",37055,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,767
HIV diagnoses,"Davidson County, North Carolina",37057,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,7,51.6,"13,576"
HIV diagnoses,"Davie County, North Carolina",37059,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,269"
HIV diagnoses,"Duplin County, North Carolina",37061,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"12,145"
HIV diagnoses,"Durham County, North Carolina",37063,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,52,53,"98,033"
HIV diagnoses,"Edgecombe County, North Carolina",37065,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,8,32.6,"24,550"
HIV diagnoses,"Forsyth County, North Carolina",37067,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,55,67,"82,098"
HIV diagnoses,"Franklin County, North Carolina",37069,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"14,942"
HIV diagnoses,"Gaston County, North Carolina",37071,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,21,66.5,"31,598"
HIV diagnoses,"Gates County, North Carolina",37073,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"3,164"
HIV diagnoses,"Graham County, North Carolina",37075,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,31
HIV diagnoses,"Granville County, North Carolina",37077,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,8,49.1,"16,304"
HIV diagnoses,"Greene County, North Carolina",37079,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"6,518"
HIV diagnoses,"Guilford County, North Carolina",37081,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,95,61.8,"153,618"
HIV diagnoses,"Halifax County, North Carolina",37083,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"22,523"
HIV diagnoses,"Harnett County, North Carolina",37085,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,14,59.9,"23,379"
HIV diagnoses,"Haywood County, North Carolina",37087,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,652
HIV diagnoses,"Henderson County, North Carolina",37089,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"3,119"
HIV diagnoses,"Hertford County, North Carolina",37091,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"12,320"
HIV diagnoses,"Hoke County, North Carolina",37093,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"15,551"
HIV diagnoses,"Hyde County, North Carolina",37095,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"1,184"
HIV diagnoses,"Iredell County, North Carolina",37097,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,6,33.8,"17,745"
HIV diagnoses,"Jackson County, North Carolina",37099,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,860
HIV diagnoses,"Johnston County, North Carolina",37101,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,10,35.6,"28,066"
HIV diagnoses,"Jones County, North Carolina",37103,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"2,413"
HIV diagnoses,"Lee County, North Carolina",37105,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"9,683"
HIV diagnoses,"Lenoir County, North Carolina",37107,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,6,31.3,"19,157"
HIV diagnoses,"Lincoln County, North Carolina",37109,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"3,980"
HIV diagnoses,"Mcdowell County, North Carolina",37111,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,514"
HIV diagnoses,"Macon County, North Carolina",37113,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,444
HIV diagnoses,"Madison County, North Carolina",37115,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,265
HIV diagnoses,"Martin County, North Carolina",37117,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"8,007"
HIV diagnoses,"Mecklenburg County, North Carolina",37119,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,174,60,"290,233"
HIV diagnoses,"Mitchell County, North Carolina",37121,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,72
HIV diagnoses,"Montgomery County, North Carolina",37123,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,211"
HIV diagnoses,"Moore County, North Carolina",37125,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"9,751"
HIV diagnoses,"Nash County, North Carolina",37127,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,12,37.2,"32,294"
HIV diagnoses,"New Hanover County, North Carolina",37129,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,12,47.4,"25,335"
HIV diagnoses,"Northampton County, North Carolina",37131,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"9,609"
HIV diagnoses,"Onslow County, North Carolina",37133,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,13,53.8,"24,156"
HIV diagnoses,"Orange County, North Carolina",37135,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"14,608"
HIV diagnoses,"Pamlico County, North Carolina",37137,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,138"
HIV diagnoses,"Pasquotank County, North Carolina",37139,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,5,41.4,"12,075"
HIV diagnoses,"Pender County, North Carolina",37141,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"7,748"
HIV diagnoses,"Perquimans County, North Carolina",37143,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"2,637"
HIV diagnoses,"Person County, North Carolina",37145,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"8,960"
HIV diagnoses,"Pitt County, North Carolina",37147,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,27,51.3,"52,633"
HIV diagnoses,"Polk County, North Carolina",37149,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,729
HIV diagnoses,"Randolph County, North Carolina",37151,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"7,412"
HIV diagnoses,"Richmond County, North Carolina",37153,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"11,581"
HIV diagnoses,"Robeson County, North Carolina",37155,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,12,47.4,"25,297"
HIV diagnoses,"Rockingham County, North Carolina",37157,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,5,34.4,"14,556"
HIV diagnoses,"Rowan County, North Carolina",37159,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,8,41.7,"19,187"
HIV diagnoses,"Rutherford County, North Carolina",37161,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"5,443"
HIV diagnoses,"Sampson County, North Carolina",37163,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"13,588"
HIV diagnoses,"Scotland County, North Carolina",37165,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,7,63.2,"11,074"
HIV diagnoses,"Stanly County, North Carolina",37167,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,685"
HIV diagnoses,"Stokes County, North Carolina",37169,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,573"
HIV diagnoses,"Surry County, North Carolina",37171,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,259"
HIV diagnoses,"Swain County, North Carolina",37173,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,133
HIV diagnoses,"Transylvania County, North Carolina",37175,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"1,030"
HIV diagnoses,"Tyrrell County, North Carolina",37177,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"1,194"
HIV diagnoses,"Union County, North Carolina",37179,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"23,463"
HIV diagnoses,"Vance County, North Carolina",37181,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,7,37.7,"18,583"
HIV diagnoses,"Wake County, North Carolina",37183,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,83,44.9,"184,764"
HIV diagnoses,"Warren County, North Carolina",37185,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"8,603"
HIV diagnoses,"Washington County, North Carolina",37187,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,724"
HIV diagnoses,"Watauga County, North Carolina",37189,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,856
HIV diagnoses,"Wayne County, North Carolina",37191,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,11,34.2,"32,206"
HIV diagnoses,"Wilkes County, North Carolina",37193,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,568"
HIV diagnoses,"Wilson County, North Carolina",37195,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,9,33.3,"27,039"
HIV diagnoses,"Yadkin County, North Carolina",37197,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,971
HIV diagnoses,"Yancey County, North Carolina",37199,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,127
HIV diagnoses,"Adams County, North Dakota",38001,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,19
HIV diagnoses,"Barnes County, North Dakota",38003,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,145
HIV diagnoses,"Benson County, North Dakota",38005,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,14
HIV diagnoses,"Billings County, North Dakota",38007,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,0
HIV diagnoses,"Bottineau County, North Dakota",38009,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,36
HIV diagnoses,"Bowman County, North Dakota",38011,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,6
HIV diagnoses,"Burke County, North Dakota",38013,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,10
HIV diagnoses,"Burleigh County, North Dakota",38015,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,723"
HIV diagnoses,"Cass County, North Dakota",38017,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"8,139"
HIV diagnoses,"Cavalier County, North Dakota",38019,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,11
HIV diagnoses,"Dickey County, North Dakota",38021,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,29
HIV diagnoses,"Divide County, North Dakota",38023,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,14
HIV diagnoses,"Dunn County, North Dakota",38025,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,52
HIV diagnoses,"Eddy County, North Dakota",38027,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,9
HIV diagnoses,"Emmons County, North Dakota",38029,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,5
HIV diagnoses,"Foster County, North Dakota",38031,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,10
HIV diagnoses,"Golden Valley County, North Dakota",38033,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,10
HIV diagnoses,"Grand Forks County, North Dakota",38035,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,210"
HIV diagnoses,"Grant County, North Dakota",38037,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,3
HIV diagnoses,"Griggs County, North Dakota",38039,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,11
HIV diagnoses,"Hettinger County, North Dakota",38041,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,12
HIV diagnoses,"Kidder County, North Dakota",38043,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,7
HIV diagnoses,"Lamoure County, North Dakota",38045,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,10
HIV diagnoses,"Logan County, North Dakota",38047,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,3
HIV diagnoses,"Mchenry County, North Dakota",38049,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,19
HIV diagnoses,"Mcintosh County, North Dakota",38051,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,11
HIV diagnoses,"Mckenzie County, North Dakota",38053,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,214
HIV diagnoses,"Mclean County, North Dakota",38055,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,30
HIV diagnoses,"Mercer County, North Dakota",38057,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,41
HIV diagnoses,"Morton County, North Dakota",38059,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,270
HIV diagnoses,"Mountrail County, North Dakota",38061,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,128
HIV diagnoses,"Nelson County, North Dakota",38063,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,22
HIV diagnoses,"Oliver County, North Dakota",38065,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,8
HIV diagnoses,"Pembina County, North Dakota",38067,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,35
HIV diagnoses,"Pierce County, North Dakota",38069,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,24
HIV diagnoses,"Ramsey County, North Dakota",38071,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,69
HIV diagnoses,"Ransom County, North Dakota",38073,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,34
HIV diagnoses,"Renville County, North Dakota",38075,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,9
HIV diagnoses,"Richland County, North Dakota",38077,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,125
HIV diagnoses,"Rolette County, North Dakota",38079,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,40
HIV diagnoses,"Sargent County, North Dakota",38081,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,66
HIV diagnoses,"Sheridan County, North Dakota",38083,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,0
HIV diagnoses,"Sioux County, North Dakota",38085,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,19
HIV diagnoses,"Slope County, North Dakota",38087,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,5
HIV diagnoses,"Stark County, North Dakota",38089,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,633
HIV diagnoses,"Steele County, North Dakota",38091,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,8
HIV diagnoses,"Stutsman County, North Dakota",38093,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,257
HIV diagnoses,"Towner County, North Dakota",38095,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,6
HIV diagnoses,"Traill County, North Dakota",38097,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,51
HIV diagnoses,"Walsh County, North Dakota",38099,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,48
HIV diagnoses,"Ward County, North Dakota",38101,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,504"
HIV diagnoses,"Wells County, North Dakota",38103,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,11
HIV diagnoses,"Williams County, North Dakota",38105,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,413"
HIV diagnoses,"Adams County, Ohio",39001,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,100
HIV diagnoses,"Allen County, Ohio",39003,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"10,238"
HIV diagnoses,"Ashland County, Ohio",39005,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,356
HIV diagnoses,"Ashtabula County, Ohio",39007,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,956"
HIV diagnoses,"Athens County, Ohio",39009,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,654"
HIV diagnoses,"Auglaize County, Ohio",39011,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,225
HIV diagnoses,"Belmont County, Ohio",39013,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,581"
HIV diagnoses,"Brown County, Ohio",39015,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,340
HIV diagnoses,"Butler County, Ohio",39017,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,10,37.1,"26,954"
HIV diagnoses,"Carroll County, Ohio",39019,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,141
HIV diagnoses,"Champaign County, Ohio",39021,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,680
HIV diagnoses,"Clark County, Ohio",39023,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"9,453"
HIV diagnoses,"Clermont County, Ohio",39025,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,732"
HIV diagnoses,"Clinton County, Ohio",39027,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,753
HIV diagnoses,"Columbiana County, Ohio",39029,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,125"
HIV diagnoses,"Coshocton County, Ohio",39031,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,365
HIV diagnoses,"Crawford County, Ohio",39033,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,366
HIV diagnoses,"Cuyahoga County, Ohio",39035,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,108,35.9,"300,689"
HIV diagnoses,"Darke County, Ohio",39037,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,260
HIV diagnoses,"Defiance County, Ohio",39039,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,551
HIV diagnoses,"Delaware County, Ohio",39041,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"6,651"
HIV diagnoses,"Erie County, Ohio",39043,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,204"
HIV diagnoses,"Fairfield County, Ohio",39045,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"10,701"
HIV diagnoses,"Fayette County, Ohio",39047,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,524
HIV diagnoses,"Franklin County, Ohio",39049,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,116,48.4,"239,591"
HIV diagnoses,"Fulton County, Ohio",39051,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,193
HIV diagnoses,"Gallia County, Ohio",39053,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,547
HIV diagnoses,"Geauga County, Ohio",39055,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,959
HIV diagnoses,"Greene County, Ohio",39057,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"10,466"
HIV diagnoses,"Guernsey County, Ohio",39059,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,474
HIV diagnoses,"Hamilton County, Ohio",39061,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,82,48,"170,844"
HIV diagnoses,"Hancock County, Ohio",39063,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,072"
HIV diagnoses,"Hardin County, Ohio",39065,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,241
HIV diagnoses,"Harrison County, Ohio",39067,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,269
HIV diagnoses,"Henry County, Ohio",39069,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,153
HIV diagnoses,"Highland County, Ohio",39071,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,492
HIV diagnoses,"Hocking County, Ohio",39073,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,159
HIV diagnoses,"Holmes County, Ohio",39075,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,138
HIV diagnoses,"Huron County, Ohio",39077,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,546
HIV diagnoses,"Jackson County, Ohio",39079,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,179
HIV diagnoses,"Jefferson County, Ohio",39081,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,859"
HIV diagnoses,"Knox County, Ohio",39083,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,499
HIV diagnoses,"Lake County, Ohio",39085,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"8,446"
HIV diagnoses,"Lawrence County, Ohio",39087,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,036"
HIV diagnoses,"Licking County, Ohio",39089,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,997"
HIV diagnoses,"Logan County, Ohio",39091,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,656
HIV diagnoses,"Lorain County, Ohio",39093,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,8,40.5,"19,774"
HIV diagnoses,"Lucas County, Ohio",39095,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,19,28.5,"66,628"
HIV diagnoses,"Madison County, Ohio",39097,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,691"
HIV diagnoses,"Mahoning County, Ohio",39099,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"27,573"
HIV diagnoses,"Marion County, Ohio",39101,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"3,726"
HIV diagnoses,"Medina County, Ohio",39103,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,077"
HIV diagnoses,"Meigs County, Ohio",39105,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,176
HIV diagnoses,"Mercer County, Ohio",39107,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,150
HIV diagnoses,"Miami County, Ohio",39109,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,072"
HIV diagnoses,"Monroe County, Ohio",39111,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,73
HIV diagnoses,"Montgomery County, Ohio",39113,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,50,54.5,"91,776"
HIV diagnoses,"Morgan County, Ohio",39115,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,361
HIV diagnoses,"Morrow County, Ohio",39117,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,209
HIV diagnoses,"Muskingum County, Ohio",39119,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,709"
HIV diagnoses,"Noble County, Ohio",39121,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,386
HIV diagnoses,"Ottawa County, Ohio",39123,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,305
HIV diagnoses,"Paulding County, Ohio",39125,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,141
HIV diagnoses,"Perry County, Ohio",39127,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,134
