"Date Printed: Wednesday, January 25, 2023 12:12:47 PM"
Title: HIV diagnoses | 2019 | Ages 13 years and older | All races/ethnicities | Both sexes | All transmission categories | US Map-County Level

Footnote(s): Data for years 2021 and 2022 are preliminary (subject to a 12-month reporting delay). Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Inclusion of 2020 through 2022 data in trend assessments is discouraged. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.
NA - Not Applicable.




Indicator,Geography,FIPS,Year,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV diagnoses","Becker County, Minnesota","27005","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","28,560"
"HIV diagnoses","Beltrami County, Minnesota","27007","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","38,429"
"HIV diagnoses","Benton County, Minnesota","27009","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","33,327"
"HIV diagnoses","Big Stone County, Minnesota","27011","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","4,193"
"HIV diagnoses","Blue Earth County, Minnesota","27013","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","58,119"
"HIV diagnoses","Brown County, Minnesota","27015","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","21,118"
"HIV diagnoses","Carlton County, Minnesota","27017","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","30,368"
"HIV diagnoses","Carver County, Minnesota","27019","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","85,783"
"HIV diagnoses","Cass County, Minnesota","27021","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","25,234"
"HIV diagnoses","Chippewa County, Minnesota","27023","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","9,663"
"HIV diagnoses","Chisago County, Minnesota","27025","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","47,509"
"HIV diagnoses","Clay County, Minnesota","27027","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","52,738"
"HIV diagnoses","Clearwater County, Minnesota","27029","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","7,303"
"HIV diagnoses","Cook County, Minnesota","27031","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","4,819"
"HIV diagnoses","Cottonwood County, Minnesota","27033","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","9,241"
"HIV diagnoses","Crow Wing County, Minnesota","27035","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","55,400"
"HIV diagnoses","Dakota County, Minnesota","27037","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","20","5.6","355,025"
"HIV diagnoses","Dodge County, Minnesota","27039","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","17,252"
"HIV diagnoses","Douglas County, Minnesota","27041","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","32,189"
"HIV diagnoses","Faribault County, Minnesota","27043","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","11,577"
"HIV diagnoses","Fillmore County, Minnesota","27045","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","17,349"
"HIV diagnoses","Freeborn County, Minnesota","27047","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","25,713"
"HIV diagnoses","Goodhue County, Minnesota","27049","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","39,162"
"HIV diagnoses","Grant County, Minnesota","27051","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","5,002"
"HIV diagnoses","Hennepin County, Minnesota","27053","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","131","12.3","1,062,712"
"HIV diagnoses","Houston County, Minnesota","27055","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","15,776"
"HIV diagnoses","Hubbard County, Minnesota","27057","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","18,342"
"HIV diagnoses","Isanti County, Minnesota","27059","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","33,691"
"HIV diagnoses","Itasca County, Minnesota","27061","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","38,741"
"HIV diagnoses","Jackson County, Minnesota","27063","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","8,326"
"HIV diagnoses","Kanabec County, Minnesota","27065","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","13,939"
"HIV diagnoses","Kandiyohi County, Minnesota","27067","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","35,549"
"HIV diagnoses","Kittson County, Minnesota","27069","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","3,619"
"HIV diagnoses","Koochiching County, Minnesota","27071","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","10,728"
"HIV diagnoses","Lac Qui Parle County, Minnesota","27073","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","5,671"
"HIV diagnoses","Lake County, Minnesota","27075","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","9,191"
"HIV diagnoses","Lake Of The Woods County, Minnesota","27077","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","3,244"
"HIV diagnoses","Le Sueur County, Minnesota","27079","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","24,107"
"HIV diagnoses","Lincoln County, Minnesota","27081","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","4,683"
"HIV diagnoses","Lyon County, Minnesota","27083","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","20,740"
"HIV diagnoses","Mcleod County, Minnesota","27085","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","30,135"
"HIV diagnoses","Mahnomen County, Minnesota","27087","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","4,216"
"HIV diagnoses","Marshall County, Minnesota","27089","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","7,810"
"HIV diagnoses","Martin County, Minnesota","27091","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","16,573"
"HIV diagnoses","Meeker County, Minnesota","27093","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","19,232"
"HIV diagnoses","Mille Lacs County, Minnesota","27095","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","21,748"
"HIV diagnoses","Morrison County, Minnesota","27097","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","27,810"
"HIV diagnoses","Mower County, Minnesota","27099","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","32,821"
"HIV diagnoses","Murray County, Minnesota","27101","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","6,958"
"HIV diagnoses","Nicollet County, Minnesota","27103","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","28,952"
"HIV diagnoses","Nobles County, Minnesota","27105","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","17,157"
"HIV diagnoses","Norman County, Minnesota","27107","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","5,326"
"HIV diagnoses","Olmsted County, Minnesota","27109","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","130,189"
"HIV diagnoses","Otter Tail County, Minnesota","27111","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","49,516"
"HIV diagnoses","Pennington County, Minnesota","27113","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","11,747"
"HIV diagnoses","Pine County, Minnesota","27115","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","25,509"
"HIV diagnoses","Pipestone County, Minnesota","27117","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","7,422"
"HIV diagnoses","Polk County, Minnesota","27119","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","25,791"
"HIV diagnoses","Pope County, Minnesota","27121","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","9,514"
"HIV diagnoses","Ramsey County, Minnesota","27123","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","40","8.8","455,170"
"HIV diagnoses","Red Lake County, Minnesota","27125","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","3,340"
"HIV diagnoses","Redwood County, Minnesota","27127","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","12,482"
"HIV diagnoses","Renville County, Minnesota","27129","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","12,137"
"HIV diagnoses","Rice County, Minnesota","27131","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","56,702"
"HIV diagnoses","Rock County, Minnesota","27133","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","7,742"
"HIV diagnoses","Roseau County, Minnesota","27135","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","12,610"
"HIV diagnoses","St. Louis County, Minnesota","27137","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","172,502"
"HIV diagnoses","Scott County, Minnesota","27139","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","120,749"
"HIV diagnoses","Sherburne County, Minnesota","27141","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","79,477"
"HIV diagnoses","Sibley County, Minnesota","27143","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","12,480"
"HIV diagnoses","Stearns County, Minnesota","27145","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","7","5.2","134,010"
"HIV diagnoses","Steele County, Minnesota","27147","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","30,336"
"HIV diagnoses","Stevens County, Minnesota","27149","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","8,296"
"HIV diagnoses","Swift County, Minnesota","27151","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","7,748"
"HIV diagnoses","Todd County, Minnesota","27153","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","20,429"
"HIV diagnoses","Traverse County, Minnesota","27155","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","2,773"
"HIV diagnoses","Wabasha County, Minnesota","27157","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","18,232"
"HIV diagnoses","Wadena County, Minnesota","27159","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","11,146"
"HIV diagnoses","Waseca County, Minnesota","27161","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","15,545"
"HIV diagnoses","Washington County, Minnesota","27163","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","10","4.6","218,061"
"HIV diagnoses","Watonwan County, Minnesota","27165","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","8,916"
"HIV diagnoses","Wilkin County, Minnesota","27167","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","5,225"
"HIV diagnoses","Winona County, Minnesota","27169","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","44,307"
"HIV diagnoses","Wright County, Minnesota","27171","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","111,568"
"HIV diagnoses","Yellow Medicine County, Minnesota","27173","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","8,151"
"HIV diagnoses","Adams County, Mississippi","28001","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","9","34.2","26,323"
"HIV diagnoses","Alcorn County, Mississippi","28003","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","31,160"
"HIV diagnoses","Amite County, Mississippi","28005","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","10,513"
"HIV diagnoses","Attala County, Mississippi","28007","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","14,926"
"HIV diagnoses","Benton County, Mississippi","28009","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","7,037"
"HIV diagnoses","Bolivar County, Mississippi","28011","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","7","27.8","25,154"
"HIV diagnoses","Calhoun County, Mississippi","28013","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","12,061"
"HIV diagnoses","Carroll County, Mississippi","28015","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","8,673"
"HIV diagnoses","Chickasaw County, Mississippi","28017","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","13,982"
"HIV diagnoses","Choctaw County, Mississippi","28019","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","6,953"
"HIV diagnoses","Claiborne County, Mississippi","28021","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","7,612"
"HIV diagnoses","Clarke County, Mississippi","28023","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","13,091"
"HIV diagnoses","Clay County, Mississippi","28025","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","16,281"
"HIV diagnoses","Coahoma County, Mississippi","28027","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","17,690"
"HIV diagnoses","Copiah County, Mississippi","28029","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","23,551"
"HIV diagnoses","Covington County, Mississippi","28031","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","15,274"
"HIV diagnoses","Desoto County, Mississippi","28033","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","25","16.3","152,959"
"HIV diagnoses","Forrest County, Mississippi","28035","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","20","32.2","62,205"
"HIV diagnoses","Franklin County, Mississippi","28037","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","6,489"
"HIV diagnoses","George County, Mississippi","28039","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","19,673"
"HIV diagnoses","Greene County, Mississippi","28041","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","11,751"
"HIV diagnoses","Grenada County, Mississippi","28043","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","7","40.7","17,194"
"HIV diagnoses","Hancock County, Mississippi","28045","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","41,112"
"HIV diagnoses","Harrison County, Mississippi","28047","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","26","15.1","172,013"
"HIV diagnoses","Hinds County, Mississippi","28049","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","83","43.1","192,363"
"HIV diagnoses","Holmes County, Mississippi","28051","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","13,981"
"HIV diagnoses","Humphreys County, Mississippi","28053","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","6,579"
"HIV diagnoses","Issaquena County, Mississippi","28055","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,236"
"HIV diagnoses","Itawamba County, Mississippi","28057","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","19,763"
"HIV diagnoses","Jackson County, Mississippi","28059","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","12","10.0","120,265"
"HIV diagnoses","Jasper County, Mississippi","28061","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","13,719"
"HIV diagnoses","Jefferson County, Mississippi","28063","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","5,869"
"HIV diagnoses","Jefferson Davis County, Mississippi","28065","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","9,477"
"HIV diagnoses","Jones County, Mississippi","28067","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","10","17.9","55,921"
"HIV diagnoses","Kemper County, Mississippi","28069","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","8,544"
"HIV diagnoses","Lafayette County, Mississippi","28071","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","5","10.6","46,967"
"HIV diagnoses","Lamar County, Mississippi","28073","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","14","26.7","52,361"
"HIV diagnoses","Lauderdale County, Mississippi","28075","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","14","22.5","62,217"
"HIV diagnoses","Lawrence County, Mississippi","28077","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","10,400"
"HIV diagnoses","Leake County, Mississippi","28079","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","18,932"
"HIV diagnoses","Lee County, Mississippi","28081","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","7","10.0","70,303"
"HIV diagnoses","Leflore County, Mississippi","28083","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","11","48.9","22,518"
"HIV diagnoses","Lincoln County, Mississippi","28085","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","28,467"
"HIV diagnoses","Lowndes County, Mississippi","28087","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","8","16.5","48,522"
"HIV diagnoses","Madison County, Mississippi","28089","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","11","12.5","87,749"
"HIV diagnoses","Marion County, Mississippi","28091","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","20,511"
"HIV diagnoses","Marshall County, Mississippi","28093","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","30,054"
"HIV diagnoses","Monroe County, Mississippi","28095","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","29,708"
"HIV diagnoses","Montgomery County, Mississippi","28097","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","8,182"
"HIV diagnoses","Neshoba County, Mississippi","28099","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","23,460"
"HIV diagnoses","Newton County, Mississippi","28101","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","17,248"
"HIV diagnoses","Noxubee County, Mississippi","28103","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","8,540"
"HIV diagnoses","Oktibbeha County, Mississippi","28105","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","10","23.2","43,083"
"HIV diagnoses","Panola County, Mississippi","28107","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","5","17.8","28,030"
"HIV diagnoses","Pearl River County, Mississippi","28109","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","6","12.8","46,837"
"HIV diagnoses","Perry County, Mississippi","28111","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","10,097"
"HIV diagnoses","Pike County, Mississippi","28113","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","5","15.6","32,058"
"HIV diagnoses","Pontotoc County, Mississippi","28115","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","5","19.1","26,211"
"HIV diagnoses","Prentiss County, Mississippi","28117","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","20,968"
"HIV diagnoses","Quitman County, Mississippi","28119","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","5,704"
"HIV diagnoses","Rankin County, Mississippi","28121","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","14","10.7","130,493"
"HIV diagnoses","Scott County, Mississippi","28123","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","7","31.0","22,587"
"HIV diagnoses","Sharkey County, Mississippi","28125","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","3,560"
"HIV diagnoses","Simpson County, Mississippi","28127","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","6","26.7","22,433"
"HIV diagnoses","Smith County, Mississippi","28129","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","13,309"
"HIV diagnoses","Stone County, Mississippi","28131","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","15,415"
"HIV diagnoses","Sunflower County, Mississippi","28133","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","21,244"
"HIV diagnoses","Tallahatchie County, Mississippi","28135","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","7","58.6","11,950"
"HIV diagnoses","Tate County, Mississippi","28137","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","23,821"
"HIV diagnoses","Tippah County, Mississippi","28139","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","18,266"
"HIV diagnoses","Tishomingo County, Mississippi","28141","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","16,453"
"HIV diagnoses","Tunica County, Mississippi","28143","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","7,558"
"HIV diagnoses","Union County, Mississippi","28145","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","23,559"
"HIV diagnoses","Walthall County, Mississippi","28147","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","12,049"
"HIV diagnoses","Warren County, Mississippi","28149","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","9","23.8","37,794"
"HIV diagnoses","Washington County, Mississippi","28151","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","12","33.6","35,748"
"HIV diagnoses","Wayne County, Mississippi","28153","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","16,626"
"HIV diagnoses","Webster County, Mississippi","28155","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","8,083"
"HIV diagnoses","Wilkinson County, Mississippi","28157","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","7,347"
"HIV diagnoses","Winston County, Mississippi","28159","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","5","32.9","15,200"
"HIV diagnoses","Yalobusha County, Mississippi","28161","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","10,197"
"HIV diagnoses","Yazoo County, Mississippi","28163","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","25,284"
"HIV diagnoses","Adair County, Missouri","29001","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","22,273"
"HIV diagnoses","Andrew County, Missouri","29003","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","14,817"
"HIV diagnoses","Atchison County, Missouri","29005","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","4,384"
"HIV diagnoses","Audrain County, Missouri","29007","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","20,980"
"HIV diagnoses","Barry County, Missouri","29009","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","30,032"
"HIV diagnoses","Barton County, Missouri","29011","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","9,802"
"HIV diagnoses","Bates County, Missouri","29013","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","13,613"
"HIV diagnoses","Benton County, Missouri","29015","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","17,114"
"HIV diagnoses","Bollinger County, Missouri","29017","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","10,314"
"HIV diagnoses","Boone County, Missouri","29019","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","17","11.0","154,086"
"HIV diagnoses","Buchanan County, Missouri","29021","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","11","15.0","73,115"
"HIV diagnoses","Butler County, Missouri","29023","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","35,447"
"HIV diagnoses","Caldwell County, Missouri","29025","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","7,571"
"HIV diagnoses","Callaway County, Missouri","29027","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","13","34.1","38,133"
"HIV diagnoses","Camden County, Missouri","29029","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","40,614"
