Data Year,Measure,UnitTypeDescription,MeasureDefinition,StateCode,Value,LowerCI,UpperCI,Rank,Number,Source,MissingReason,CaseShare,
2021,Excessive Drinking - Other Race,Percentage of adults,"Percentage of the adult other race, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",ME,NA,NA,NA,NA,NA,"CDC, Behavioral Risk Factor Surveillance System",Results are suppressed due to inadequate sample size and/or to protect identity,NA,,
2021,Excessive Drinking - Other Race,Percentage of adults,"Percentage of the adult other race, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",MI,NA,NA,NA,NA,NA,"CDC, Behavioral Risk Factor Surveillance System",Results are suppressed due to inadequate sample size and/or to protect identity,NA,,
2021,Excessive Drinking - Other Race,Percentage of adults,"Percentage of the adult other race, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",MN,NA,NA,NA,NA,NA,"CDC, Behavioral Risk Factor Surveillance System",Results are suppressed due to inadequate sample size and/or to protect identity,NA,,
2021,Excessive Drinking - Other Race,Percentage of adults,"Percentage of the adult other race, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",MO,NA,NA,NA,NA,NA,"CDC, Behavioral Risk Factor Surveillance System",Results are suppressed due to inadequate sample size and/or to protect identity,NA,,
2021,Excessive Drinking - Other Race,Percentage of adults,"Percentage of the adult other race, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",MS,NA,NA,NA,NA,NA,"CDC, Behavioral Risk Factor Surveillance System",Results are suppressed due to inadequate sample size and/or to protect identity,NA,,
2021,Excessive Drinking - Other Race,Percentage of adults,"Percentage of the adult other race, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",MT,NA,NA,NA,NA,NA,"CDC, Behavioral Risk Factor Surveillance System",Results are suppressed due to inadequate sample size and/or to protect identity,NA,,
2021,Excessive Drinking - Other Race,Percentage of adults,"Percentage of the adult other race, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",NC,NA,NA,NA,NA,NA,"CDC, Behavioral Risk Factor Surveillance System",Results are suppressed due to inadequate sample size and/or to protect identity,NA,,
2021,Excessive Drinking - Other Race,Percentage of adults,"Percentage of the adult other race, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",ND,NA,NA,NA,NA,NA,"CDC, Behavioral Risk Factor Surveillance System",Results are suppressed due to inadequate sample size and/or to protect identity,NA,,
2021,Excessive Drinking - Other Race,Percentage of adults,"Percentage of the adult other race, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",NE,NA,NA,NA,NA,NA,"CDC, Behavioral Risk Factor Surveillance System",Results are suppressed due to inadequate sample size and/or to protect identity,NA,,
2021,Excessive Drinking - Other Race,Percentage of adults,"Percentage of the adult other race, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",NH,NA,NA,NA,NA,NA,"CDC, Behavioral Risk Factor Surveillance System",Results are suppressed due to inadequate sample size and/or to protect identity,NA,,
2021,Excessive Drinking - Other Race,Percentage of adults,"Percentage of the adult other race, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",NJ,9.8,4.7,15,NA,6000,"CDC, Behavioral Risk Factor Surveillance System",NA,0.6,,
2021,Excessive Drinking - Other Race,Percentage of adults,"Percentage of the adult other race, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",NM,NA,NA,NA,NA,NA,"CDC, Behavioral Risk Factor Surveillance System",Results are suppressed due to inadequate sample size and/or to protect identity,NA,,
2021,Excessive Drinking - Other Race,Percentage of adults,"Percentage of the adult other race, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",NV,NA,NA,NA,NA,NA,"CDC, Behavioral Risk Factor Surveillance System",Results are suppressed due to inadequate sample size and/or to protect identity,NA,,
2021,Excessive Drinking - Other Race,Percentage of adults,"Percentage of the adult other race, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",NY,13.1,8.4,17.8,NA,19400,"CDC, Behavioral Risk Factor Surveillance System",NA,0.8,,
2021,Excessive Drinking - Other Race,Percentage of adults,"Percentage of the adult other race, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",OH,NA,NA,NA,NA,NA,"CDC, Behavioral Risk Factor Surveillance System",Results are suppressed due to inadequate sample size and/or to protect identity,NA,,
2021,Excessive Drinking - Other Race,Percentage of adults,"Percentage of the adult other race, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",OK,NA,NA,NA,NA,NA,"CDC, Behavioral Risk Factor Surveillance System",Results are suppressed due to inadequate sample size and/or to protect identity,NA,,
2021,Excessive Drinking - Other Race,Percentage of adults,"Percentage of the adult other race, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",OR,NA,NA,NA,NA,NA,"CDC, Behavioral Risk Factor Surveillance System",Results are suppressed due to inadequate sample size and/or to protect identity,NA,,
2021,Excessive Drinking - Other Race,Percentage of adults,"Percentage of the adult other race, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",PA,NA,NA,NA,NA,NA,"CDC, Behavioral Risk Factor Surveillance System",Results are suppressed due to inadequate sample size and/or to protect identity,NA,,
2021,Excessive Drinking - Other Race,Percentage of adults,"Percentage of the adult other race, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",RI,NA,NA,NA,NA,NA,"CDC, Behavioral Risk Factor Surveillance System",Results are suppressed due to inadequate sample size and/or to protect identity,NA,,
2021,Excessive Drinking - Other Race,Percentage of adults,"Percentage of the adult other race, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",SC,NA,NA,NA,NA,NA,"CDC, Behavioral Risk Factor Surveillance System",Results are suppressed due to inadequate sample size and/or to protect identity,NA,,
2021,Excessive Drinking - Other Race,Percentage of adults,"Percentage of the adult other race, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",SD,NA,NA,NA,NA,NA,"CDC, Behavioral Risk Factor Surveillance System",Results are suppressed due to inadequate sample size and/or to protect identity,NA,,
2021,Excessive Drinking - Other Race,Percentage of adults,"Percentage of the adult other race, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",TN,NA,NA,NA,NA,NA,"CDC, Behavioral Risk Factor Surveillance System",Results are suppressed due to inadequate sample size and/or to protect identity,NA,,
2021,Excessive Drinking - Other Race,Percentage of adults,"Percentage of the adult other race, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",TX,NA,NA,NA,NA,NA,"CDC, Behavioral Risk Factor Surveillance System",Results are suppressed due to inadequate sample size and/or to protect identity,NA,,
2021,Excessive Drinking - Other Race,Percentage of adults,"Percentage of the adult other race, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",UT,NA,NA,NA,NA,NA,"CDC, Behavioral Risk Factor Surveillance System",Results are suppressed due to inadequate sample size and/or to protect identity,NA,,
2021,Excessive Drinking - Other Race,Percentage of adults,"Percentage of the adult other race, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",VA,NA,NA,NA,NA,NA,"CDC, Behavioral Risk Factor Surveillance System",Results are suppressed due to inadequate sample size and/or to protect identity,NA,,
2021,Excessive Drinking - Other Race,Percentage of adults,"Percentage of the adult other race, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",VT,NA,NA,NA,NA,NA,"CDC, Behavioral Risk Factor Surveillance System",Results are suppressed due to inadequate sample size and/or to protect identity,NA,,
2021,Excessive Drinking - Other Race,Percentage of adults,"Percentage of the adult other race, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",WA,23.8,14,33.7,NA,9200,"CDC, Behavioral Risk Factor Surveillance System",NA,1,,
2021,Excessive Drinking - Other Race,Percentage of adults,"Percentage of the adult other race, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",WI,NA,NA,NA,NA,NA,"CDC, Behavioral Risk Factor Surveillance System",Results are suppressed due to inadequate sample size and/or to protect identity,NA,,
2021,Excessive Drinking - Other Race,Percentage of adults,"Percentage of the adult other race, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",WV,NA,NA,NA,NA,NA,"CDC, Behavioral Risk Factor Surveillance System",Results are suppressed due to inadequate sample size and/or to protect identity,NA,,
2021,Excessive Drinking - Other Race,Percentage of adults,"Percentage of the adult other race, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",WY,NA,NA,NA,NA,NA,"CDC, Behavioral Risk Factor Surveillance System",Results are suppressed due to inadequate sample size and/or to protect identity,NA,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",AK,19.5,17.6,21.5,NA,61500,"CDC, Behavioral Risk Factor Surveillance System",NA,61.6,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",AL,13.2,11.6,14.8,NA,324500,"CDC, Behavioral Risk Factor Surveillance System",NA,66.4,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",ALL,17.9,17.6,18.2,NA,24418900,"CDC, Behavioral Risk Factor Surveillance System",NA,64.5,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",AR,13.3,11.6,15,NA,205600,"CDC, Behavioral Risk Factor Surveillance System",NA,69.1,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",AZ,16.5,15.3,17.8,NA,477000,"CDC, Behavioral Risk Factor Surveillance System",NA,53.1,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",CA,18.8,16.9,20.8,NA,2051100,"CDC, Behavioral Risk Factor Surveillance System",NA,43.4,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",CO,20.8,19.6,22,NA,596700,"CDC, Behavioral Risk Factor Surveillance System",NA,69.6,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",CT,16.9,15.5,18.4,NA,284700,"CDC, Behavioral Risk Factor Surveillance System",NA,71.6,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",DC,34.5,31.2,37.8,NA,71300,"CDC, Behavioral Risk Factor Surveillance System",NA,56.7,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",DE,16,13.9,18,NA,72600,"CDC, Behavioral Risk Factor Surveillance System",NA,72,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",FL,NA,NA,NA,NA,NA,"CDC, Behavioral Risk Factor Surveillance System",Results are suppressed due to inadequate sample size and/or to protect identity,NA,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",GA,17.9,16,19.8,NA,695700,"CDC, Behavioral Risk Factor Surveillance System",NA,59.8,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",HI,20.3,18,22.7,NA,51100,"CDC, Behavioral Risk Factor Surveillance System",NA,26.2,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",IA,22.2,20.9,23.5,NA,436000,"CDC, Behavioral Risk Factor Surveillance System",NA,89.3,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",ID,15.8,14.6,17,NA,171900,"CDC, Behavioral Risk Factor Surveillance System",NA,80.3,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",IL,16.9,14.8,19,NA,958500,"CDC, Behavioral Risk Factor Surveillance System",NA,64.9,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",IN,16.9,15.8,18,NA,628400,"CDC, Behavioral Risk Factor Surveillance System",NA,78.9,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",KS,18.5,17.7,19.3,NA,299900,"CDC, Behavioral Risk Factor Surveillance System",NA,76.1,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",KY,14.5,13,15.9,NA,393300,"CDC, Behavioral Risk Factor Surveillance System",NA,87.7,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",LA,19.8,18,21.6,NA,370500,"CDC, Behavioral Risk Factor Surveillance System",NA,62.3,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",MA,19.9,18.5,21.3,NA,737900,"CDC, Behavioral Risk Factor Surveillance System",NA,76.5,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",MD,16.9,15.7,18.1,NA,366600,"CDC, Behavioral Risk Factor Surveillance System",NA,60.6,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",ME,18,16.8,19.2,NA,172900,"CDC, Behavioral Risk Factor Surveillance System",NA,92.2,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",MI,17.3,16.1,18.5,NA,938300,"CDC, Behavioral Risk Factor Surveillance System",NA,74.3,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",MN,20.1,19.2,21,NA,656400,"CDC, Behavioral Risk Factor Surveillance System",NA,83.3,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",MO,18.5,17.3,19.8,NA,672700,"CDC, Behavioral Risk Factor Surveillance System",NA,83.2,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",MS,14.6,12.7,16.5,NA,181300,"CDC, Behavioral Risk Factor Surveillance System",NA,59.6,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",MT,22.5,21,24,NA,158400,"CDC, Behavioral Risk Factor Surveillance System",NA,86.1,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",NC,18.1,16.5,19.8,NA,905100,"CDC, Behavioral Risk Factor Surveillance System",NA,69.6,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",ND,22.2,20.6,23.8,NA,105000,"CDC, Behavioral Risk Factor Surveillance System",NA,85.4,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",NE,21.3,20.3,22.4,NA,240100,"CDC, Behavioral Risk Factor Surveillance System",NA,82.9,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",NH,16.9,15.4,18.4,NA,150400,"CDC, Behavioral Risk Factor Surveillance System",NA,87.6,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",NJ,17.4,15.7,19,NA,606000,"CDC, Behavioral Risk Factor Surveillance System",NA,60.8,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",NM,12,10.2,13.7,NA,69900,"CDC, Behavioral Risk Factor Surveillance System",NA,31.9,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",NV,14.6,12.2,16.9,NA,163700,"CDC, Behavioral Risk Factor Surveillance System",NA,50,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",NY,18.5,17.5,19.5,NA,1445100,"CDC, Behavioral Risk Factor Surveillance System",NA,63.1,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",OH,17.9,16.8,18.9,NA,1182300,"CDC, Behavioral Risk Factor Surveillance System",NA,77.5,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",OK,12.8,11.3,14.3,NA,229900,"CDC, Behavioral Risk Factor Surveillance System",NA,66.9,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",OR,18.9,17.5,20.3,NA,448800,"CDC, Behavioral Risk Factor Surveillance System",NA,77.6,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",PA,18,16.6,19.5,NA,1305400,"CDC, Behavioral Risk Factor Surveillance System",NA,77.9,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",RI,21.1,19.1,23,NA,119900,"CDC, Behavioral Risk Factor Surveillance System",NA,76.9,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",SC,17.5,16.1,18.9,NA,404800,"CDC, Behavioral Risk Factor Surveillance System",NA,69,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",SD,21.8,19.1,24.6,NA,116100,"CDC, Behavioral Risk Factor Surveillance System",NA,87.2,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",TN,15.1,13.6,16.7,NA,565200,"CDC, Behavioral Risk Factor Surveillance System",NA,72.9,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",TX,18.5,16.6,20.3,NA,1581700,"CDC, Behavioral Risk Factor Surveillance System",NA,45,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",UT,11.4,10.5,12.3,NA,200100,"CDC, Behavioral Risk Factor Surveillance System",NA,71.1,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",VA,17.9,16.6,19.2,NA,686100,"CDC, Behavioral Risk Factor Surveillance System",NA,65.6,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",VT,19.3,17.7,20.9,NA,84400,"CDC, Behavioral Risk Factor Surveillance System",NA,91.3,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",WA,18.2,17.1,19.3,NA,702600,"CDC, Behavioral Risk Factor Surveillance System",NA,73.7,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",WI,23.5,21.8,25.2,NA,855300,"CDC, Behavioral Risk Factor Surveillance System",NA,82.2,,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",WV,12.4,11.3,13.5,NA,154000,"CDC, Behavioral Risk Factor Surveillance System",NA,89.8,,
