Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Percent,Population
"Linkage to HIV medical care","2016","Hawaii","15","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Idaho","16","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Idaho","16","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Illinois","17","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Illinois","17","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Indiana","18","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Indiana","18","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Iowa","19","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Iowa","19","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Kansas","20","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Kansas","20","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Kentucky","21","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Kentucky","21","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Louisiana","22","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Louisiana","22","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Maine","23","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Maine","23","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Maryland","24","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Maryland","24","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Massachusetts","25","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Massachusetts","25","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Michigan","26","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Michigan","26","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Minnesota","27","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Minnesota","27","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Mississippi","28","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Mississippi","28","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Missouri","29","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Missouri","29","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Montana","30","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Montana","30","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Nebraska","31","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Nebraska","31","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Nevada","32","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Nevada","32","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","New Jersey","34","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","New Jersey","34","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","New Mexico","35","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","New Mexico","35","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","New York","36","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","New York","36","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","North Carolina","37","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","North Carolina","37","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","North Dakota","38","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","North Dakota","38","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Northern Mariana Islands","69","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Northern Mariana Islands","69","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Ohio","39","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Ohio","39","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Oklahoma","40","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Oklahoma","40","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Oregon","41","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Oregon","41","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Palau","70","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Palau","70","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Pennsylvania","42","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Pennsylvania","42","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Puerto Rico","72","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Puerto Rico","72","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Rhode Island","44","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Rhode Island","44","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","South Carolina","45","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","South Carolina","45","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","South Dakota","46","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","South Dakota","46","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Tennessee","47","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Tennessee","47","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Texas","48","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Texas","48","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","U.S. Virgin Islands","78","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","U.S. Virgin Islands","78","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Utah","49","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Utah","49","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Vermont","50","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Vermont","50","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Virginia","51","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Virginia","51","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Washington","53","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Washington","53","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","West Virginia","54","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","West Virginia","54","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Wisconsin","55","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Wisconsin","55","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Wyoming","56","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2016","Wyoming","56","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Alaska","02","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Alaska","02","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","American Samoa","60","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","American Samoa","60","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Arizona","04","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Arizona","04","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Arkansas","05","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Arkansas","05","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","California","06","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","California","06","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Colorado","08","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Colorado","08","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Connecticut","09","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Connecticut","09","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Delaware","10","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Delaware","10","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Florida","12","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Florida","12","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Georgia","13","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Georgia","13","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Guam","66","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Guam","66","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Hawaii","15","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Hawaii","15","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Idaho","16","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Idaho","16","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Illinois","17","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Illinois","17","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Indiana","18","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Indiana","18","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Iowa","19","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Iowa","19","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Kansas","20","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Kansas","20","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Kentucky","21","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Kentucky","21","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Louisiana","22","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Louisiana","22","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Maine","23","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Maine","23","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Maryland","24","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Maryland","24","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Massachusetts","25","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Massachusetts","25","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Michigan","26","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Michigan","26","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Minnesota","27","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Minnesota","27","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Mississippi","28","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Mississippi","28","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Missouri","29","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Missouri","29","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Montana","30","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Montana","30","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Nebraska","31","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Nebraska","31","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Nevada","32","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Nevada","32","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","New Jersey","34","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","New Jersey","34","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","New Mexico","35","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","New Mexico","35","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","New York","36","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","New York","36","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","North Carolina","37","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","North Carolina","37","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","North Dakota","38","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","North Dakota","38","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Northern Mariana Islands","69","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Northern Mariana Islands","69","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Ohio","39","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Ohio","39","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Oklahoma","40","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Oklahoma","40","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Oregon","41","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Oregon","41","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Palau","70","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Palau","70","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Pennsylvania","42","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Pennsylvania","42","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Puerto Rico","72","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Puerto Rico","72","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Rhode Island","44","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Rhode Island","44","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","South Carolina","45","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","South Carolina","45","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","South Dakota","46","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","South Dakota","46","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Tennessee","47","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Tennessee","47","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Texas","48","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Texas","48","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","U.S. Virgin Islands","78","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","U.S. Virgin Islands","78","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Utah","49","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Utah","49","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Vermont","50","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Vermont","50","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Virginia","51","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Virginia","51","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Washington","53","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Washington","53","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","West Virginia","54","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","West Virginia","54","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Wisconsin","55","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Wisconsin","55","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Wyoming","56","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2015","Wyoming","56","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2014","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2014","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2014","Alaska","02","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2014","Alaska","02","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2014","American Samoa","60","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2014","American Samoa","60","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2014","Arizona","04","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2014","Arizona","04","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2014","Arkansas","05","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2014","Arkansas","05","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2014","California","06","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2014","California","06","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2014","Colorado","08","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2014","Colorado","08","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2014","Connecticut","09","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2014","Connecticut","09","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2014","Delaware","10","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2014","Delaware","10","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2014","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2014","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2014","Florida","12","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2014","Florida","12","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2014","Georgia","13","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2014","Georgia","13","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2014","Guam","66","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2014","Guam","66","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2014","Hawaii","15","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2014","Hawaii","15","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2014","Idaho","16","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2014","Idaho","16","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2014","Illinois","17","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2014","Illinois","17","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2014","Indiana","18","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
