"Date Printed: Wednesday, January 25, 2023 12:49:48 PM",,,,,,,,,,
Title: HIV diagnoses | 2019 | 55+ | All races/ethnicities | Both sexes | All transmission categories | US Map-County Level,,,,,,,,,,
,,,,,,,,,,
Footnote(s): Data for years 2021 and 2022 are preliminary (subject to a 12-month reporting delay). Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Inclusion of 2020 through 2022 data in trend assessments is discouraged. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.,,,,,,,,
HIV diagnoses,"Jefferson County, Missouri",29099,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"68,779"
HIV diagnoses,"Johnson County, Missouri",29101,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"13,030"
HIV diagnoses,"Knox County, Missouri",29103,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,476"
HIV diagnoses,"Laclede County, Missouri",29105,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"11,430"
HIV diagnoses,"Lafayette County, Missouri",29107,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"10,940"
HIV diagnoses,"Lawrence County, Missouri",29109,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"12,136"
HIV diagnoses,"Lewis County, Missouri",29111,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"3,245"
HIV diagnoses,"Lincoln County, Missouri",29113,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"16,352"
HIV diagnoses,"Linn County, Missouri",29115,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"4,320"
HIV diagnoses,"Livingston County, Missouri",29117,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,861"
HIV diagnoses,"Mcdonald County, Missouri",29119,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"6,714"
HIV diagnoses,"Macon County, Missouri",29121,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"5,556"
HIV diagnoses,"Madison County, Missouri",29123,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"4,157"
HIV diagnoses,"Maries County, Missouri",29125,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"3,339"
HIV diagnoses,"Marion County, Missouri",29127,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"9,079"
HIV diagnoses,"Mercer County, Missouri",29129,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,372"
HIV diagnoses,"Miller County, Missouri",29131,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"8,638"
HIV diagnoses,"Mississippi County, Missouri",29133,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,090"
HIV diagnoses,"Moniteau County, Missouri",29135,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"4,563"
HIV diagnoses,"Monroe County, Missouri",29137,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"3,454"
HIV diagnoses,"Montgomery County, Missouri",29139,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,193"
HIV diagnoses,"Morgan County, Missouri",29141,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"8,164"
HIV diagnoses,"New Madrid County, Missouri",29143,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"5,797"
HIV diagnoses,"Newton County, Missouri",29145,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"18,925"
HIV diagnoses,"Nodaway County, Missouri",29147,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"5,816"
HIV diagnoses,"Oregon County, Missouri",29149,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"4,154"
HIV diagnoses,"Osage County, Missouri",29151,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"4,429"
HIV diagnoses,"Ozark County, Missouri",29153,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"4,266"
HIV diagnoses,"Pemiscot County, Missouri",29155,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,975"
HIV diagnoses,"Perry County, Missouri",29157,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"6,371"
HIV diagnoses,"Pettis County, Missouri",29159,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"12,941"
HIV diagnoses,"Phelps County, Missouri",29161,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"13,070"
HIV diagnoses,"Pike County, Missouri",29163,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"5,699"
HIV diagnoses,"Platte County, Missouri",29165,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"29,262"
HIV diagnoses,"Polk County, Missouri",29167,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"10,029"
HIV diagnoses,"Pulaski County, Missouri",29169,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"9,130"
HIV diagnoses,"Putnam County, Missouri",29171,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,851"
HIV diagnoses,"Ralls County, Missouri",29173,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"3,914"
HIV diagnoses,"Randolph County, Missouri",29175,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"7,302"
HIV diagnoses,"Ray County, Missouri",29177,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"7,900"
HIV diagnoses,"Reynolds County, Missouri",29179,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,513"
HIV diagnoses,"Ripley County, Missouri",29181,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"4,769"
HIV diagnoses,"St. Charles County, Missouri",29183,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"118,298"
HIV diagnoses,"St. Clair County, Missouri",29185,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"4,118"
HIV diagnoses,"Ste. Genevieve County, Missouri",29186,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"6,569"
HIV diagnoses,"St. Francois County, Missouri",29187,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"19,929"
HIV diagnoses,"St. Louis County, Missouri",29189,2019,55+,All races/ethnicities,Both sexes,All transmission categories,9,2.8,"323,439"
HIV diagnoses,"Saline County, Missouri",29195,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"7,293"
HIV diagnoses,"Schuyler County, Missouri",29197,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,537"
HIV diagnoses,"Scotland County, Missouri",29199,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,541"
HIV diagnoses,"Scott County, Missouri",29201,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"12,316"
HIV diagnoses,"Shannon County, Missouri",29203,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"3,241"
HIV diagnoses,"Shelby County, Missouri",29205,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,180"
HIV diagnoses,"Stoddard County, Missouri",29207,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"10,039"
HIV diagnoses,"Stone County, Missouri",29209,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"15,820"
HIV diagnoses,"Sullivan County, Missouri",29211,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,116"
HIV diagnoses,"Taney County, Missouri",29213,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"20,022"
HIV diagnoses,"Texas County, Missouri",29215,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"9,207"
HIV diagnoses,"Vernon County, Missouri",29217,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"6,996"
HIV diagnoses,"Warren County, Missouri",29219,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"11,853"
HIV diagnoses,"Washington County, Missouri",29221,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"7,893"
HIV diagnoses,"Wayne County, Missouri",29223,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"5,295"
HIV diagnoses,"Webster County, Missouri",29225,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"11,252"
HIV diagnoses,"Worth County, Missouri",29227,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,836
HIV diagnoses,"Wright County, Missouri",29229,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"6,205"
HIV diagnoses,"St. Louis City, Missouri",29510,2019,55+,All races/ethnicities,Both sexes,All transmission categories,10,12.1,"82,342"
HIV diagnoses,"Beaverhead County, Montana",30001,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"3,543"
HIV diagnoses,"Big Horn County, Montana",30003,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"3,308"
HIV diagnoses,"Blaine County, Montana",30005,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,887"
HIV diagnoses,"Broadwater County, Montana",30007,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,515"
HIV diagnoses,"Carbon County, Montana",30009,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"4,817"
HIV diagnoses,"Carter County, Montana",30011,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,538
HIV diagnoses,"Cascade County, Montana",30013,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"26,370"
HIV diagnoses,"Chouteau County, Montana",30015,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,097"
HIV diagnoses,"Custer County, Montana",30017,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,046"
HIV diagnoses,"Daniels County, Montana",30019,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,719
HIV diagnoses,"Dawson County, Montana",30021,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"3,033"
HIV diagnoses,"Deer Lodge County, Montana",30023,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"3,862"
HIV diagnoses,"Fallon County, Montana",30025,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,936
HIV diagnoses,"Fergus County, Montana",30027,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,436"
HIV diagnoses,"Flathead County, Montana",30029,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"36,392"
HIV diagnoses,"Gallatin County, Montana",30031,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"27,328"
HIV diagnoses,"Garfield County, Montana",30033,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,492
HIV diagnoses,"Glacier County, Montana",30035,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"3,382"
HIV diagnoses,"Golden Valley County, Montana",30037,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,372
HIV diagnoses,"Granite County, Montana",30039,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,705"
HIV diagnoses,"Hill County, Montana",30041,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"4,615"
HIV diagnoses,"Jefferson County, Montana",30043,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,892"
HIV diagnoses,"Judith Basin County, Montana",30045,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,902
HIV diagnoses,"Lake County, Montana",30047,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"11,451"
HIV diagnoses,"Lewis And Clark County, Montana",30049,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"23,775"
HIV diagnoses,"Liberty County, Montana",30051,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,905
HIV diagnoses,"Lincoln County, Montana",30053,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"9,578"
HIV diagnoses,"Mccone County, Montana",30055,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,715
HIV diagnoses,"Madison County, Montana",30057,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"4,127"
HIV diagnoses,"Meagher County, Montana",30059,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,851
HIV diagnoses,"Mineral County, Montana",30061,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,089"
HIV diagnoses,"Missoula County, Montana",30063,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"33,802"
HIV diagnoses,"Musselshell County, Montana",30065,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,117"
HIV diagnoses,"Park County, Montana",30067,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"6,753"
HIV diagnoses,"Petroleum County, Montana",30069,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,237
HIV diagnoses,"Phillips County, Montana",30071,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,586"
HIV diagnoses,"Pondera County, Montana",30073,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,105"
HIV diagnoses,"Powder River County, Montana",30075,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,799
HIV diagnoses,"Powell County, Montana",30077,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,494"
HIV diagnoses,"Prairie County, Montana",30079,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,506
HIV diagnoses,"Ravalli County, Montana",30081,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"19,039"
HIV diagnoses,"Richland County, Montana",30083,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"3,230"
HIV diagnoses,"Roosevelt County, Montana",30085,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,612"
HIV diagnoses,"Rosebud County, Montana",30087,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,702"
HIV diagnoses,"Sanders County, Montana",30089,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"5,938"
HIV diagnoses,"Sheridan County, Montana",30091,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,366"
HIV diagnoses,"Silver Bow County, Montana",30093,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"11,750"
HIV diagnoses,"Stillwater County, Montana",30095,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"3,929"
HIV diagnoses,"Sweet Grass County, Montana",30097,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,587"
HIV diagnoses,"Teton County, Montana",30099,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,294"
HIV diagnoses,"Toole County, Montana",30101,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,597"
HIV diagnoses,"Treasure County, Montana",30103,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,311
HIV diagnoses,"Valley County, Montana",30105,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,868"
HIV diagnoses,"Wheatland County, Montana",30107,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,846
HIV diagnoses,"Wibaux County, Montana",30109,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,398
HIV diagnoses,"Yellowstone County, Montana",30111,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"49,403"
HIV diagnoses,"Adams County, Nebraska",31001,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"9,988"
HIV diagnoses,"Antelope County, Nebraska",31003,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,513"
HIV diagnoses,"Arthur County, Nebraska",31005,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,151
HIV diagnoses,"Banner County, Nebraska",31007,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,313
HIV diagnoses,"Blaine County, Nebraska",31009,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,196
HIV diagnoses,"Boone County, Nebraska",31011,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,030"
HIV diagnoses,"Box Butte County, Nebraska",31013,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"3,652"
HIV diagnoses,"Boyd County, Nebraska",31015,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,905
HIV diagnoses,"Brown County, Nebraska",31017,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,258"
HIV diagnoses,"Buffalo County, Nebraska",31019,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"13,175"
HIV diagnoses,"Burt County, Nebraska",31021,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,575"
HIV diagnoses,"Butler County, Nebraska",31023,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,904"
HIV diagnoses,"Cass County, Nebraska",31025,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"8,745"
HIV diagnoses,"Cedar County, Nebraska",31027,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"3,169"
HIV diagnoses,"Chase County, Nebraska",31029,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,389"
HIV diagnoses,"Cherry County, Nebraska",31031,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,135"
HIV diagnoses,"Cheyenne County, Nebraska",31033,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"3,221"
HIV diagnoses,"Clay County, Nebraska",31035,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,225"
HIV diagnoses,"Colfax County, Nebraska",31037,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,770"
HIV diagnoses,"Cuming County, Nebraska",31039,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"3,224"
HIV diagnoses,"Custer County, Nebraska",31041,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"4,039"
HIV diagnoses,"Dakota County, Nebraska",31043,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"5,102"
HIV diagnoses,"Dawes County, Nebraska",31045,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,719"
HIV diagnoses,"Dawson County, Nebraska",31047,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"6,792"
HIV diagnoses,"Deuel County, Nebraska",31049,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,765
HIV diagnoses,"Dixon County, Nebraska",31051,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,989"
HIV diagnoses,"Dodge County, Nebraska",31053,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"11,878"
HIV diagnoses,"Douglas County, Nebraska",31055,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"142,775"
HIV diagnoses,"Dundy County, Nebraska",31057,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,723
HIV diagnoses,"Fillmore County, Nebraska",31059,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,176"
HIV diagnoses,"Franklin County, Nebraska",31061,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,315"
HIV diagnoses,"Frontier County, Nebraska",31063,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,034"
HIV diagnoses,"Furnas County, Nebraska",31065,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,877"
HIV diagnoses,"Gage County, Nebraska",31067,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"7,866"
HIV diagnoses,"Garden County, Nebraska",31069,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,828
HIV diagnoses,"Garfield County, Nebraska",31071,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,911
HIV diagnoses,"Gosper County, Nebraska",31073,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,808
HIV diagnoses,"Grant County, Nebraska",31075,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,266
HIV diagnoses,"Greeley County, Nebraska",31077,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,965
HIV diagnoses,"Hall County, Nebraska",31079,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"16,816"
HIV diagnoses,"Hamilton County, Nebraska",31081,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"3,169"
HIV diagnoses,"Harlan County, Nebraska",31083,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,474"
HIV diagnoses,"Hayes County, Nebraska",31085,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,413
HIV diagnoses,"Hitchcock County, Nebraska",31087,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,135"
HIV diagnoses,"Holt County, Nebraska",31089,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"3,838"
HIV diagnoses,"Hooker County, Nebraska",31091,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,287
HIV diagnoses,"Howard County, Nebraska",31093,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,296"
HIV diagnoses,"Jefferson County, Nebraska",31095,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,817"
HIV diagnoses,"Johnson County, Nebraska",31097,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,676"
HIV diagnoses,"Kearney County, Nebraska",31099,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,262"
HIV diagnoses,"Keith County, Nebraska",31101,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"3,430"
HIV diagnoses,"Keya Paha County, Nebraska",31103,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,385
HIV diagnoses,"Kimball County, Nebraska",31105,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,455"
HIV diagnoses,"Knox County, Nebraska",31107,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"3,366"
HIV diagnoses,"Lancaster County, Nebraska",31109,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"81,172"
HIV diagnoses,"Lincoln County, Nebraska",31111,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"11,821"
HIV diagnoses,"Logan County, Nebraska",31113,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,278
HIV diagnoses,"Loup County, Nebraska",31115,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,295
HIV diagnoses,"Mcpherson County, Nebraska",31117,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,212
HIV diagnoses,"Madison County, Nebraska",31119,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"10,550"
HIV diagnoses,"Merrick County, Nebraska",31121,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,823"
HIV diagnoses,"Morrill County, Nebraska",31123,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,673"
HIV diagnoses,"Nance County, Nebraska",31125,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,348"
HIV diagnoses,"Nemaha County, Nebraska",31127,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,343"
HIV diagnoses,"Nuckolls County, Nebraska",31129,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,838"
HIV diagnoses,"Otoe County, Nebraska",31131,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"5,564"
HIV diagnoses,"Pawnee County, Nebraska",31133,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,172"
HIV diagnoses,"Perkins County, Nebraska",31135,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,067"
HIV diagnoses,"Phelps County, Nebraska",31137,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"3,112"
HIV diagnoses,"Pierce County, Nebraska",31139,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,483"
HIV diagnoses,"Platte County, Nebraska",31141,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"10,342"
HIV diagnoses,"Polk County, Nebraska",31143,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,981"
HIV diagnoses,"Red Willow County, Nebraska",31145,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"3,829"
HIV diagnoses,"Richardson County, Nebraska",31147,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"3,235"
HIV diagnoses,"Rock County, Nebraska",31149,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,623
HIV diagnoses,"Saline County, Nebraska",31151,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"3,866"
HIV diagnoses,"Sarpy County, Nebraska",31153,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"43,769"
HIV diagnoses,"Saunders County, Nebraska",31155,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"7,341"
HIV diagnoses,"Scotts Bluff County, Nebraska",31157,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"11,754"
HIV diagnoses,"Seward County, Nebraska",31159,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"5,294"
HIV diagnoses,"Sheridan County, Nebraska",31161,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,108"
HIV diagnoses,"Sherman County, Nebraska",31163,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,302"
HIV diagnoses,"Sioux County, Nebraska",31165,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,559
HIV diagnoses,"Stanton County, Nebraska",31167,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,000"
HIV diagnoses,"Thayer County, Nebraska",31169,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,958"
HIV diagnoses,"Thomas County, Nebraska",31171,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,289
HIV diagnoses,"Thurston County, Nebraska",31173,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,644"
HIV diagnoses,"Valley County, Nebraska",31175,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,605"
HIV diagnoses,"Washington County, Nebraska",31177,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"6,902"
HIV diagnoses,"Wayne County, Nebraska",31179,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,658"
HIV diagnoses,"Webster County, Nebraska",31181,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,342"
HIV diagnoses,"Wheeler County, Nebraska",31183,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,371
