Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Percent,Population
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Wyoming","56","45-54","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","70"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Wyoming","56","35-44","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","150"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Wyoming","56","25-34","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","670"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Wyoming","56","13-24","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","NA"
"PrEP coverage and number of persons prescribed","2019","Alabama","01","45-54","All races/ethnicities","Both sexes","292","20.9","1,400"
"PrEP coverage and number of persons prescribed","2019","Alabama","01","35-44","All races/ethnicities","Both sexes","360","21.6","1,670"
"PrEP coverage and number of persons prescribed","2019","Alabama","01","25-34","All races/ethnicities","Both sexes","693","18.5","3,740"
"PrEP coverage and number of persons prescribed","2019","Alabama","01","13-24","All races/ethnicities","Both sexes","339","10.0","3,380"
"PrEP coverage and number of persons prescribed","2019","Alaska","02","45-54","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","310"
"PrEP coverage and number of persons prescribed","2019","Alaska","02","35-44","All races/ethnicities","Both sexes","54","23.5","230"
"PrEP coverage and number of persons prescribed","2019","Alaska","02","25-34","All races/ethnicities","Both sexes","86","12.3","700"
"PrEP coverage and number of persons prescribed","2019","Alaska","02","13-24","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","390"
"PrEP coverage and number of persons prescribed","2019","American Samoa","60","45-54","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2019","American Samoa","60","35-44","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2019","American Samoa","60","25-34","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2019","American Samoa","60","13-24","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2019","Arizona","04","45-54","All races/ethnicities","Both sexes","689","20.7","3,330"
"PrEP coverage and number of persons prescribed","2019","Arizona","04","35-44","All races/ethnicities","Both sexes","1,085","20.9","5,200"
"PrEP coverage and number of persons prescribed","2019","Arizona","04","25-34","All races/ethnicities","Both sexes","1,731","17.9","9,680"
"PrEP coverage and number of persons prescribed","2019","Arizona","04","13-24","All races/ethnicities","Both sexes","574","11.1","5,160"
"PrEP coverage and number of persons prescribed","2019","Arkansas","05","45-54","All races/ethnicities","Both sexes","111","17.3","640"
"PrEP coverage and number of persons prescribed","2019","Arkansas","05","35-44","All races/ethnicities","Both sexes","193","21.9","880"
"PrEP coverage and number of persons prescribed","2019","Arkansas","05","25-34","All races/ethnicities","Both sexes","258","14.0","1,840"
"PrEP coverage and number of persons prescribed","2019","Arkansas","05","13-24","All races/ethnicities","Both sexes","111","7.8","1,420"
"PrEP coverage and number of persons prescribed","2019","California","06","45-54","All races/ethnicities","Both sexes","5,841","25.2","23,190"
"PrEP coverage and number of persons prescribed","2019","California","06","35-44","All races/ethnicities","Both sexes","10,102","30.6","32,990"
"PrEP coverage and number of persons prescribed","2019","California","06","25-34","All races/ethnicities","Both sexes","16,913","27.7","61,120"
"PrEP coverage and number of persons prescribed","2019","California","06","13-24","All races/ethnicities","Both sexes","4,812","15.0","31,980"
"PrEP coverage and number of persons prescribed","2019","Colorado","08","45-54","All races/ethnicities","Both sexes","545","24.0","2,270"
"PrEP coverage and number of persons prescribed","2019","Colorado","08","35-44","All races/ethnicities","Both sexes","1,034","20.0","5,160"
"PrEP coverage and number of persons prescribed","2019","Colorado","08","25-34","All races/ethnicities","Both sexes","1,953","18.7","10,450"
"PrEP coverage and number of persons prescribed","2019","Colorado","08","13-24","All races/ethnicities","Both sexes","587","11.5","5,100"
"PrEP coverage and number of persons prescribed","2019","Connecticut","09","45-54","All races/ethnicities","Both sexes","329","17.8","1,850"
"PrEP coverage and number of persons prescribed","2019","Connecticut","09","35-44","All races/ethnicities","Both sexes","517","29.0","1,780"
"PrEP coverage and number of persons prescribed","2019","Connecticut","09","25-34","All races/ethnicities","Both sexes","1,029","36.5","2,820"
"PrEP coverage and number of persons prescribed","2019","Connecticut","09","13-24","All races/ethnicities","Both sexes","513","29.5","1,740"
"PrEP coverage and number of persons prescribed","2019","Delaware","10","45-54","All races/ethnicities","Both sexes","80","10.4","770"
"PrEP coverage and number of persons prescribed","2019","Delaware","10","35-44","All races/ethnicities","Both sexes","110","15.3","720"
"PrEP coverage and number of persons prescribed","2019","Delaware","10","25-34","All races/ethnicities","Both sexes","159","11.9","1,340"
"PrEP coverage and number of persons prescribed","2019","Delaware","10","13-24","All races/ethnicities","Both sexes","53","7.9","670"
"PrEP coverage and number of persons prescribed","2019","District of Columbia","11","45-54","All races/ethnicities","Both sexes","683","39.3","1,740"
"PrEP coverage and number of persons prescribed","2019","District of Columbia","11","35-44","All races/ethnicities","Both sexes","1,579","67.2","2,350"
"PrEP coverage and number of persons prescribed","2019","District of Columbia","11","25-34","All races/ethnicities","Both sexes","2,733","59.3","4,610"
"PrEP coverage and number of persons prescribed","2019","District of Columbia","11","13-24","All races/ethnicities","Both sexes","491","18.0","2,730"
"PrEP coverage and number of persons prescribed","2019","Florida","12","45-54","All races/ethnicities","Both sexes","3,910","19.1","20,500"
"PrEP coverage and number of persons prescribed","2019","Florida","12","35-44","All races/ethnicities","Both sexes","5,133","20.9","24,530"
"PrEP coverage and number of persons prescribed","2019","Florida","12","25-34","All races/ethnicities","Both sexes","7,419","17.3","42,840"
"PrEP coverage and number of persons prescribed","2019","Florida","12","13-24","All races/ethnicities","Both sexes","2,423","11.2","21,710"
"PrEP coverage and number of persons prescribed","2019","Georgia","13","45-54","All races/ethnicities","Both sexes","1,475","31.0","4,760"
"PrEP coverage and number of persons prescribed","2019","Georgia","13","35-44","All races/ethnicities","Both sexes","2,064","31.2","6,620"
"PrEP coverage and number of persons prescribed","2019","Georgia","13","25-34","All races/ethnicities","Both sexes","3,333","23.1","14,450"
"PrEP coverage and number of persons prescribed","2019","Georgia","13","13-24","All races/ethnicities","Both sexes","1,038","10.9","9,500"
"PrEP coverage and number of persons prescribed","2019","Guam","66","45-54","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2019","Guam","66","35-44","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2019","Guam","66","25-34","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2019","Guam","66","13-24","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2019","Hawaii","15","45-54","All races/ethnicities","Both sexes","139","31.6","440"
"PrEP coverage and number of persons prescribed","2019","Hawaii","15","35-44","All races/ethnicities","Both sexes","220","17.6","1,250"
"PrEP coverage and number of persons prescribed","2019","Hawaii","15","25-34","All races/ethnicities","Both sexes","267","16.5","1,620"
"PrEP coverage and number of persons prescribed","2019","Hawaii","15","13-24","All races/ethnicities","Both sexes","74","13.2","560"
"PrEP coverage and number of persons prescribed","2019","Idaho","16","45-54","All races/ethnicities","Both sexes","59","7.6","780"
"PrEP coverage and number of persons prescribed","2019","Idaho","16","35-44","All races/ethnicities","Both sexes","122","13.4","910"
"PrEP coverage and number of persons prescribed","2019","Idaho","16","25-34","All races/ethnicities","Both sexes","173","13.3","1,300"
"PrEP coverage and number of persons prescribed","2019","Idaho","16","13-24","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","910"
"PrEP coverage and number of persons prescribed","2019","Illinois","17","45-54","All races/ethnicities","Both sexes","1,949","23.9","8,170"
"PrEP coverage and number of persons prescribed","2019","Illinois","17","35-44","All races/ethnicities","Both sexes","3,883","37.7","10,300"
"PrEP coverage and number of persons prescribed","2019","Illinois","17","25-34","All races/ethnicities","Both sexes","7,398","38.4","19,250"
"PrEP coverage and number of persons prescribed","2019","Illinois","17","13-24","All races/ethnicities","Both sexes","2,357","17.4","13,580"
"PrEP coverage and number of persons prescribed","2019","Indiana","18","45-54","All races/ethnicities","Both sexes","435","19.3","2,250"
"PrEP coverage and number of persons prescribed","2019","Indiana","18","35-44","All races/ethnicities","Both sexes","630","14.9","4,240"
"PrEP coverage and number of persons prescribed","2019","Indiana","18","25-34","All races/ethnicities","Both sexes","1,197","14.3","8,360"
"PrEP coverage and number of persons prescribed","2019","Indiana","18","13-24","All races/ethnicities","Both sexes","450","8.4","5,370"
"PrEP coverage and number of persons prescribed","2019","Iowa","19","45-54","All races/ethnicities","Both sexes","162","35.2","460"
"PrEP coverage and number of persons prescribed","2019","Iowa","19","35-44","All races/ethnicities","Both sexes","305","49.2","620"
"PrEP coverage and number of persons prescribed","2019","Iowa","19","25-34","All races/ethnicities","Both sexes","556","54.0","1,030"
"PrEP coverage and number of persons prescribed","2019","Iowa","19","13-24","All races/ethnicities","Both sexes","270","14.5","1,860"
"PrEP coverage and number of persons prescribed","2019","Kansas","20","45-54","All races/ethnicities","Both sexes","126","21.4","590"
"PrEP coverage and number of persons prescribed","2019","Kansas","20","35-44","All races/ethnicities","Both sexes","179","17.2","1,040"
"PrEP coverage and number of persons prescribed","2019","Kansas","20","25-34","All races/ethnicities","Both sexes","361","20.5","1,760"
"PrEP coverage and number of persons prescribed","2019","Kansas","20","13-24","All races/ethnicities","Both sexes","159","11.9","1,340"
"PrEP coverage and number of persons prescribed","2019","Kentucky","21","45-54","All races/ethnicities","Both sexes","282","18.0","1,570"
"PrEP coverage and number of persons prescribed","2019","Kentucky","21","35-44","All races/ethnicities","Both sexes","368","13.7","2,690"
"PrEP coverage and number of persons prescribed","2019","Kentucky","21","25-34","All races/ethnicities","Both sexes","621","12.7","4,890"
"PrEP coverage and number of persons prescribed","2019","Kentucky","21","13-24","All races/ethnicities","Both sexes","211","7.6","2,760"
"PrEP coverage and number of persons prescribed","2019","Louisiana","22","45-54","All races/ethnicities","Both sexes","527","24.4","2,160"
"PrEP coverage and number of persons prescribed","2019","Louisiana","22","35-44","All races/ethnicities","Both sexes","868","27.7","3,130"
"PrEP coverage and number of persons prescribed","2019","Louisiana","22","25-34","All races/ethnicities","Both sexes","1,505","26.3","5,730"
"PrEP coverage and number of persons prescribed","2019","Louisiana","22","13-24","All races/ethnicities","Both sexes","642","17.4","3,700"
"PrEP coverage and number of persons prescribed","2019","Maine","23","45-54","All races/ethnicities","Both sexes","107","26.8","400"
"PrEP coverage and number of persons prescribed","2019","Maine","23","35-44","All races/ethnicities","Both sexes","137","14.9","920"
"PrEP coverage and number of persons prescribed","2019","Maine","23","25-34","All races/ethnicities","Both sexes","229","14.5","1,580"
"PrEP coverage and number of persons prescribed","2019","Maine","23","13-24","All races/ethnicities","Both sexes","88","22.0","400"
"PrEP coverage and number of persons prescribed","2019","Maryland","24","45-54","All races/ethnicities","Both sexes","617","14.6","4,220"
"PrEP coverage and number of persons prescribed","2019","Maryland","24","35-44","All races/ethnicities","Both sexes","1,099","21.4","5,130"
"PrEP coverage and number of persons prescribed","2019","Maryland","24","25-34","All races/ethnicities","Both sexes","2,017","20.8","9,680"
"PrEP coverage and number of persons prescribed","2019","Maryland","24","13-24","All races/ethnicities","Both sexes","810","15.3","5,290"
"PrEP coverage and number of persons prescribed","2019","Massachusetts","25","45-54","All races/ethnicities","Both sexes","1,190","28.3","4,210"
"PrEP coverage and number of persons prescribed","2019","Massachusetts","25","35-44","All races/ethnicities","Both sexes","1,997","31.0","6,440"
"PrEP coverage and number of persons prescribed","2019","Massachusetts","25","25-34","All races/ethnicities","Both sexes","3,872","49.8","7,780"
"PrEP coverage and number of persons prescribed","2019","Massachusetts","25","13-24","All races/ethnicities","Both sexes","1,383","46.9","2,950"
"PrEP coverage and number of persons prescribed","2019","Michigan","26","45-54","All races/ethnicities","Both sexes","549","14.4","3,800"
"PrEP coverage and number of persons prescribed","2019","Michigan","26","35-44","All races/ethnicities","Both sexes","888","20.1","4,420"
"PrEP coverage and number of persons prescribed","2019","Michigan","26","25-34","All races/ethnicities","Both sexes","1,806","15.9","11,360"
"PrEP coverage and number of persons prescribed","2019","Michigan","26","13-24","All races/ethnicities","Both sexes","695","9.6","7,230"
"PrEP coverage and number of persons prescribed","2019","Minnesota","27","45-54","All races/ethnicities","Both sexes","551","15.9","3,470"
"PrEP coverage and number of persons prescribed","2019","Minnesota","27","35-44","All races/ethnicities","Both sexes","947","16.3","5,810"
"PrEP coverage and number of persons prescribed","2019","Minnesota","27","25-34","All races/ethnicities","Both sexes","1,774","21.0","8,450"
"PrEP coverage and number of persons prescribed","2019","Minnesota","27","13-24","All races/ethnicities","Both sexes","569","19.8","2,870"
"PrEP coverage and number of persons prescribed","2019","Mississippi","28","45-54","All races/ethnicities","Both sexes","134","22.3","600"
"PrEP coverage and number of persons prescribed","2019","Mississippi","28","35-44","All races/ethnicities","Both sexes","192","21.1","910"
"PrEP coverage and number of persons prescribed","2019","Mississippi","28","25-34","All races/ethnicities","Both sexes","357","25.5","1,400"
"PrEP coverage and number of persons prescribed","2019","Mississippi","28","13-24","All races/ethnicities","Both sexes","174","14.5","1,200"
"PrEP coverage and number of persons prescribed","2019","Missouri","29","45-54","All races/ethnicities","Both sexes","504","21.9","2,300"
"PrEP coverage and number of persons prescribed","2019","Missouri","29","35-44","All races/ethnicities","Both sexes","719","19.2","3,740"
"PrEP coverage and number of persons prescribed","2019","Missouri","29","25-34","All races/ethnicities","Both sexes","1,367","23.1","5,920"
"PrEP coverage and number of persons prescribed","2019","Missouri","29","13-24","All races/ethnicities","Both sexes","547","11.4","4,810"
"PrEP coverage and number of persons prescribed","2019","Montana","30","45-54","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","NA"
"PrEP coverage and number of persons prescribed","2019","Montana","30","35-44","All races/ethnicities","Both sexes","68","9.7","700"
"PrEP coverage and number of persons prescribed","2019","Montana","30","25-34","All races/ethnicities","Both sexes","98","9.8","1,000"
"PrEP coverage and number of persons prescribed","2019","Montana","30","13-24","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","300"
"PrEP coverage and number of persons prescribed","2019","Nebraska","31","45-54","All races/ethnicities","Both sexes","82","22.8","360"
"PrEP coverage and number of persons prescribed","2019","Nebraska","31","35-44","All races/ethnicities","Both sexes","129","33.1","390"
"PrEP coverage and number of persons prescribed","2019","Nebraska","31","25-34","All races/ethnicities","Both sexes","251","31.4","800"
"PrEP coverage and number of persons prescribed","2019","Nebraska","31","13-24","All races/ethnicities","Both sexes","104","22.1","470"
"PrEP coverage and number of persons prescribed","2019","Nevada","32","45-54","All races/ethnicities","Both sexes","341","21.2","1,610"
"PrEP coverage and number of persons prescribed","2019","Nevada","32","35-44","All races/ethnicities","Both sexes","566","23.8","2,380"
"PrEP coverage and number of persons prescribed","2019","Nevada","32","25-34","All races/ethnicities","Both sexes","849","19.8","4,280"
"PrEP coverage and number of persons prescribed","2019","Nevada","32","13-24","All races/ethnicities","Both sexes","252","11.5","2,200"
"PrEP coverage and number of persons prescribed","2019","New Hampshire","33","45-54","All races/ethnicities","Both sexes","78","9.9","790"
"PrEP coverage and number of persons prescribed","2019","New Hampshire","33","35-44","All races/ethnicities","Both sexes","132","18.3","720"
"PrEP coverage and number of persons prescribed","2019","New Hampshire","33","25-34","All races/ethnicities","Both sexes","223","20.1","1,110"
"PrEP coverage and number of persons prescribed","2019","New Hampshire","33","13-24","All races/ethnicities","Both sexes","106","44.2","240"
"PrEP coverage and number of persons prescribed","2019","New Jersey","34","45-54","All races/ethnicities","Both sexes","759","17.7","4,290"
"PrEP coverage and number of persons prescribed","2019","New Jersey","34","35-44","All races/ethnicities","Both sexes","1,350","27.4","4,930"
"PrEP coverage and number of persons prescribed","2019","New Jersey","34","25-34","All races/ethnicities","Both sexes","2,282","28.0","8,140"
"PrEP coverage and number of persons prescribed","2019","New Jersey","34","13-24","All races/ethnicities","Both sexes","858","18.8","4,560"
"PrEP coverage and number of persons prescribed","2019","New Mexico","35","45-54","All races/ethnicities","Both sexes","137","11.7","1,170"
"PrEP coverage and number of persons prescribed","2019","New Mexico","35","35-44","All races/ethnicities","Both sexes","257","20.1","1,280"
"PrEP coverage and number of persons prescribed","2019","New Mexico","35","25-34","All races/ethnicities","Both sexes","372","14.8","2,510"
"PrEP coverage and number of persons prescribed","2019","New Mexico","35","13-24","All races/ethnicities","Both sexes","169","15.2","1,110"
"PrEP coverage and number of persons prescribed","2019","New York","36","45-54","All races/ethnicities","Both sexes","4,076","37.7","10,800"
"PrEP coverage and number of persons prescribed","2019","New York","36","35-44","All races/ethnicities","Both sexes","8,564","61.9","13,840"
"PrEP coverage and number of persons prescribed","2019","New York","36","25-34","All races/ethnicities","Both sexes","16,233","63.2","25,670"
"PrEP coverage and number of persons prescribed","2019","New York","36","13-24","All races/ethnicities","Both sexes","4,235","32.8","12,920"
"PrEP coverage and number of persons prescribed","2019","North Carolina","37","45-54","All races/ethnicities","Both sexes","763","16.4","4,650"
"PrEP coverage and number of persons prescribed","2019","North Carolina","37","35-44","All races/ethnicities","Both sexes","1,129","21.1","5,340"
"PrEP coverage and number of persons prescribed","2019","North Carolina","37","25-34","All races/ethnicities","Both sexes","2,120","20.1","10,540"
"PrEP coverage and number of persons prescribed","2019","North Carolina","37","13-24","All races/ethnicities","Both sexes","874","10.4","8,430"
"PrEP coverage and number of persons prescribed","2019","North Dakota","38","45-54","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","170"
"PrEP coverage and number of persons prescribed","2019","North Dakota","38","35-44","All races/ethnicities","Both sexes","47","11.2","420"
"PrEP coverage and number of persons prescribed","2019","North Dakota","38","25-34","All races/ethnicities","Both sexes","79","11.8","670"
"PrEP coverage and number of persons prescribed","2019","North Dakota","38","13-24","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","170"
"PrEP coverage and number of persons prescribed","2019","Northern Mariana Islands","69","45-54","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2019","Northern Mariana Islands","69","35-44","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2019","Northern Mariana Islands","69","25-34","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2019","Northern Mariana Islands","69","13-24","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2019","Ohio","39","45-54","All races/ethnicities","Both sexes","815","14.7","5,530"
"PrEP coverage and number of persons prescribed","2019","Ohio","39","35-44","All races/ethnicities","Both sexes","1,322","16.9","7,840"
"PrEP coverage and number of persons prescribed","2019","Ohio","39","25-34","All races/ethnicities","Both sexes","2,501","17.3","14,480"
"PrEP coverage and number of persons prescribed","2019","Ohio","39","13-24","All races/ethnicities","Both sexes","1,008","10.8","9,330"
"PrEP coverage and number of persons prescribed","2019","Oklahoma","40","45-54","All races/ethnicities","Both sexes","153","11.1","1,380"
"PrEP coverage and number of persons prescribed","2019","Oklahoma","40","35-44","All races/ethnicities","Both sexes","277","10.0","2,760"
"PrEP coverage and number of persons prescribed","2019","Oklahoma","40","25-34","All races/ethnicities","Both sexes","440","11.4","3,860"
"PrEP coverage and number of persons prescribed","2019","Oklahoma","40","13-24","All races/ethnicities","Both sexes","179","7.6","2,360"
"PrEP coverage and number of persons prescribed","2019","Oregon","41","45-54","All races/ethnicities","Both sexes","493","17.3","2,850"
"PrEP coverage and number of persons prescribed","2019","Oregon","41","35-44","All races/ethnicities","Both sexes","869","19.0","4,570"
"PrEP coverage and number of persons prescribed","2019","Oregon","41","25-34","All races/ethnicities","Both sexes","1,336","18.0","7,420"
"PrEP coverage and number of persons prescribed","2019","Oregon","41","13-24","All races/ethnicities","Both sexes","439","15.0","2,930"
"PrEP coverage and number of persons prescribed","2019","Palau","70","45-54","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2019","Palau","70","35-44","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2019","Palau","70","25-34","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2019","Palau","70","13-24","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2019","Pennsylvania","42","45-54","All races/ethnicities","Both sexes","1,196","23.0","5,210"
"PrEP coverage and number of persons prescribed","2019","Pennsylvania","42","35-44","All races/ethnicities","Both sexes","2,135","34.4","6,210"
"PrEP coverage and number of persons prescribed","2019","Pennsylvania","42","25-34","All races/ethnicities","Both sexes","4,169","32.7","12,730"
"PrEP coverage and number of persons prescribed","2019","Pennsylvania","42","13-24","All races/ethnicities","Both sexes","1,766","21.7","8,130"
"PrEP coverage and number of persons prescribed","2019","Puerto Rico","72","45-54","All races/ethnicities","Both sexes","67","3.3","2,020"
"PrEP coverage and number of persons prescribed","2019","Puerto Rico","72","35-44","All races/ethnicities","Both sexes","98","5.7","1,710"
"PrEP coverage and number of persons prescribed","2019","Puerto Rico","72","25-34","All races/ethnicities","Both sexes","116","4.1","2,850"
"PrEP coverage and number of persons prescribed","2019","Puerto Rico","72","13-24","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","1,650"
"PrEP coverage and number of persons prescribed","2019","Rhode Island","44","45-54","All races/ethnicities","Both sexes","171","16.4","1,040"
"PrEP coverage and number of persons prescribed","2019","Rhode Island","44","35-44","All races/ethnicities","Both sexes","228","34.0","670"
"PrEP coverage and number of persons prescribed","2019","Rhode Island","44","25-34","All races/ethnicities","Both sexes","406","39.0","1,040"
"PrEP coverage and number of persons prescribed","2019","Rhode Island","44","13-24","All races/ethnicities","Both sexes","181","23.2","780"
"PrEP coverage and number of persons prescribed","2019","South Carolina","45","45-54","All races/ethnicities","Both sexes","246","16.6","1,480"
"PrEP coverage and number of persons prescribed","2019","South Carolina","45","35-44","All races/ethnicities","Both sexes","375","19.8","1,890"
"PrEP coverage and number of persons prescribed","2019","South Carolina","45","25-34","All races/ethnicities","Both sexes","672","18.6","3,620"
"PrEP coverage and number of persons prescribed","2019","South Carolina","45","13-24","All races/ethnicities","Both sexes","259","11.0","2,350"
"PrEP coverage and number of persons prescribed","2019","South Dakota","46","45-54","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","130"
"PrEP coverage and number of persons prescribed","2019","South Dakota","46","35-44","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","190"
"PrEP coverage and number of persons prescribed","2019","South Dakota","46","25-34","All races/ethnicities","Both sexes","57","22.8","250"
"PrEP coverage and number of persons prescribed","2019","South Dakota","46","13-24","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","90"
"PrEP coverage and number of persons prescribed","2019","Tennessee","47","45-54","All races/ethnicities","Both sexes","536","20.2","2,650"
"PrEP coverage and number of persons prescribed","2019","Tennessee","47","35-44","All races/ethnicities","Both sexes","862","21.7","3,980"
"PrEP coverage and number of persons prescribed","2019","Tennessee","47","25-34","All races/ethnicities","Both sexes","1,578","18.2","8,660"
"PrEP coverage and number of persons prescribed","2019","Tennessee","47","13-24","All races/ethnicities","Both sexes","592","11.7","5,040"
"PrEP coverage and number of persons prescribed","2019","Texas","48","45-54","All races/ethnicities","Both sexes","3,035","18.4","16,450"
"PrEP coverage and number of persons prescribed","2019","Texas","48","35-44","All races/ethnicities","Both sexes","5,351","22.6","23,640"
"PrEP coverage and number of persons prescribed","2019","Texas","48","25-34","All races/ethnicities","Both sexes","9,765","21.2","46,070"
"PrEP coverage and number of persons prescribed","2019","Texas","48","13-24","All races/ethnicities","Both sexes","3,272","11.7","28,070"
"PrEP coverage and number of persons prescribed","2019","U.S. Virgin Islands","78","45-54","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2019","U.S. Virgin Islands","78","35-44","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2019","U.S. Virgin Islands","78","25-34","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2019","U.S. Virgin Islands","78","13-24","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2019","Utah","49","45-54","All races/ethnicities","Both sexes","221","24.0","920"
"PrEP coverage and number of persons prescribed","2019","Utah","49","35-44","All races/ethnicities","Both sexes","510","44.3","1,150"
"PrEP coverage and number of persons prescribed","2019","Utah","49","25-34","All races/ethnicities","Both sexes","910","34.5","2,640"
"PrEP coverage and number of persons prescribed","2019","Utah","49","13-24","All races/ethnicities","Both sexes","249","15.5","1,610"
"PrEP coverage and number of persons prescribed","2019","Vermont","50","45-54","All races/ethnicities","Both sexes","58","32.2","180"
"PrEP coverage and number of persons prescribed","2019","Vermont","50","35-44","All races/ethnicities","Both sexes","56","19.3","290"
"PrEP coverage and number of persons prescribed","2019","Vermont","50","25-34","All races/ethnicities","Both sexes","114","47.5","240"
"PrEP coverage and number of persons prescribed","2019","Vermont","50","13-24","All races/ethnicities","Both sexes","56","31.1","180"
"PrEP coverage and number of persons prescribed","2019","Virginia","51","45-54","All races/ethnicities","Both sexes","567","15.2","3,740"
"PrEP coverage and number of persons prescribed","2019","Virginia","51","35-44","All races/ethnicities","Both sexes","1,003","16.8","5,970"
"PrEP coverage and number of persons prescribed","2019","Virginia","51","25-34","All races/ethnicities","Both sexes","1,822","16.2","11,250"
"PrEP coverage and number of persons prescribed","2019","Virginia","51","13-24","All races/ethnicities","Both sexes","610","8.4","7,220"
"PrEP coverage and number of persons prescribed","2019","Washington","53","45-54","All races/ethnicities","Both sexes","1,347","20.0","6,750"
"PrEP coverage and number of persons prescribed","2019","Washington","53","35-44","All races/ethnicities","Both sexes","2,464","24.6","10,010"
"PrEP coverage and number of persons prescribed","2019","Washington","53","25-34","All races/ethnicities","Both sexes","4,133","32.1","12,870"
"PrEP coverage and number of persons prescribed","2019","Washington","53","13-24","All races/ethnicities","Both sexes","1,161","23.2","5,010"
"PrEP coverage and number of persons prescribed","2019","West Virginia","54","45-54","All races/ethnicities","Both sexes","93","10.1","920"
"PrEP coverage and number of persons prescribed","2019","West Virginia","54","35-44","All races/ethnicities","Both sexes","141","11.0","1,280"
"PrEP coverage and number of persons prescribed","2019","West Virginia","54","25-34","All races/ethnicities","Both sexes","206","10.2","2,020"
"PrEP coverage and number of persons prescribed","2019","West Virginia","54","13-24","All races/ethnicities","Both sexes","87","10.1","860"
"PrEP coverage and number of persons prescribed","2019","Wisconsin","55","45-54","All races/ethnicities","Both sexes","354","18.2","1,950"
"PrEP coverage and number of persons prescribed","2019","Wisconsin","55","35-44","All races/ethnicities","Both sexes","495","23.8","2,080"
"PrEP coverage and number of persons prescribed","2019","Wisconsin","55","25-34","All races/ethnicities","Both sexes","964","20.1","4,790"
"PrEP coverage and number of persons prescribed","2019","Wisconsin","55","13-24","All races/ethnicities","Both sexes","432","15.6","2,770"
"PrEP coverage and number of persons prescribed","2019","Wyoming","56","45-54","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","70"
"PrEP coverage and number of persons prescribed","2019","Wyoming","56","35-44","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","150"
"PrEP coverage and number of persons prescribed","2019","Wyoming","56","25-34","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","670"
"PrEP coverage and number of persons prescribed","2019","Wyoming","56","13-24","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","NA"
"PrEP coverage and number of persons prescribed","2018","Alabama","01","45-54","All races/ethnicities","Both sexes","271","19.4","1,400"
