Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Percent,Population
"PrEP coverage and number of persons prescribed","2019","North Carolina","37","Ages 13 years and older","All races/ethnicities","Female","434","6.7","6,430"
"PrEP coverage and number of persons prescribed","2019","North Carolina","37","Ages 13 years and older","All races/ethnicities","Male","4,973","19.1","26,060"
"PrEP coverage and number of persons prescribed","2019","North Dakota","38","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","550"
"PrEP coverage and number of persons prescribed","2019","North Dakota","38","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","970"
"PrEP coverage and number of persons prescribed","2019","Northern Mariana Islands","69","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2019","Northern Mariana Islands","69","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2019","Ohio","39","Ages 13 years and older","All races/ethnicities","Female","540","7.7","7,020"
"PrEP coverage and number of persons prescribed","2019","Ohio","39","Ages 13 years and older","All races/ethnicities","Male","5,567","16.7","33,300"
"PrEP coverage and number of persons prescribed","2019","Oklahoma","40","Ages 13 years and older","All races/ethnicities","Female","71","3.5","2,010"
"PrEP coverage and number of persons prescribed","2019","Oklahoma","40","Ages 13 years and older","All races/ethnicities","Male","1,089","12.1","9,020"
"PrEP coverage and number of persons prescribed","2019","Oregon","41","Ages 13 years and older","All races/ethnicities","Female","285","10.0","2,850"
"PrEP coverage and number of persons prescribed","2019","Oregon","41","Ages 13 years and older","All races/ethnicities","Male","3,118","18.4","16,900"
"PrEP coverage and number of persons prescribed","2019","Palau","70","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2019","Palau","70","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2019","Pennsylvania","42","Ages 13 years and older","All races/ethnicities","Female","1,053","12.9","8,170"
"PrEP coverage and number of persons prescribed","2019","Pennsylvania","42","Ages 13 years and older","All races/ethnicities","Male","9,049","32.0","28,320"
"PrEP coverage and number of persons prescribed","2019","Puerto Rico","72","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","1,760"
"PrEP coverage and number of persons prescribed","2019","Puerto Rico","72","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","7,940"
"PrEP coverage and number of persons prescribed","2019","Rhode Island","44","Ages 13 years and older","All races/ethnicities","Female","75","11.2","670"
"PrEP coverage and number of persons prescribed","2019","Rhode Island","44","Ages 13 years and older","All races/ethnicities","Male","1,017","31.7","3,210"
"PrEP coverage and number of persons prescribed","2019","South Carolina","45","Ages 13 years and older","All races/ethnicities","Female","175","7.3","2,410"
"PrEP coverage and number of persons prescribed","2019","South Carolina","45","Ages 13 years and older","All races/ethnicities","Male","1,544","19.3","7,980"
"PrEP coverage and number of persons prescribed","2019","South Dakota","46","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","130"
"PrEP coverage and number of persons prescribed","2019","South Dakota","46","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","790"
"PrEP coverage and number of persons prescribed","2019","Tennessee","47","Ages 13 years and older","All races/ethnicities","Female","268","6.4","4,190"
"PrEP coverage and number of persons prescribed","2019","Tennessee","47","Ages 13 years and older","All races/ethnicities","Male","3,628","19.9","18,270"
"PrEP coverage and number of persons prescribed","2019","Texas","48","Ages 13 years and older","All races/ethnicities","Female","1,595","7.4","21,690"
"PrEP coverage and number of persons prescribed","2019","Texas","48","Ages 13 years and older","All races/ethnicities","Male","21,597","21.2","102,090"
"PrEP coverage and number of persons prescribed","2019","U.S. Virgin Islands","78","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2019","U.S. Virgin Islands","78","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2019","Utah","49","Ages 13 years and older","All races/ethnicities","Female","81","14.2","570"
"PrEP coverage and number of persons prescribed","2019","Utah","49","Ages 13 years and older","All races/ethnicities","Male","1,955","31.2","6,260"
"PrEP coverage and number of persons prescribed","2019","Vermont","50","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","180"
"PrEP coverage and number of persons prescribed","2019","Vermont","50","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","880"
"PrEP coverage and number of persons prescribed","2019","Virginia","51","Ages 13 years and older","All races/ethnicities","Female","333","5.3","6,340"
"PrEP coverage and number of persons prescribed","2019","Virginia","51","Ages 13 years and older","All races/ethnicities","Male","4,067","16.2","25,100"
"PrEP coverage and number of persons prescribed","2019","Washington","53","Ages 13 years and older","All races/ethnicities","Female","649","6.1","10,650"
"PrEP coverage and number of persons prescribed","2019","Washington","53","Ages 13 years and older","All races/ethnicities","Male","9,266","31.5","29,400"
"PrEP coverage and number of persons prescribed","2019","West Virginia","54","Ages 13 years and older","All races/ethnicities","Female","93","6.6","1,400"
"PrEP coverage and number of persons prescribed","2019","West Virginia","54","Ages 13 years and older","All races/ethnicities","Male","476","12.4","3,850"
"PrEP coverage and number of persons prescribed","2019","Wisconsin","55","Ages 13 years and older","All races/ethnicities","Female","148","9.0","1,640"
"PrEP coverage and number of persons prescribed","2019","Wisconsin","55","Ages 13 years and older","All races/ethnicities","Male","2,326","20.5","11,340"
"PrEP coverage and number of persons prescribed","2019","Wyoming","56","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","70"
"PrEP coverage and number of persons prescribed","2019","Wyoming","56","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","810"
"PrEP coverage and number of persons prescribed","2018","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","140","6.5","2,160"
"PrEP coverage and number of persons prescribed","2018","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","1,399","15.8","8,860"
"PrEP coverage and number of persons prescribed","2018","Alaska","02","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","230"
"PrEP coverage and number of persons prescribed","2018","Alaska","02","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","1,550"
"PrEP coverage and number of persons prescribed","2018","American Samoa","60","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2018","American Samoa","60","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2018","Arizona","04","Ages 13 years and older","All races/ethnicities","Female","187","5.8","3,230"
"PrEP coverage and number of persons prescribed","2018","Arizona","04","Ages 13 years and older","All races/ethnicities","Male","3,317","14.7","22,550"
"PrEP coverage and number of persons prescribed","2018","Arkansas","05","Ages 13 years and older","All races/ethnicities","Female","42","4.3","970"
"PrEP coverage and number of persons prescribed","2018","Arkansas","05","Ages 13 years and older","All races/ethnicities","Male","544","13.1","4,160"
"PrEP coverage and number of persons prescribed","2018","California","06","Ages 13 years and older","All races/ethnicities","Female","1,986","10.1","19,750"
"PrEP coverage and number of persons prescribed","2018","California","06","Ages 13 years and older","All races/ethnicities","Male","34,070","23.5","145,280"
"PrEP coverage and number of persons prescribed","2018","Colorado","08","Ages 13 years and older","All races/ethnicities","Female","189","7.7","2,460"
"PrEP coverage and number of persons prescribed","2018","Colorado","08","Ages 13 years and older","All races/ethnicities","Male","3,270","14.4","22,660"
"PrEP coverage and number of persons prescribed","2018","Connecticut","09","Ages 13 years and older","All races/ethnicities","Female","269","12.1","2,220"
"PrEP coverage and number of persons prescribed","2018","Connecticut","09","Ages 13 years and older","All races/ethnicities","Male","2,015","27.5","7,340"
"PrEP coverage and number of persons prescribed","2018","Delaware","10","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","1,100"
"PrEP coverage and number of persons prescribed","2018","Delaware","10","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","3,300"
"PrEP coverage and number of persons prescribed","2018","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Female","287","9.8","2,920"
"PrEP coverage and number of persons prescribed","2018","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Male","4,759","47.4","10,030"
"PrEP coverage and number of persons prescribed","2018","Florida","12","Ages 13 years and older","All races/ethnicities","Female","1,095","4.3","25,740"
"PrEP coverage and number of persons prescribed","2018","Florida","12","Ages 13 years and older","All races/ethnicities","Male","13,736","13.8","99,600"
"PrEP coverage and number of persons prescribed","2018","Georgia","13","Ages 13 years and older","All races/ethnicities","Female","457","5.5","8,380"
"PrEP coverage and number of persons prescribed","2018","Georgia","13","Ages 13 years and older","All races/ethnicities","Male","5,873","19.2","30,650"
"PrEP coverage and number of persons prescribed","2018","Guam","66","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2018","Guam","66","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2018","Hawaii","15","Ages 13 years and older","All races/ethnicities","Female","51","13.8","370"
"PrEP coverage and number of persons prescribed","2018","Hawaii","15","Ages 13 years and older","All races/ethnicities","Male","632","15.8","3,990"
"PrEP coverage and number of persons prescribed","2018","Idaho","16","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","910"
"PrEP coverage and number of persons prescribed","2018","Idaho","16","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","3,890"
"PrEP coverage and number of persons prescribed","2018","Illinois","17","Ages 13 years and older","All races/ethnicities","Female","851","8.9","9,520"
"PrEP coverage and number of persons prescribed","2018","Illinois","17","Ages 13 years and older","All races/ethnicities","Male","13,030","28.1","46,340"
"PrEP coverage and number of persons prescribed","2018","Indiana","18","Ages 13 years and older","All races/ethnicities","Female","211","4.4","4,850"
"PrEP coverage and number of persons prescribed","2018","Indiana","18","Ages 13 years and older","All races/ethnicities","Male","1,991","11.5","17,320"
"PrEP coverage and number of persons prescribed","2018","Iowa","19","Ages 13 years and older","All races/ethnicities","Female","66","5.2","1,280"
"PrEP coverage and number of persons prescribed","2018","Iowa","19","Ages 13 years and older","All races/ethnicities","Male","1,076","31.0","3,470"
"PrEP coverage and number of persons prescribed","2018","Kansas","20","Ages 13 years and older","All races/ethnicities","Female","50","6.1","820"
"PrEP coverage and number of persons prescribed","2018","Kansas","20","Ages 13 years and older","All races/ethnicities","Male","674","15.9","4,240"
"PrEP coverage and number of persons prescribed","2018","Kentucky","21","Ages 13 years and older","All races/ethnicities","Female","77","3.2","2,380"
"PrEP coverage and number of persons prescribed","2018","Kentucky","21","Ages 13 years and older","All races/ethnicities","Male","1,142","10.8","10,620"
"PrEP coverage and number of persons prescribed","2018","Louisiana","22","Ages 13 years and older","All races/ethnicities","Female","560","13.6","4,110"
"PrEP coverage and number of persons prescribed","2018","Louisiana","22","Ages 13 years and older","All races/ethnicities","Male","2,749","23.3","11,810"
"PrEP coverage and number of persons prescribed","2018","Maine","23","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","920"
"PrEP coverage and number of persons prescribed","2018","Maine","23","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","3,030"
"PrEP coverage and number of persons prescribed","2018","Maryland","24","Ages 13 years and older","All races/ethnicities","Female","435","5.9","7,430"
"PrEP coverage and number of persons prescribed","2018","Maryland","24","Ages 13 years and older","All races/ethnicities","Male","3,521","17.7","19,870"
"PrEP coverage and number of persons prescribed","2018","Massachusetts","25","Ages 13 years and older","All races/ethnicities","Female","451","6.4","7,090"
"PrEP coverage and number of persons prescribed","2018","Massachusetts","25","Ages 13 years and older","All races/ethnicities","Male","7,188","40.3","17,820"
"PrEP coverage and number of persons prescribed","2018","Michigan","26","Ages 13 years and older","All races/ethnicities","Female","295","4.9","6,070"
"PrEP coverage and number of persons prescribed","2018","Michigan","26","Ages 13 years and older","All races/ethnicities","Male","3,165","13.5","23,500"
"PrEP coverage and number of persons prescribed","2018","Minnesota","27","Ages 13 years and older","All races/ethnicities","Female","211","4.1","5,200"
"PrEP coverage and number of persons prescribed","2018","Minnesota","27","Ages 13 years and older","All races/ethnicities","Male","3,218","19.5","16,520"
"PrEP coverage and number of persons prescribed","2018","Mississippi","28","Ages 13 years and older","All races/ethnicities","Female","86","8.5","1,010"
"PrEP coverage and number of persons prescribed","2018","Mississippi","28","Ages 13 years and older","All races/ethnicities","Male","569","16.2","3,520"
"PrEP coverage and number of persons prescribed","2018","Missouri","29","Ages 13 years and older","All races/ethnicities","Female","155","4.8","3,250"
"PrEP coverage and number of persons prescribed","2018","Missouri","29","Ages 13 years and older","All races/ethnicities","Male","2,565","17.0","15,120"
"PrEP coverage and number of persons prescribed","2018","Montana","30","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","300"
"PrEP coverage and number of persons prescribed","2018","Montana","30","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","1,990"
"PrEP coverage and number of persons prescribed","2018","Nebraska","31","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","190"
"PrEP coverage and number of persons prescribed","2018","Nebraska","31","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","1,990"
"PrEP coverage and number of persons prescribed","2018","Nevada","32","Ages 13 years and older","All races/ethnicities","Female","118","8.4","1,400"
"PrEP coverage and number of persons prescribed","2018","Nevada","32","Ages 13 years and older","All races/ethnicities","Male","1,374","13.8","9,990"
"PrEP coverage and number of persons prescribed","2018","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","640"
"PrEP coverage and number of persons prescribed","2018","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","2,380"
"PrEP coverage and number of persons prescribed","2018","New Jersey","34","Ages 13 years and older","All races/ethnicities","Female","382","6.8","5,650"
"PrEP coverage and number of persons prescribed","2018","New Jersey","34","Ages 13 years and older","All races/ethnicities","Male","4,245","21.6","19,630"
"PrEP coverage and number of persons prescribed","2018","New Mexico","35","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","1,060"
"PrEP coverage and number of persons prescribed","2018","New Mexico","35","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","5,740"
"PrEP coverage and number of persons prescribed","2018","New York","36","Ages 13 years and older","All races/ethnicities","Female","2,284","15.5","14,700"
"PrEP coverage and number of persons prescribed","2018","New York","36","Ages 13 years and older","All races/ethnicities","Male","28,044","48.4","57,940"
"PrEP coverage and number of persons prescribed","2018","North Carolina","37","Ages 13 years and older","All races/ethnicities","Female","337","5.2","6,430"
"PrEP coverage and number of persons prescribed","2018","North Carolina","37","Ages 13 years and older","All races/ethnicities","Male","3,689","14.2","26,060"
"PrEP coverage and number of persons prescribed","2018","North Dakota","38","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","550"
"PrEP coverage and number of persons prescribed","2018","North Dakota","38","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","970"
"PrEP coverage and number of persons prescribed","2018","Northern Mariana Islands","69","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2018","Northern Mariana Islands","69","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2018","Ohio","39","Ages 13 years and older","All races/ethnicities","Female","404","5.8","7,020"
"PrEP coverage and number of persons prescribed","2018","Ohio","39","Ages 13 years and older","All races/ethnicities","Male","4,348","13.1","33,300"
"PrEP coverage and number of persons prescribed","2018","Oklahoma","40","Ages 13 years and older","All races/ethnicities","Female","44","2.2","2,010"
"PrEP coverage and number of persons prescribed","2018","Oklahoma","40","Ages 13 years and older","All races/ethnicities","Male","774","8.6","9,020"
"PrEP coverage and number of persons prescribed","2018","Oregon","41","Ages 13 years and older","All races/ethnicities","Female","201","7.1","2,850"
"PrEP coverage and number of persons prescribed","2018","Oregon","41","Ages 13 years and older","All races/ethnicities","Male","2,562","15.2","16,900"
"PrEP coverage and number of persons prescribed","2018","Palau","70","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2018","Palau","70","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2018","Pennsylvania","42","Ages 13 years and older","All races/ethnicities","Female","896","11.0","8,170"
"PrEP coverage and number of persons prescribed","2018","Pennsylvania","42","Ages 13 years and older","All races/ethnicities","Male","7,653","27.0","28,320"
"PrEP coverage and number of persons prescribed","2018","Puerto Rico","72","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","1,760"
"PrEP coverage and number of persons prescribed","2018","Puerto Rico","72","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","7,940"
"PrEP coverage and number of persons prescribed","2018","Rhode Island","44","Ages 13 years and older","All races/ethnicities","Female","50","7.5","670"
"PrEP coverage and number of persons prescribed","2018","Rhode Island","44","Ages 13 years and older","All races/ethnicities","Male","824","25.7","3,210"
"PrEP coverage and number of persons prescribed","2018","South Carolina","45","Ages 13 years and older","All races/ethnicities","Female","145","6.0","2,410"
"PrEP coverage and number of persons prescribed","2018","South Carolina","45","Ages 13 years and older","All races/ethnicities","Male","1,096","13.7","7,980"
"PrEP coverage and number of persons prescribed","2018","South Dakota","46","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","130"
"PrEP coverage and number of persons prescribed","2018","South Dakota","46","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","790"
"PrEP coverage and number of persons prescribed","2018","Tennessee","47","Ages 13 years and older","All races/ethnicities","Female","203","4.8","4,190"
"PrEP coverage and number of persons prescribed","2018","Tennessee","47","Ages 13 years and older","All races/ethnicities","Male","2,406","13.2","18,270"
"PrEP coverage and number of persons prescribed","2018","Texas","48","Ages 13 years and older","All races/ethnicities","Female","1,232","5.7","21,690"
"PrEP coverage and number of persons prescribed","2018","Texas","48","Ages 13 years and older","All races/ethnicities","Male","16,548","16.2","102,090"
"PrEP coverage and number of persons prescribed","2018","U.S. Virgin Islands","78","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2018","U.S. Virgin Islands","78","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2018","Utah","49","Ages 13 years and older","All races/ethnicities","Female","54","9.5","570"
"PrEP coverage and number of persons prescribed","2018","Utah","49","Ages 13 years and older","All races/ethnicities","Male","1,438","23.0","6,260"
"PrEP coverage and number of persons prescribed","2018","Vermont","50","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","180"
"PrEP coverage and number of persons prescribed","2018","Vermont","50","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","880"
"PrEP coverage and number of persons prescribed","2018","Virginia","51","Ages 13 years and older","All races/ethnicities","Female","232","3.7","6,340"
"PrEP coverage and number of persons prescribed","2018","Virginia","51","Ages 13 years and older","All races/ethnicities","Male","2,896","11.5","25,100"
"PrEP coverage and number of persons prescribed","2018","Washington","53","Ages 13 years and older","All races/ethnicities","Female","488","4.6","10,650"
"PrEP coverage and number of persons prescribed","2018","Washington","53","Ages 13 years and older","All races/ethnicities","Male","7,762","26.4","29,400"
"PrEP coverage and number of persons prescribed","2018","West Virginia","54","Ages 13 years and older","All races/ethnicities","Female","48","3.4","1,400"
"PrEP coverage and number of persons prescribed","2018","West Virginia","54","Ages 13 years and older","All races/ethnicities","Male","320","8.3","3,850"
"PrEP coverage and number of persons prescribed","2018","Wisconsin","55","Ages 13 years and older","All races/ethnicities","Female","118","7.2","1,640"
"PrEP coverage and number of persons prescribed","2018","Wisconsin","55","Ages 13 years and older","All races/ethnicities","Male","1,733","15.3","11,340"
"PrEP coverage and number of persons prescribed","2018","Wyoming","56","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","70"
"PrEP coverage and number of persons prescribed","2018","Wyoming","56","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","810"
"PrEP coverage and number of persons prescribed","2017","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","107","4.4","2,420"
"PrEP coverage and number of persons prescribed","2017","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","913","10.2","8,970"
"PrEP coverage and number of persons prescribed","2017","Alaska","02","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","650"
"PrEP coverage and number of persons prescribed","2017","Alaska","02","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","1,710"
"PrEP coverage and number of persons prescribed","2017","American Samoa","60","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2017","American Samoa","60","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2017","Arizona","04","Ages 13 years and older","All races/ethnicities","Female","123","3.2","3,850"
"PrEP coverage and number of persons prescribed","2017","Arizona","04","Ages 13 years and older","All races/ethnicities","Male","2,144","9.3","22,970"
"PrEP coverage and number of persons prescribed","2017","Arkansas","05","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","810"
"PrEP coverage and number of persons prescribed","2017","Arkansas","05","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","4,040"
"PrEP coverage and number of persons prescribed","2017","California","06","Ages 13 years and older","All races/ethnicities","Female","1,402","7.5","18,770"
"PrEP coverage and number of persons prescribed","2017","California","06","Ages 13 years and older","All races/ethnicities","Male","24,811","16.8","147,380"
"PrEP coverage and number of persons prescribed","2017","Colorado","08","Ages 13 years and older","All races/ethnicities","Female","151","6.3","2,390"
"PrEP coverage and number of persons prescribed","2017","Colorado","08","Ages 13 years and older","All races/ethnicities","Male","2,265","9.8","23,120"
"PrEP coverage and number of persons prescribed","2017","Connecticut","09","Ages 13 years and older","All races/ethnicities","Female","178","5.9","3,040"
"PrEP coverage and number of persons prescribed","2017","Connecticut","09","Ages 13 years and older","All races/ethnicities","Male","1,402","17.7","7,930"
"PrEP coverage and number of persons prescribed","2017","Delaware","10","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","1,390"
"PrEP coverage and number of persons prescribed","2017","Delaware","10","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","3,470"
"PrEP coverage and number of persons prescribed","2017","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Female","187","5.8","3,240"
"PrEP coverage and number of persons prescribed","2017","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Male","3,621","34.6","10,470"
"PrEP coverage and number of persons prescribed","2017","Florida","12","Ages 13 years and older","All races/ethnicities","Female","622","2.3","27,260"
"PrEP coverage and number of persons prescribed","2017","Florida","12","Ages 13 years and older","All races/ethnicities","Male","7,981","8.2","97,900"
"PrEP coverage and number of persons prescribed","2017","Georgia","13","Ages 13 years and older","All races/ethnicities","Female","347","4.0","8,740"
"PrEP coverage and number of persons prescribed","2017","Georgia","13","Ages 13 years and older","All races/ethnicities","Male","4,145","13.0","31,940"
"PrEP coverage and number of persons prescribed","2017","Guam","66","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2017","Guam","66","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2017","Hawaii","15","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","420"
"PrEP coverage and number of persons prescribed","2017","Hawaii","15","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","5,020"
"PrEP coverage and number of persons prescribed","2017","Idaho","16","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","340"
"PrEP coverage and number of persons prescribed","2017","Idaho","16","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","3,530"
"PrEP coverage and number of persons prescribed","2017","Illinois","17","Ages 13 years and older","All races/ethnicities","Female","687","7.7","8,940"
"PrEP coverage and number of persons prescribed","2017","Illinois","17","Ages 13 years and older","All races/ethnicities","Male","9,455","20.7","45,680"
"PrEP coverage and number of persons prescribed","2017","Indiana","18","Ages 13 years and older","All races/ethnicities","Female","192","4.3","4,440"
"PrEP coverage and number of persons prescribed","2017","Indiana","18","Ages 13 years and older","All races/ethnicities","Male","1,358","7.9","17,200"
"PrEP coverage and number of persons prescribed","2017","Iowa","19","Ages 13 years and older","All races/ethnicities","Female","42","5.2","810"
"PrEP coverage and number of persons prescribed","2017","Iowa","19","Ages 13 years and older","All races/ethnicities","Male","718","20.8","3,460"
"PrEP coverage and number of persons prescribed","2017","Kansas","20","Ages 13 years and older","All races/ethnicities","Female","52","4.0","1,300"
"PrEP coverage and number of persons prescribed","2017","Kansas","20","Ages 13 years and older","All races/ethnicities","Male","467","10.9","4,270"
"PrEP coverage and number of persons prescribed","2017","Kentucky","21","Ages 13 years and older","All races/ethnicities","Female","52","2.1","2,460"
"PrEP coverage and number of persons prescribed","2017","Kentucky","21","Ages 13 years and older","All races/ethnicities","Male","711","6.6","10,710"
"PrEP coverage and number of persons prescribed","2017","Louisiana","22","Ages 13 years and older","All races/ethnicities","Female","286","7.7","3,700"
"PrEP coverage and number of persons prescribed","2017","Louisiana","22","Ages 13 years and older","All races/ethnicities","Male","1,905","16.1","11,800"
"PrEP coverage and number of persons prescribed","2017","Maine","23","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","450"
"PrEP coverage and number of persons prescribed","2017","Maine","23","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","2,820"
"PrEP coverage and number of persons prescribed","2017","Maryland","24","Ages 13 years and older","All races/ethnicities","Female","302","3.8","7,890"
"PrEP coverage and number of persons prescribed","2017","Maryland","24","Ages 13 years and older","All races/ethnicities","Male","2,396","11.8","20,260"
"PrEP coverage and number of persons prescribed","2017","Massachusetts","25","Ages 13 years and older","All races/ethnicities","Female","373","5.8","6,450"
"PrEP coverage and number of persons prescribed","2017","Massachusetts","25","Ages 13 years and older","All races/ethnicities","Male","5,158","27.6","18,670"
"PrEP coverage and number of persons prescribed","2017","Michigan","26","Ages 13 years and older","All races/ethnicities","Female","212","4.0","5,290"
"PrEP coverage and number of persons prescribed","2017","Michigan","26","Ages 13 years and older","All races/ethnicities","Male","2,040","8.8","23,230"
"PrEP coverage and number of persons prescribed","2017","Minnesota","27","Ages 13 years and older","All races/ethnicities","Female","136","2.2","6,050"
"PrEP coverage and number of persons prescribed","2017","Minnesota","27","Ages 13 years and older","All races/ethnicities","Male","2,342","13.2","17,720"
"PrEP coverage and number of persons prescribed","2017","Mississippi","28","Ages 13 years and older","All races/ethnicities","Female","57","4.5","1,260"
"PrEP coverage and number of persons prescribed","2017","Mississippi","28","Ages 13 years and older","All races/ethnicities","Male","415","11.0","3,780"
"PrEP coverage and number of persons prescribed","2017","Missouri","29","Ages 13 years and older","All races/ethnicities","Female","142","3.7","3,890"
"PrEP coverage and number of persons prescribed","2017","Missouri","29","Ages 13 years and older","All races/ethnicities","Male","1,752","11.3","15,530"
"PrEP coverage and number of persons prescribed","2017","Montana","30","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","180"
"PrEP coverage and number of persons prescribed","2017","Montana","30","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","2,580"
"PrEP coverage and number of persons prescribed","2017","Nebraska","31","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","470"
