time_period,state_name,state_fips,sex,hiv_diagnoses,hiv_diagnoses_per_100k,population
2014,Minnesota,27,Both sexes,312,6.9,4525727.0
2015,Minnesota,27,Both sexes,297,6.5,4554165.0
2016,Minnesota,27,Both sexes,297,6.5,4590826.0
2017,Minnesota,27,Both sexes,278,6.0,4631806.0
2018,Minnesota,27,Both sexes,286,6.1,4670477.0
2019,Minnesota,27,Both sexes,273,5.8,4704092.0
2020 (COVID-19 Pandemic),Minnesota,27,Both sexes,229,4.8,4727431.0
2021,Minnesota,27,Both sexes,298,Data not available,
2022,Minnesota,27,Both sexes,177,Data not available,
2008,Minnesota,27,Female,86,3.9,2186628.0
2009,Minnesota,27,Female,77,3.5,2201296.0
2010,Minnesota,27,Female,74,3.3,2223923.0
2011,Minnesota,27,Female,77,3.4,2240294.0
2012,Minnesota,27,Female,64,2.8,2254741.0
2013,Minnesota,27,Female,74,3.3,2272012.0
2014,Minnesota,27,Female,71,3.1,2288423.0
2015,Minnesota,27,Female,73,3.2,2300682.0
2016,Minnesota,27,Female,67,2.9,2317772.0
2017,Minnesota,27,Female,72,3.1,2337575.0
2018,Minnesota,27,Female,67,2.8,2356347.0
2019,Minnesota,27,Female,75,3.2,2372678.0
2020 (COVID-19 Pandemic),Minnesota,27,Female,36,1.5,2384234.0
2021,Minnesota,27,Female,64,Data not available,
2022,Minnesota,27,Female,Data not available,Data not available,
2008,Minnesota,27,Male,245,11.4,2140788.0
2009,Minnesota,27,Male,306,14.2,2156742.0
2010,Minnesota,27,Male,260,12.0,2164709.0
2011,Minnesota,27,Male,216,9.9,2182877.0
2012,Minnesota,27,Male,251,11.4,2199619.0
2013,Minnesota,27,Male,231,10.4,2218541.0
2014,Minnesota,27,Male,241,10.8,2237304.0
2015,Minnesota,27,Male,224,9.9,2253483.0
2016,Minnesota,27,Male,230,10.1,2273054.0
2017,Minnesota,27,Male,206,9.0,2294231.0
2018,Minnesota,27,Male,219,9.5,2314130.0
2019,Minnesota,27,Male,198,8.5,2331414.0
2020 (COVID-19 Pandemic),Minnesota,27,Male,193,8.2,2343197.0
2021,Minnesota,27,Male,234,Data not available,
2022,Minnesota,27,Male,Data not available,Data not available,
2008,Mississippi,28,Both sexes,512,21.4,2389085.0
2009,Mississippi,28,Both sexes,489,20.4,2397287.0
2010,Mississippi,28,Both sexes,451,18.6,2429222.0
2011,Mississippi,28,Both sexes,520,21.3,2440464.0
2012,Mississippi,28,Both sexes,441,18.0,2449749.0
2013,Mississippi,28,Both sexes,472,19.2,2461602.0
2014,Mississippi,28,Both sexes,471,19.1,2468107.0
2015,Mississippi,28,Both sexes,502,20.3,2469900.0
2016,Mississippi,28,Both sexes,424,17.1,2474009.0
2017,Mississippi,28,Both sexes,429,17.3,2479685.0
2018,Mississippi,28,Both sexes,475,19.2,2476924.0
2019,Mississippi,28,Both sexes,471,19.0,2479498.0
2020 (COVID-19 Pandemic),Mississippi,28,Both sexes,402,16.2,2477562.0
2021,Mississippi,28,Both sexes,422,Data not available,
2022,Mississippi,28,Both sexes,253,Data not available,
2008,Mississippi,28,Female,165,13.2,1246079.0
2009,Mississippi,28,Female,142,11.4,1250283.0
2010,Mississippi,28,Female,110,8.7,1262254.0
2011,Mississippi,28,Female,133,10.5,1268067.0
2012,Mississippi,28,Female,91,7.2,1272549.0
2013,Mississippi,28,Female,111,8.7,1277925.0
2014,Mississippi,28,Female,109,8.5,1282013.0
2015,Mississippi,28,Female,107,8.3,1284346.0
2016,Mississippi,28,Female,98,7.6,1286496.0
2017,Mississippi,28,Female,108,8.4,1288736.0
2018,Mississippi,28,Female,106,8.2,1287366.0
2019,Mississippi,28,Female,98,7.6,1289490.0
2020 (COVID-19 Pandemic),Mississippi,28,Female,74,5.7,1290358.0
2021,Mississippi,28,Female,112,Data not available,
2022,Mississippi,28,Female,Data not available,Data not available,
2008,Mississippi,28,Male,347,30.4,1143006.0
2009,Mississippi,28,Male,347,30.3,1147004.0
2010,Mississippi,28,Male,341,29.2,1166968.0
2011,Mississippi,28,Male,387,33.0,1172397.0
2012,Mississippi,28,Male,350,29.7,1177200.0
2013,Mississippi,28,Male,361,30.5,1183677.0
2014,Mississippi,28,Male,362,30.5,1186094.0
2015,Mississippi,28,Male,395,33.3,1185554.0
2016,Mississippi,28,Male,326,27.5,1187513.0
2017,Mississippi,28,Male,321,27.0,1190949.0
2018,Mississippi,28,Male,369,31.0,1189558.0
2019,Mississippi,28,Male,373,31.3,1190008.0
2020 (COVID-19 Pandemic),Mississippi,28,Male,328,27.6,1187204.0
2021,Mississippi,28,Male,310,Data not available,
2022,Mississippi,28,Male,Data not available,Data not available,
2008,Missouri,29,Both sexes,542,11.0,4934901.0
2009,Missouri,29,Both sexes,520,10.5,4962937.0
2010,Missouri,29,Both sexes,569,11.4,4977183.0
2011,Missouri,29,Both sexes,526,10.5,4997429.0
2012,Missouri,29,Both sexes,530,10.6,5017798.0
2013,Missouri,29,Both sexes,464,9.2,5041204.0
2014,Missouri,29,Both sexes,466,9.2,5061571.0
2015,Missouri,29,Both sexes,461,9.1,5079611.0
2016,Missouri,29,Both sexes,511,10.0,5097448.0
2017,Missouri,29,Both sexes,505,9.9,5119469.0
2018,Missouri,29,Both sexes,450,8.8,5137181.0
2019,Missouri,29,Both sexes,487,9.4,5156303.0
2020 (COVID-19 Pandemic),Missouri,29,Both sexes,359,6.9,5173132.0
2021,Missouri,29,Both sexes,548,Data not available,
2022,Missouri,29,Both sexes,350,Data not available,
2008,Missouri,29,Female,103,4.0,2546877.0
2009,Missouri,29,Female,90,3.5,2560105.0
2010,Missouri,29,Female,105,4.1,2561321.0
2011,Missouri,29,Female,75,2.9,2570624.0
2012,Missouri,29,Female,84,3.3,2579818.0
2013,Missouri,29,Female,75,2.9,2589848.0
2014,Missouri,29,Female,77,3.0,2599488.0
2015,Missouri,29,Female,74,2.8,2607534.0
2016,Missouri,29,Female,99,3.8,2615777.0
2017,Missouri,29,Female,101,3.8,2627111.0
2018,Missouri,29,Female,80,3.0,2636444.0
2019,Missouri,29,Female,110,4.2,2647279.0
2020 (COVID-19 Pandemic),Missouri,29,Female,74,2.8,2656480.0
2021,Missouri,29,Female,102,Data not available,
2022,Missouri,29,Female,Data not available,Data not available,
2008,Missouri,29,Male,439,18.4,2388024.0
2009,Missouri,29,Male,430,17.9,2402832.0
2010,Missouri,29,Male,464,19.2,2415862.0
2011,Missouri,29,Male,451,18.6,2426805.0
2012,Missouri,29,Male,446,18.3,2437980.0
2013,Missouri,29,Male,389,15.9,2451356.0
2014,Missouri,29,Male,389,15.8,2462083.0
2015,Missouri,29,Male,387,15.7,2472077.0
2016,Missouri,29,Male,412,16.6,2481671.0
2017,Missouri,29,Male,404,16.2,2492358.0
2018,Missouri,29,Male,370,14.8,2500737.0
2019,Missouri,29,Male,377,15.0,2509024.0
2020 (COVID-19 Pandemic),Missouri,29,Male,285,11.3,2516652.0
2021,Missouri,29,Male,446,Data not available,
2022,Missouri,29,Male,Data not available,Data not available,
2008,Montana,30,Both sexes,22,2.7,813046.0
2009,Montana,30,Both sexes,30,3.7,818891.0
2010,Montana,30,Both sexes,20,2.4,831036.0
2011,Montana,30,Both sexes,21,2.5,837310.0
2012,Montana,30,Both sexes,21,2.5,843619.0
2013,Montana,30,Both sexes,22,2.6,852177.0
2014,Montana,30,Both sexes,14,1.6,859671.0
2015,Montana,30,Both sexes,19,2.2,867518.0
2016,Montana,30,Both sexes,20,2.3,876889.0
2017,Montana,30,Both sexes,31,3.5,887690.0
2018,Montana,30,Both sexes,24,2.7,896324.0
2019,Montana,30,Both sexes,25,2.8,905520.0
2020 (COVID-19 Pandemic),Montana,30,Both sexes,14,1.5,916433.0
2021,Montana,30,Both sexes,22,Data not available,
2022,Montana,30,Both sexes,6,Data not available,
2008,Montana,30,Female,5,1.2,407911.0
2009,Montana,30,Female,2,0.5,410875.0
2010,Montana,30,Female,3,0.7,415691.0
2011,Montana,30,Female,4,1.0,418724.0
2012,Montana,30,Female,4,0.9,421429.0
2013,Montana,30,Female,2,0.5,425292.0
2014,Montana,30,Female,3,0.7,428747.0
2015,Montana,30,Female,1,0.2,432349.0
2016,Montana,30,Female,2,0.5,436978.0
2017,Montana,30,Female,2,0.5,442604.0
2018,Montana,30,Female,3,0.7,446945.0
2019,Montana,30,Female,4,0.9,451491.0
2020 (COVID-19 Pandemic),Montana,30,Female,2,0.4,456608.0
2021,Montana,30,Female,2,Data not available,
2022,Montana,30,Female,Data not available,Data not available,
2008,Montana,30,Male,17,4.2,405135.0
2009,Montana,30,Male,28,6.9,408016.0
2010,Montana,30,Male,17,4.1,415345.0
2011,Montana,30,Male,17,4.1,418586.0
2012,Montana,30,Male,17,4.0,422190.0
2013,Montana,30,Male,20,4.7,426885.0
2014,Montana,30,Male,11,2.6,430924.0
2015,Montana,30,Male,18,4.1,435169.0
2016,Montana,30,Male,18,4.1,439911.0
2017,Montana,30,Male,29,6.5,445086.0
2018,Montana,30,Male,21,4.7,449379.0
2019,Montana,30,Male,21,4.6,454029.0
2020 (COVID-19 Pandemic),Montana,30,Male,12,2.6,459825.0
2021,Montana,30,Male,20,Data not available,
2022,Montana,30,Male,Data not available,Data not available,
2008,Nebraska,31,Both sexes,97,6.7,1457464.0
2009,Nebraska,31,Both sexes,108,7.4,1467198.0
2010,Nebraska,31,Both sexes,115,7.7,1494058.0
2011,Nebraska,31,Both sexes,79,5.3,1503567.0
2012,Nebraska,31,Both sexes,81,5.3,1514509.0
2013,Nebraska,31,Both sexes,81,5.3,1525389.0
2014,Nebraska,31,Both sexes,87,5.7,1538055.0
2015,Nebraska,31,Both sexes,80,5.2,1548088.0
2016,Nebraska,31,Both sexes,74,4.7,1560831.0
2017,Nebraska,31,Both sexes,87,5.5,1570999.0
2018,Nebraska,31,Both sexes,77,4.9,1580148.0
2019,Nebraska,31,Both sexes,81,5.1,1588602.0
2020 (COVID-19 Pandemic),Nebraska,31,Both sexes,73,4.6,1595549.0
2021,Nebraska,31,Both sexes,104,Data not available,
2022,Nebraska,31,Both sexes,61,Data not available,
2008,Nebraska,31,Female,27,3.6,739889.0
2009,Nebraska,31,Female,37,5.0,744160.0
2010,Nebraska,31,Female,25,3.3,757612.0
2011,Nebraska,31,Female,10,1.3,762049.0
2012,Nebraska,31,Female,11,1.4,766837.0
2013,Nebraska,31,Female,16,2.1,771501.0
2014,Nebraska,31,Female,10,1.3,776969.0
2015,Nebraska,31,Female,12,1.5,781546.0
2016,Nebraska,31,Female,14,1.8,787331.0
2017,Nebraska,31,Female,15,1.9,791754.0
2018,Nebraska,31,Female,7,0.9,796160.0
2019,Nebraska,31,Female,16,2.0,800115.0
2020 (COVID-19 Pandemic),Nebraska,31,Female,16,2.0,803156.0
2021,Nebraska,31,Female,17,Data not available,
2022,Nebraska,31,Female,Data not available,Data not available,
2008,Nebraska,31,Male,70,9.8,717575.0
2009,Nebraska,31,Male,71,9.8,723038.0
2010,Nebraska,31,Male,90,12.2,736446.0
2011,Nebraska,31,Male,69,9.3,741518.0
2012,Nebraska,31,Male,70,9.4,747672.0
2013,Nebraska,31,Male,65,8.6,753888.0
2014,Nebraska,31,Male,77,10.1,761086.0
2015,Nebraska,31,Male,68,8.9,766542.0
2016,Nebraska,31,Male,60,7.8,773500.0
2017,Nebraska,31,Male,72,9.2,779245.0
2018,Nebraska,31,Male,70,8.9,783988.0
2019,Nebraska,31,Male,65,8.2,788487.0
2020 (COVID-19 Pandemic),Nebraska,31,Male,57,7.2,792393.0
2021,Nebraska,31,Male,87,Data not available,
2022,Nebraska,31,Male,Data not available,Data not available,
2008,Nevada,32,Both sexes,389,18.4,2118616.0
2009,Nevada,32,Both sexes,362,16.9,2141833.0
2010,Nevada,32,Both sexes,370,16.6,2223318.0
2011,Nevada,32,Both sexes,382,17.1,2237545.0
2012,Nevada,32,Both sexes,364,16.0,2271081.0
2013,Nevada,32,Both sexes,431,18.7,2303194.0
2014,Nevada,32,Both sexes,429,18.3,2342586.0
2015,Nevada,32,Both sexes,477,20.0,2386149.0
2016,Nevada,32,Both sexes,508,20.9,2431424.0
2017,Nevada,32,Both sexes,497,20.0,2479410.0
2018,Nevada,32,Both sexes,497,19.6,2533278.0
2019,Nevada,32,Both sexes,518,20.0,2590525.0
2020 (COVID-19 Pandemic),Nevada,32,Both sexes,392,14.9,2638732.0
2021,Nevada,32,Both sexes,500,Data not available,
2022,Nevada,32,Both sexes,363,Data not available,
2008,Nevada,32,Female,61,5.9,1041181.0
2009,Nevada,32,Female,58,5.5,1052994.0
2010,Nevada,32,Female,62,5.6,1104196.0
2011,Nevada,32,Female,54,4.9,1112775.0
2012,Nevada,32,Female,47,4.2,1130173.0
2013,Nevada,32,Female,57,5.0,1147544.0
2014,Nevada,32,Female,52,4.5,1168459.0
2015,Nevada,32,Female,61,5.1,1191670.0
2016,Nevada,32,Female,70,5.8,1215101.0
2017,Nevada,32,Female,60,4.8,1240044.0
2018,Nevada,32,Female,61,4.8,1267378.0
2019,Nevada,32,Female,72,5.6,1296702.0
2020 (COVID-19 Pandemic),Nevada,32,Female,54,4.1,1321518.0
2021,Nevada,32,Female,66,Data not available,
2022,Nevada,32,Female,Data not available,Data not available,
2008,Nevada,32,Male,328,30.4,1077435.0
2009,Nevada,32,Male,304,27.9,1088839.0
2010,Nevada,32,Male,308,27.5,1119122.0
2011,Nevada,32,Male,328,29.2,1124770.0
2012,Nevada,32,Male,317,27.8,1140908.0
2013,Nevada,32,Male,374,32.4,1155650.0
2014,Nevada,32,Male,377,32.1,1174127.0
2015,Nevada,32,Male,416,34.8,1194479.0
2016,Nevada,32,Male,438,36.0,1216323.0
2017,Nevada,32,Male,437,35.3,1239366.0
2018,Nevada,32,Male,436,34.4,1265900.0
2019,Nevada,32,Male,446,34.5,1293823.0
2020 (COVID-19 Pandemic),Nevada,32,Male,338,25.7,1317214.0
2021,Nevada,32,Male,434,Data not available,
2022,Nevada,32,Male,Data not available,Data not available,
2008,New Hampshire,33,Both sexes,43,3.8,1119153.0
2009,New Hampshire,33,Both sexes,38,3.4,1124301.0
2010,New Hampshire,33,Both sexes,50,4.5,1120233.0
2011,New Hampshire,33,Both sexes,40,3.5,1126938.0
2012,New Hampshire,33,Both sexes,48,4.2,1134566.0
2013,New Hampshire,33,Both sexes,36,3.2,1140082.0
2014,New Hampshire,33,Both sexes,40,3.5,1149630.0
2015,New Hampshire,33,Both sexes,25,2.2,1154770.0
2016,New Hampshire,33,Both sexes,39,3.4,1162417.0
2017,New Hampshire,33,Both sexes,32,2.7,1170610.0
2018,New Hampshire,33,Both sexes,38,3.2,1176933.0
2019,New Hampshire,33,Both sexes,31,2.6,1184113.0
2020 (COVID-19 Pandemic),New Hampshire,33,Both sexes,33,2.8,1191429.0
2021,New Hampshire,33,Both sexes,32,Data not available,
2022,New Hampshire,33,Both sexes,22,Data not available,
2008,New Hampshire,33,Female,10,1.8,570978.0
2009,New Hampshire,33,Female,8,1.4,573527.0
2010,New Hampshire,33,Female,5,0.9,571061.0
2011,New Hampshire,33,Female,7,1.2,574190.0
2012,New Hampshire,33,Female,11,1.9,577668.0
2013,New Hampshire,33,Female,8,1.4,579791.0
2014,New Hampshire,33,Female,7,1.2,583837.0
2015,New Hampshire,33,Female,2,0.3,585959.0
2016,New Hampshire,33,Female,13,2.2,589692.0
2017,New Hampshire,33,Female,8,1.3,593909.0
2018,New Hampshire,33,Female,8,1.3,596584.0
2019,New Hampshire,33,Female,4,0.7,600549.0
2020 (COVID-19 Pandemic),New Hampshire,33,Female,3,0.5,603914.0
2021,New Hampshire,33,Female,5,Data not available,
2022,New Hampshire,33,Female,Data not available,Data not available,
2008,New Hampshire,33,Male,33,6.0,548175.0
2009,New Hampshire,33,Male,30,5.4,550774.0
2010,New Hampshire,33,Male,45,8.2,549172.0
2011,New Hampshire,33,Male,33,6.0,552748.0
2012,New Hampshire,33,Male,37,6.6,556898.0
2013,New Hampshire,33,Male,28,5.0,560291.0
2014,New Hampshire,33,Male,33,5.8,565793.0
2015,New Hampshire,33,Male,23,4.0,568811.0
2016,New Hampshire,33,Male,26,4.5,572725.0
2017,New Hampshire,33,Male,24,4.2,576701.0
2018,New Hampshire,33,Male,30,5.2,580349.0
2019,New Hampshire,33,Male,27,4.6,583564.0
2020 (COVID-19 Pandemic),New Hampshire,33,Male,30,5.1,587515.0
2021,New Hampshire,33,Male,27,Data not available,
2022,New Hampshire,33,Male,Data not available,Data not available,
2008,New Jersey,34,Both sexes,1422,19.7,7204858.0
2009,New Jersey,34,Both sexes,1384,19.1,7249862.0
2010,New Jersey,34,Both sexes,1349,18.4,7345171.0
2011,New Jersey,34,Both sexes,1170,15.9,7380668.0
2012,New Jersey,34,Both sexes,1273,17.2,7408712.0
2013,New Jersey,34,Both sexes,1199,16.1,7433702.0
2014,New Jersey,34,Both sexes,1236,16.6,7452869.0
2015,New Jersey,34,Both sexes,1186,15.9,7464568.0
2016,New Jersey,34,Both sexes,1184,15.8,7475782.0
2017,New Jersey,34,Both sexes,1105,14.7,7496009.0
2018,New Jersey,34,Both sexes,1020,13.6,7504732.0
2019,New Jersey,34,Both sexes,1083,14.4,7511106.0
2020 (COVID-19 Pandemic),New Jersey,34,Both sexes,805,10.7,7510360.0
2021,New Jersey,34,Both sexes,1153,Data not available,
2022,New Jersey,34,Both sexes,709,Data not available,
2008,New Jersey,34,Female,420,11.3,3707764.0
2009,New Jersey,34,Female,396,10.6,3727941.0
2010,New Jersey,34,Female,367,9.6,3804466.0
2011,New Jersey,34,Female,310,8.1,3819544.0
2012,New Jersey,34,Female,322,8.4,3831331.0
2013,New Jersey,34,Female,305,7.9,3841084.0
2014,New Jersey,34,Female,314,8.2,3848518.0
2015,New Jersey,34,Female,283,7.3,3853988.0
2016,New Jersey,34,Female,282,7.3,3857378.0
2017,New Jersey,34,Female,278,7.2,3866356.0
2018,New Jersey,34,Female,225,5.8,3868697.0
2019,New Jersey,34,Female,232,6.0,3870307.0
2020 (COVID-19 Pandemic),New Jersey,34,Female,161,4.2,3868200.0
2021,New Jersey,34,Female,259,Data not available,
2022,New Jersey,34,Female,Data not available,Data not available,
2008,New Jersey,34,Male,"1,002",28.7,3497094.0
2009,New Jersey,34,Male,988,28.1,3521921.0
2010,New Jersey,34,Male,982,27.7,3540705.0
2011,New Jersey,34,Male,860,24.1,3561124.0
2012,New Jersey,34,Male,951,26.6,3577381.0
2013,New Jersey,34,Male,894,24.9,3592618.0
2014,New Jersey,34,Male,922,25.6,3604351.0
2015,New Jersey,34,Male,903,25.0,3610580.0
2016,New Jersey,34,Male,902,24.9,3618404.0
2017,New Jersey,34,Male,827,22.8,3629653.0
2018,New Jersey,34,Male,795,21.9,3636035.0
2019,New Jersey,34,Male,851,23.4,3640799.0
2020 (COVID-19 Pandemic),New Jersey,34,Male,644,17.7,3642160.0
2021,New Jersey,34,Male,894,Data not available,
2022,New Jersey,34,Male,Data not available,Data not available,
2008,New Mexico,35,Both sexes,154,9.5,1620429.0
2009,New Mexico,35,Both sexes,159,9.7,1636757.0
2010,New Mexico,35,Both sexes,149,8.8,1690233.0
2011,New Mexico,35,Both sexes,135,7.9,1705820.0
2012,New Mexico,35,Both sexes,115,6.7,1715690.0
2013,New Mexico,35,Both sexes,140,8.1,1724527.0
2014,New Mexico,35,Both sexes,135,7.8,1727098.0
2015,New Mexico,35,Both sexes,136,7.9,1731113.0
2016,New Mexico,35,Both sexes,149,8.6,1737811.0
2017,New Mexico,35,Both sexes,148,8.5,1743347.0
2018,New Mexico,35,Both sexes,155,8.9,1750366.0
2019,New Mexico,35,Both sexes,174,9.9,1761350.0
2020 (COVID-19 Pandemic),New Mexico,35,Both sexes,131,7.4,1773392.0
2021,New Mexico,35,Both sexes,147,Data not available,
2022,New Mexico,35,Both sexes,30,Data not available,
2008,New Mexico,35,Female,18,2.2,824481.0
2009,New Mexico,35,Female,28,3.4,831836.0
2010,New Mexico,35,Female,21,2.4,860521.0
2011,New Mexico,35,Female,20,2.3,868074.0
2012,New Mexico,35,Female,10,1.1,872229.0
2013,New Mexico,35,Female,18,2.1,876181.0
2014,New Mexico,35,Female,17,1.9,877147.0
2015,New Mexico,35,Female,8,0.9,879194.0
2016,New Mexico,35,Female,17,1.9,882541.0
2017,New Mexico,35,Female,19,2.1,885390.0
2018,New Mexico,35,Female,21,2.4,889133.0
2019,New Mexico,35,Female,24,2.7,894672.0
2020 (COVID-19 Pandemic),New Mexico,35,Female,13,1.4,900322.0
2021,New Mexico,35,Female,20,Data not available,
2022,New Mexico,35,Female,Data not available,Data not available,
2008,New Mexico,35,Male,136,17.1,795948.0
2009,New Mexico,35,Male,131,16.3,804921.0
2010,New Mexico,35,Male,128,15.4,829712.0
2011,New Mexico,35,Male,115,13.7,837746.0
2012,New Mexico,35,Male,105,12.4,843461.0
2013,New Mexico,35,Male,122,14.4,848346.0
2014,New Mexico,35,Male,118,13.9,849951.0
2015,New Mexico,35,Male,128,15.0,851919.0
2016,New Mexico,35,Male,132,15.4,855270.0
2017,New Mexico,35,Male,129,15.0,857957.0
2018,New Mexico,35,Male,134,15.6,861233.0
2019,New Mexico,35,Male,150,17.3,866678.0
2020 (COVID-19 Pandemic),New Mexico,35,Male,118,13.5,873070.0
2021,New Mexico,35,Male,127,Data not available,
2022,New Mexico,35,Male,Data not available,Data not available,
2008,New York,36,Both sexes,4533,27.8,16332205.0
2009,New York,36,Both sexes,4152,25.3,16409802.0
2010,New York,36,Both sexes,3901,23.8,16361039.0
2011,New York,36,Both sexes,3769,22.9,16459314.0
2012,New York,36,Both sexes,3519,21.3,16539894.0
2013,New York,36,Both sexes,3235,19.5,16604155.0
2014,New York,36,Both sexes,3312,19.9,16646424.0
2015,New York,36,Both sexes,3065,18.4,16659877.0
2016,New York,36,Both sexes,2822,16.9,16657332.0
2017,New York,36,Both sexes,2736,16.4,16639082.0
2018,New York,36,Both sexes,2449,14.7,16611858.0
2019,New York,36,Both sexes,2336,14.1,16557527.0
2020 (COVID-19 Pandemic),New York,36,Both sexes,1963,11.9,16463162.0
2021,New York,36,Both sexes,2125,Data not available,
2022,New York,36,Both sexes,1354,Data not available,
2008,New York,36,Female,"1,201",14.2,8480191.0
2009,New York,36,Female,"1,051",12.3,8511018.0
2010,New York,36,Female,945,11.1,8524758.0
2011,New York,36,Female,905,10.6,8570693.0
2012,New York,36,Female,774,9.0,8605365.0
2013,New York,36,Female,658,7.6,8633521.0
2014,New York,36,Female,690,8.0,8652761.0
2015,New York,36,Female,610,7.0,8655694.0
2016,New York,36,Female,586,6.8,8649377.0
2017,New York,36,Female,556,6.4,8637168.0
2018,New York,36,Female,492,5.7,8620923.0
2019,New York,36,Female,473,5.5,8592229.0
2020 (COVID-19 Pandemic),New York,36,Female,383,4.5,8541931.0
2021,New York,36,Female,393,Data not available,
2022,New York,36,Female,Data not available,Data not available,
2008,New York,36,Male,"3,332",42.4,7852014.0
2009,New York,36,Male,"3,101",39.3,7898784.0
2010,New York,36,Male,"2,956",37.7,7836281.0
2011,New York,36,Male,"2,864",36.3,7888621.0
2012,New York,36,Male,"2,745",34.6,7934529.0
2013,New York,36,Male,"2,577",32.3,7970634.0
2014,New York,36,Male,"2,622",32.8,7993663.0
2015,New York,36,Male,"2,455",30.7,8004183.0
2016,New York,36,Male,"2,236",27.9,8007955.0
2017,New York,36,Male,"2,180",27.2,8001914.0
2018,New York,36,Male,"1,957",24.5,7990935.0
2019,New York,36,Male,"1,863",23.4,7965298.0
2020 (COVID-19 Pandemic),New York,36,Male,"1,580",19.9,7921231.0
2021,New York,36,Male,"1,732",Data not available,
2022,New York,36,Male,Data not available,Data not available,
2008,North Carolina,37,Both sexes,1689,22.2,7607202.0
2009,North Carolina,37,Both sexes,1565,20.3,7713809.0
2010,North Carolina,37,Both sexes,1432,18.1,7923124.0
2011,North Carolina,37,Both sexes,1424,17.8,8006729.0
2012,North Carolina,37,Both sexes,1226,15.1,8103398.0
2013,North Carolina,37,Both sexes,1276,15.5,8205952.0
2014,North Carolina,37,Both sexes,1309,15.8,8303129.0
2015,North Carolina,37,Both sexes,1331,15.8,8404629.0
2016,North Carolina,37,Both sexes,1384,16.2,8525262.0
2017,North Carolina,37,Both sexes,1291,14.9,8635951.0
2018,North Carolina,37,Both sexes,1180,13.5,8749905.0
2019,North Carolina,37,Both sexes,1365,15.4,8861496.0
2020 (COVID-19 Pandemic),North Carolina,37,Both sexes,1079,12.0,8965838.0
2021,North Carolina,37,Both sexes,1389,Data not available,
2022,North Carolina,37,Both sexes,987,Data not available,
2008,North Carolina,37,Female,422,10.8,3920414.0
2009,North Carolina,37,Female,395,9.9,3976186.0
2010,North Carolina,37,Female,347,8.5,4096372.0
2011,North Carolina,37,Female,329,7.9,4143515.0
2012,North Carolina,37,Female,280,6.7,4194191.0
2013,North Carolina,37,Female,254,6.0,4247446.0
2014,North Carolina,37,Female,272,6.3,4298867.0
2015,North Carolina,37,Female,260,6.0,4350237.0
2016,North Carolina,37,Female,256,5.8,4412995.0
2017,North Carolina,37,Female,252,5.6,4471718.0
2018,North Carolina,37,Female,234,5.2,4532526.0
2019,North Carolina,37,Female,239,5.2,4590411.0
2020 (COVID-19 Pandemic),North Carolina,37,Female,186,4.0,4646790.0
2021,North Carolina,37,Female,248,Data not available,
2022,North Carolina,37,Female,Data not available,Data not available,
2008,North Carolina,37,Male,"1,267",34.4,3686788.0
2009,North Carolina,37,Male,"1,170",31.3,3737623.0
2010,North Carolina,37,Male,"1,085",28.4,3826752.0
2011,North Carolina,37,Male,"1,095",28.3,3863214.0
2012,North Carolina,37,Male,946,24.2,3909207.0
2013,North Carolina,37,Male,"1,022",25.8,3958506.0
2014,North Carolina,37,Male,"1,037",25.9,4004262.0
2015,North Carolina,37,Male,"1,071",26.4,4054392.0
2016,North Carolina,37,Male,"1,128",27.4,4112267.0
2017,North Carolina,37,Male,"1,039",25.0,4164233.0
2018,North Carolina,37,Male,946,22.4,4217379.0
2019,North Carolina,37,Male,"1,126",26.4,4271085.0
2020 (COVID-19 Pandemic),North Carolina,37,Male,893,20.7,4319048.0
2021,North Carolina,37,Male,"1,141",Data not available,
2022,North Carolina,37,Male,Data not available,Data not available,
2008,North Dakota,38,Both sexes,12,2.2,539992.0
2009,North Dakota,38,Both sexes,13,2.4,543743.0
2010,North Dakota,38,Both sexes,14,2.5,565858.0
2011,North Dakota,38,Both sexes,13,2.3,574106.0
2012,North Dakota,38,Both sexes,9,1.5,586312.0
2013,North Dakota,38,Both sexes,19,3.2,601809.0
2014,North Dakota,38,Both sexes,20,3.3,612699.0
2015,North Dakota,38,Both sexes,20,3.2,624471.0
2016,North Dakota,38,Both sexes,46,7.4,623768.0
2017,North Dakota,38,Both sexes,38,6.1,623869.0
2018,North Dakota,38,Both sexes,36,5.8,626062.0
2019,North Dakota,38,Both sexes,40,6.4,628810.0
2020 (COVID-19 Pandemic),North Dakota,38,Both sexes,36,5.7,630507.0
2021,North Dakota,38,Both sexes,37,Data not available,
2022,North Dakota,38,Both sexes,1,Data not available,
2008,North Dakota,38,Female,1,0.4,269583.0
2009,North Dakota,38,Female,1,0.4,271281.0
2010,North Dakota,38,Female,5,1.8,280513.0
2011,North Dakota,38,Female,2,0.7,283764.0
2012,North Dakota,38,Female,3,1.0,288449.0
2013,North Dakota,38,Female,4,1.4,294489.0
2014,North Dakota,38,Female,3,1.0,298608.0
2015,North Dakota,38,Female,6,2.0,303323.0
2016,North Dakota,38,Female,19,6.3,303432.0
2017,North Dakota,38,Female,7,2.3,304170.0
2018,North Dakota,38,Female,13,4.3,305533.0
2019,North Dakota,38,Female,11,3.6,306888.0
2020 (COVID-19 Pandemic),North Dakota,38,Female,11,3.6,307615.0
2021,North Dakota,38,Female,14,Data not available,
