"Column Name","Label"
"DP1_0141P","Percent!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families) [8]!!Male householder, no spouse present!!With own children under 18 years"
"DP1_0141PA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families) [8]!!Male householder, no spouse present!!With own children under 18 years"
"DP1_0142P","Percent!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families) [8]!!Female householder, no spouse present"
"DP1_0142PA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families) [8]!!Female householder, no spouse present"
"DP1_0143P","Percent!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families) [8]!!Female householder, no spouse present!!With own children under 18 years"
"DP1_0143PA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families) [8]!!Female householder, no spouse present!!With own children under 18 years"
"DP1_0144P","Percent!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households [8]"
"DP1_0144PA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households [8]"
"DP1_0145P","Percent!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households [8]!!Householder living alone"
"DP1_0145PA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households [8]!!Householder living alone"
"DP1_0146P","Percent!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households [8]!!Householder living alone!!Male"
"DP1_0146PA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households [8]!!Householder living alone!!Male"
"DP1_0147P","Percent!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households [8]!!Householder living alone!!Male!!65 years and over"
"DP1_0147PA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households [8]!!Householder living alone!!Male!!65 years and over"
"DP1_0148P","Percent!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households [8]!!Householder living alone!!Female"
"DP1_0148PA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households [8]!!Householder living alone!!Female"
"DP1_0149P","Percent!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households [8]!!Householder living alone!!Female!!65 years and over"
"DP1_0149PA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households [8]!!Householder living alone!!Female!!65 years and over"
"DP1_0150P","Percent!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households [8]!!Householder not living alone"
"DP1_0150PA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households [8]!!Householder not living alone"
"DP1_0151P","Percent!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households [8]!!Householder not living alone!!Male"
"DP1_0151PA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households [8]!!Householder not living alone!!Male"
"DP1_0152P","Percent!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households [8]!!Householder not living alone!!Male!!65 years and over"
"DP1_0152PA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households [8]!!Householder not living alone!!Male!!65 years and over"
"DP1_0153P","Percent!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households [8]!!Householder not living alone!!Female"
"DP1_0153PA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households [8]!!Householder not living alone!!Female"
"DP1_0154P","Percent!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households [8]!!Householder not living alone!!Female!!65 years and over"
"DP1_0154PA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households [8]!!Householder not living alone!!Female!!65 years and over"
"DP1_0155P","Percent!!HOUSEHOLDS BY TYPE!!Total households!!Households with individuals under 18 years"
"DP1_0155PA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Households with individuals under 18 years"
"DP1_0156P","Percent!!HOUSEHOLDS BY TYPE!!Total households!!Households with individuals 65 years and over"
"DP1_0156PA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Households with individuals 65 years and over"
"DP1_0157P","Percent!!HOUSEHOLDS BY TYPE!!Total households!!Average household size"
"DP1_0157PA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Average household size"
"DP1_0158P","Percent!!HOUSEHOLDS BY TYPE!!Total households!!Average family size [8]"
"DP1_0158PA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Average family size [8]"
